Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,__target__
1945,2.0,3.0,69755.0,0,0,408.0,23,217,77,373,111,23,93,1,3,6,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0
1985,0.0,3.0,23148.0,0,0,539.0,83,4,6,8,6,3,10,1,2,0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1947,4.0,3.0,67472.0,0,1,405.0,93,162,31,127,8,17,69,2,4,2,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1982,1.0,4.0,24367.0,1,0,221.0,58,2,4,2,0,11,5,1,1,0,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0
1976,3.0,5.0,21024.0,0,0,322.0,89,36,4,18,6,2,18,1,2,0,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1979,1.0,4.0,16014.0,1,1,218.0,42,3,9,4,7,8,7,4,1,1,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1965,3.0,4.0,55250.0,0,1,79.0,49,664,58,83,32,0,66,4,7,5,10,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1958,3.0,3.0,51412.0,0,1,493.0,42,140,3,29,4,5,14,2,3,2,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1959,2.0,4.0,62450.0,0,1,499.0,61,515,47,267,62,66,38,2,5,5,4,3,0.0,1.0,0.0,0.0,0.0,0.0,0
1983,2.0,3.0,51381.5,1,0,449.0,11,5,5,6,0,2,1,1,1,0,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1960,2.0,4.0,48904.0,0,1,120.0,1,283,10,38,0,13,27,4,7,2,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1973,3.0,3.0,54108.0,1,1,94.0,74,539,6,91,8,6,97,13,8,2,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1979,2.0,5.0,75507.0,0,0,608.0,56,709,93,374,104,80,80,1,8,6,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1975,2.0,4.0,84196.0,0,1,294.0,56,215,63,507,231,31,190,1,8,4,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1947,1.0,5.0,28389.0,0,0,108.0,49,1,5,3,7,4,8,1,1,0,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1956,4.0,5.0,77376.0,1,1,616.0,72,492,19,110,16,12,12,4,6,3,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1981,2.0,3.0,19419.0,1,0,99.0,76,2,14,28,16,3,7,4,4,0,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0
1961,4.0,2.0,64325.0,0,1,182.0,41,731,60,353,78,12,73,5,10,3,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1983,3.0,3.0,35876.0,0,0,596.0,13,66,2,40,4,3,14,1,3,1,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1987,2.0,3.0,17323.0,0,0,68.0,38,3,14,17,6,1,5,1,1,0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1978,3.0,4.0,35544.0,1,0,555.0,77,30,5,23,4,1,4,1,2,0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1977,2.0,3.0,41443.0,1,0,577.0,79,171,7,171,25,19,89,6,8,1,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1986,2.0,3.0,23477.0,1,0,426.0,39,38,15,54,3,8,29,3,3,0,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1982,4.0,5.0,32313.0,1,0,186.0,60,86,4,56,2,4,7,3,4,0,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0
1955,2.0,2.0,37244.0,1,1,257.0,90,18,2,10,0,0,25,1,1,1,2,7,1.0,0.0,0.0,0.0,0.0,0.0,0
1972,4.0,3.0,57091.0,0,1,111.0,82,462,0,24,6,0,4,2,9,2,5,7,0.0,1.0,0.0,0.0,0.0,0.0,1
1975,0.0,4.0,49514.0,1,0,479.0,61,88,39,78,58,13,93,2,6,1,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1961,2.0,3.0,36443.0,1,1,179.0,9,65,0,46,4,3,20,4,3,1,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1969,3.0,3.0,42169.0,1,1,424.0,20,19,0,9,0,0,2,2,1,0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1977,2.0,3.0,31353.0,1,1,491.0,24,10,0,10,3,1,7,2,1,1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1966,2.0,6.0,79946.0,0,0,618.0,19,395,183,565,166,141,28,1,5,11,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1979,4.0,5.0,27922.0,1,0,616.0,80,11,0,13,2,4,11,1,2,0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1957,2.0,3.0,52852.0,0,1,119.0,93,714,8,99,11,0,47,4,10,7,5,8,1.0,0.0,0.0,0.0,0.0,0.0,0
1968,2.0,3.0,45688.0,0,1,515.0,20,279,0,18,0,0,9,2,3,1,8,4,0.0,1.0,0.0,0.0,0.0,0.0,0
1968,2.0,4.0,70566.0,0,1,412.0,4,381,28,215,84,28,21,2,6,5,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1973,3.0,3.0,27159.0,1,1,574.0,33,17,0,3,0,0,1,2,1,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1958,2.0,4.0,49967.0,0,1,326.0,4,212,6,69,4,12,3,3,6,1,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1971,3.0,3.0,49505.0,1,1,207.0,4,604,0,100,19,0,28,9,10,2,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1969,3.0,4.0,39858.0,1,0,171.0,67,15,20,25,2,7,26,1,2,0,4,6,0.0,0.0,0.0,0.0,0.0,0.0,1
1977,3.0,3.0,55842.0,0,1,626.0,19,451,0,39,0,4,24,1,7,1,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1946,2.0,3.0,78569.0,0,0,540.0,14,558,79,622,207,175,95,1,4,6,4,1,0.0,0.0,1.0,0.0,0.0,0.0,1
1963,2.0,3.0,22419.0,0,0,249.0,74,30,3,47,19,21,42,1,3,2,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1979,2.0,5.0,90300.0,0,0,496.0,7,594,134,786,33,134,57,0,5,6,8,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1966,4.0,5.0,47472.0,1,1,393.0,39,56,0,11,0,0,8,2,2,0,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1987,4.0,4.0,42000.0,0,0,158.0,23,124,83,267,85,59,35,2,5,2,11,5,0.0,0.0,0.0,0.0,0.0,0.0,1
1977,4.0,4.0,42997.0,1,1,469.0,91,4,0,5,0,1,5,1,1,0,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1983,2.0,3.0,36790.0,0,0,203.0,14,3,3,14,15,21,10,1,2,1,2,9,0.0,0.0,0.0,0.0,0.0,0.0,1
1980,4.0,4.0,76412.0,0,0,265.0,15,840,53,804,23,71,17,1,5,4,8,3,0.0,0.0,1.0,1.0,0.0,0.0,1
1976,2.0,3.0,17148.0,1,0,518.0,80,9,9,11,13,10,16,4,3,1,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1953,3.0,3.0,65569.0,0,1,94.0,96,397,46,288,20,38,70,2,6,5,10,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1969,0.0,3.0,46831.0,1,1,297.0,84,22,2,10,6,4,34,2,1,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1956,3.0,5.0,14661.0,0,0,149.0,88,4,1,11,6,2,2,1,1,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1969,2.0,5.0,38361.0,1,0,489.0,74,39,0,56,20,8,14,3,3,1,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1962,2.0,3.0,86111.0,0,0,250.0,73,399,28,756,36,40,126,1,5,7,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0
1985,2.0,5.0,54006.0,1,0,48.0,42,174,77,203,6,24,97,2,8,1,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1982,4.0,5.0,70038.0,0,0,430.0,54,587,54,348,71,54,130,1,4,4,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0
1983,2.0,3.0,30096.0,1,0,625.0,30,5,3,11,12,5,9,1,2,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1968,2.0,3.0,19329.0,1,0,476.0,39,24,1,16,12,2,5,3,4,0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1974,2.0,3.0,45837.0,1,1,343.0,88,215,13,87,17,17,24,5,6,2,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1952,3.0,5.0,55951.0,0,1,24.0,62,1241,0,80,0,13,40,3,3,6,11,8,0.0,1.0,0.0,0.0,1.0,0.0,0
1965,2.0,5.0,75276.0,0,0,57.0,2,610,105,125,137,42,21,1,9,4,9,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1973,2.0,3.0,79593.0,0,0,618.0,70,350,60,568,110,133,145,1,5,6,7,2,0.0,0.0,1.0,0.0,0.0,0.0,0
1989,2.0,4.0,18358.0,1,0,453.0,49,6,8,19,16,4,4,3,3,0,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1968,2.0,4.0,35893.0,1,1,73.0,80,158,0,23,0,0,18,6,3,1,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1958,3.0,1.0,61331.0,1,1,212.0,42,534,5,47,0,5,41,5,11,1,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1962,2.0,4.0,76624.0,0,1,627.0,68,411,106,147,54,115,66,1,5,10,7,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1955,0.0,5.0,74805.0,0,1,441.0,14,209,162,209,41,162,37,5,4,7,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0
1981,0.0,5.0,75774.0,1,0,608.0,27,340,21,134,258,14,56,1,7,5,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1957,2.0,3.0,47743.0,0,1,223.0,56,198,2,43,0,12,20,3,4,1,6,6,0.0,1.0,0.0,0.0,0.0,0.0,0
1965,3.0,5.0,45143.0,0,1,374.0,74,202,5,74,11,5,14,3,6,1,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1976,2.0,3.0,7500.0,1,0,2.0,19,7,0,12,13,7,32,5,4,1,2,9,1.0,0.0,0.0,0.0,0.0,0.0,1
1963,0.0,3.0,32632.0,0,0,3.0,32,63,151,137,153,19,53,2,4,4,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1970,2.0,5.0,22070.0,1,0,410.0,11,10,7,19,8,2,21,2,2,2,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1985,0.0,4.0,41473.0,1,0,307.0,80,21,8,20,15,3,9,1,2,0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1982,4.0,3.0,84169.0,0,0,355.0,9,1478,19,403,0,19,0,1,7,6,6,3,0.0,1.0,1.0,0.0,0.0,0.0,1
1974,2.0,5.0,75702.0,0,1,72.0,87,1073,0,629,145,37,37,1,10,5,13,6,0.0,0.0,1.0,0.0,0.0,0.0,0
1990,2.0,4.0,64509.0,0,0,365.0,19,836,185,575,24,25,77,1,6,3,9,4,1.0,0.0,0.0,0.0,0.0,0.0,1
1983,4.0,2.0,90687.0,0,0,282.0,98,982,17,672,23,34,51,1,6,2,8,2,0.0,0.0,1.0,0.0,0.0,0.0,1
1975,3.0,4.0,46098.0,1,1,19.0,86,57,0,27,0,0,36,4,3,2,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1971,3.0,3.0,35178.0,1,0,158.0,10,23,1,13,2,2,18,1,1,1,2,7,1.0,0.0,0.0,0.0,0.0,0.0,1
1973,2.0,3.0,24639.0,1,1,518.0,3,20,3,16,0,4,1,3,2,0,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1986,1.0,3.0,20425.0,1,0,87.0,5,4,12,5,3,16,17,2,2,0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1966,1.0,5.0,22634.0,0,0,164.0,47,2,23,11,8,6,46,1,2,1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1966,4.0,4.0,78420.0,0,0,317.0,75,604,28,674,91,28,28,1,3,10,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0
1965,4.0,4.0,40760.0,0,1,378.0,64,70,0,17,0,0,6,2,2,1,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1984,2.0,4.0,34738.0,1,0,617.0,51,3,2,10,3,0,2,1,1,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1950,4.0,3.0,54432.0,2,1,269.0,37,33,0,5,0,0,0,1,1,0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1959,3.0,6.0,33051.0,0,0,17.0,15,100,71,243,108,94,219,3,9,1,8,9,0.0,0.0,0.0,0.0,0.0,0.0,1
1955,3.0,2.0,70638.0,0,0,292.0,69,1016,12,215,16,12,63,1,4,5,10,3,0.0,1.0,0.0,0.0,0.0,0.0,0
1959,2.0,2.0,63033.0,0,0,449.0,82,194,61,480,225,112,30,1,3,4,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0
1958,2.0,2.0,78331.0,0,1,513.0,97,756,138,354,160,169,61,2,10,6,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1982,2.0,3.0,28718.0,1,0,330.0,78,12,4,6,11,8,16,2,2,0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1979,2.0,2.0,15287.0,1,0,68.0,60,1,2,8,4,3,13,2,1,1,2,7,1.0,0.0,0.0,0.0,0.0,0.0,1
1979,2.0,4.0,60474.0,0,1,233.0,25,265,199,303,234,9,170,7,10,2,12,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1959,2.0,3.0,18690.0,0,0,145.0,77,6,1,7,23,4,19,1,1,1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1970,2.0,2.0,54137.0,0,1,364.0,46,171,0,11,0,1,20,2,4,1,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1964,2.0,4.0,18701.0,1,1,295.0,95,12,4,2,10,6,10,4,2,0,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1960,0.0,3.0,82504.0,0,0,344.0,2,362,50,431,134,35,54,1,3,6,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0
1973,4.0,1.0,35860.0,1,1,624.0,37,15,0,8,4,2,20,2,1,1,2,5,1.0,0.0,0.0,0.0,0.0,0.0,1
1970,2.0,4.0,51381.5,1,2,371.0,67,738,20,172,52,50,20,6,2,3,10,7,0.0,1.0,0.0,1.0,0.0,0.0,0
1972,2.0,4.0,44503.0,1,1,592.0,83,31,1,8,0,0,8,2,2,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1974,3.0,3.0,63206.0,0,0,565.0,65,750,8,125,11,8,26,1,4,3,6,2,0.0,0.0,1.0,0.0,0.0,0.0,0
1973,2.0,3.0,27803.0,1,0,27.0,40,8,26,46,38,9,49,2,3,0,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1970,0.0,3.0,15315.0,0,0,351.0,27,7,4,13,15,8,17,2,2,0,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1965,4.0,2.0,36921.0,1,1,345.0,74,17,1,12,3,1,4,2,2,0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1963,3.0,5.0,57288.0,0,1,658.0,27,527,0,21,0,0,60,3,8,1,8,6,0.0,1.0,0.0,0.0,0.0,0.0,0
1969,2.0,4.0,72679.0,0,1,395.0,65,619,54,260,127,54,54,1,4,7,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0
1962,2.0,2.0,63887.0,0,1,40.0,38,897,23,207,15,11,92,5,9,6,12,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1965,2.0,3.0,72190.0,0,0,188.0,79,597,166,597,172,166,249,1,5,6,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1954,3.0,5.0,51381.5,0,1,311.0,83,161,0,22,0,0,24,2,4,1,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1964,4.0,3.0,60896.0,0,1,69.0,90,1013,30,399,60,46,153,3,9,10,4,6,0.0,0.0,0.0,0.0,0.0,0.0,1
1957,2.0,3.0,62187.0,0,0,323.0,49,792,0,275,45,45,126,1,4,8,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1961,3.0,5.0,74881.0,1,1,210.0,48,505,72,270,36,27,54,4,9,2,12,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1981,2.0,3.0,29009.0,1,0,461.0,19,6,6,15,10,5,2,2,2,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1982,2.0,5.0,50272.0,1,0,355.0,75,99,13,66,43,8,4,3,4,1,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1991,0.0,4.0,61618.0,0,0,59.0,27,605,91,399,0,45,205,2,3,6,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1988,2.0,3.0,38872.0,1,0,290.0,93,23,3,21,3,19,22,2,3,0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1970,4.0,5.0,64413.0,0,1,349.0,27,200,5,44,0,10,20,1,5,1,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1982,0.0,3.0,57937.0,0,1,537.0,56,261,42,144,55,48,133,3,4,4,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1985,4.0,3.0,64355.0,1,0,25.0,66,1047,0,140,67,38,153,2,4,3,12,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1970,2.0,2.0,72967.0,0,1,132.0,1,158,35,179,0,0,125,2,7,2,8,5,1.0,0.0,0.0,0.0,0.0,0.0,1
1959,2.0,3.0,18690.0,0,0,145.0,77,6,1,7,23,4,19,1,1,1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1971,4.0,3.0,46463.0,1,1,366.0,56,163,2,40,8,11,11,7,3,1,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1984,2.0,5.0,26646.0,1,0,531.0,26,11,4,20,10,3,5,2,2,0,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1951,3.0,5.0,47352.0,0,1,242.0,70,172,12,112,8,0,15,4,6,1,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1970,2.0,6.0,31880.0,1,0,89.0,13,4,1,5,2,0,3,1,1,0,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1967,3.0,5.0,62513.0,0,1,386.0,16,520,42,98,0,42,14,2,6,4,10,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1971,2.0,3.0,18793.0,1,0,160.0,14,4,16,20,0,17,20,3,2,0,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1971,2.0,5.0,38232.0,1,1,508.0,84,43,5,28,7,6,33,4,3,1,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1980,2.0,3.0,47850.0,1,0,465.0,72,42,7,43,20,12,10,1,3,0,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1972,4.0,3.0,79930.0,0,0,9.0,72,792,86,740,67,51,17,1,3,5,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0
1973,4.0,2.0,35860.0,1,1,624.0,37,15,0,8,4,2,20,2,1,1,2,5,1.0,0.0,0.0,0.0,0.0,0.0,0
1984,4.0,4.0,42710.0,1,0,116.0,38,252,3,42,4,3,102,2,4,5,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1971,2.0,4.0,22804.0,1,0,348.0,75,14,1,7,2,1,1,1,2,0,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0
1974,4.0,3.0,37087.0,1,0,359.0,50,194,55,134,15,0,3,3,4,2,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1972,4.0,5.0,51381.5,1,0,549.0,17,25,1,13,0,0,3,1,1,0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1965,2.0,3.0,44375.0,0,1,568.0,73,213,5,28,7,7,41,1,4,1,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1967,4.0,4.0,40304.0,1,0,406.0,82,37,0,17,0,0,3,1,2,0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1962,2.0,3.0,71434.0,0,1,395.0,4,711,36,217,172,96,168,3,7,4,7,4,0.0,1.0,0.0,1.0,0.0,0.0,0
1988,2.0,4.0,34176.0,1,0,618.0,12,5,7,24,19,14,20,4,3,0,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1945,4.0,4.0,45576.0,0,0,631.0,9,56,19,29,2,14,25,1,3,1,3,8,0.0,0.0,0.0,0.0,0.0,0.0,1
1990,2.0,4.0,34412.0,1,0,188.0,62,52,12,50,4,36,55,3,5,0,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0
1956,2.0,4.0,60714.0,0,0,165.0,56,216,162,224,101,92,162,2,7,4,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1
1985,2.0,3.0,19986.0,1,0,448.0,74,3,6,5,0,2,6,1,0,0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1954,2.0,5.0,39898.0,0,1,187.0,20,69,8,26,12,7,12,2,3,0,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1966,2.0,3.0,54198.0,1,1,479.0,13,185,0,28,3,2,17,6,3,1,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1970,2.0,4.0,61209.0,0,0,373.0,73,466,0,224,119,49,99,1,5,3,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0
1965,3.0,5.0,65735.0,1,1,469.0,37,239,7,119,4,15,11,5,6,2,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1941,4.0,3.0,93027.0,0,0,244.0,77,1285,42,716,55,0,21,0,7,10,5,2,0.0,0.0,1.0,0.0,0.0,0.0,0
1972,4.0,3.0,59973.0,0,0,388.0,47,130,30,168,20,34,0,1,3,4,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0
1985,3.0,5.0,40101.0,1,0,72.0,73,171,3,129,26,24,62,4,6,1,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1949,2.0,6.0,72298.0,0,0,557.0,52,625,35,169,58,17,35,1,4,3,6,1,0.0,1.0,1.0,0.0,0.0,0.0,0
1951,3.0,2.0,57530.0,0,1,417.0,68,50,1,27,6,7,1,1,1,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0
1966,2.0,3.0,80398.0,0,0,99.0,92,342,51,936,207,35,26,1,5,8,12,3,0.0,0.0,1.0,0.0,0.0,0.0,0
1952,2.0,2.0,51537.0,0,1,127.0,27,787,20,204,0,0,92,3,2,2,11,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1969,3.0,3.0,79734.0,0,0,661.0,72,572,8,232,23,62,17,1,4,3,6,1,0.0,0.0,0.0,1.0,0.0,0.0,0
1969,2.0,4.0,81657.0,0,0,512.0,69,364,40,425,158,60,50,1,3,4,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0
1971,4.0,6.0,47111.0,0,1,40.0,35,595,71,153,120,112,41,6,3,2,10,9,0.0,0.0,0.0,0.0,0.0,0.0,0
1970,2.0,4.0,67384.0,0,1,99.0,32,957,40,175,158,53,107,2,7,8,5,5,0.0,1.0,0.0,0.0,0.0,0.0,0
1967,2.0,5.0,32474.0,1,1,617.0,0,10,0,1,0,0,0,1,1,0,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1951,2.0,5.0,40689.0,0,1,219.0,69,270,3,27,39,6,99,7,7,1,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1971,2.0,3.0,64722.0,1,0,629.0,47,303,0,280,60,147,15,4,8,2,11,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1988,2.0,5.0,41883.0,1,0,220.0,13,32,34,41,73,16,116,3,4,2,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1967,2.0,5.0,44931.0,0,1,509.0,0,78,0,11,0,0,7,1,2,1,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1972,2.0,4.0,21359.0,1,0,251.0,1,12,2,17,6,1,10,2,2,0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,1
1965,2.0,3.0,73538.0,0,1,113.0,92,811,76,428,99,137,107,3,10,4,9,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1960,2.0,3.0,29440.0,1,1,359.0,95,17,8,14,10,4,3,2,1,0,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1963,2.0,2.0,68118.0,0,1,423.0,51,595,23,123,10,23,154,2,8,9,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1954,2.0,2.0,72071.0,0,1,189.0,4,531,69,300,150,138,150,3,5,4,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0
1988,1.0,5.0,13724.0,1,0,32.0,43,2,7,5,2,15,27,1,2,0,2,9,1.0,0.0,0.0,0.0,0.0,0.0,0
1989,0.0,3.0,59060.0,1,0,503.0,77,35,40,111,36,40,12,3,3,1,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1960,3.0,5.0,83151.0,0,0,68.0,93,407,28,100,120,74,18,1,5,9,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1954,2.0,5.0,39898.0,0,1,187.0,20,69,8,26,12,7,12,2,3,0,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1971,2.0,3.0,35788.0,1,1,513.0,34,23,2,11,3,1,4,2,2,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1979,1.0,4.0,20194.0,1,0,134.0,64,0,4,7,11,10,15,2,2,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1972,2.0,3.0,65685.0,0,1,574.0,54,642,14,49,0,7,57,1,9,2,9,5,0.0,0.0,0.0,0.0,0.0,0.0,0
1980,2.0,3.0,61014.0,0,1,12.0,17,269,129,495,182,43,29,4,9,3,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0
1978,2.0,3.0,28442.0,2,0,543.0,53,19,3,10,11,8,6,3,2,1,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1971,0.0,3.0,54690.0,1,1,442.0,76,111,16,37,7,9,18,3,3,1,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0
1972,2.0,3.0,80134.0,1,0,280.0,40,1218,16,272,104,0,80,2,5,3,6,6,0.0,1.0,1.0,1.0,0.0,0.0,1
1978,2.0,4.0,28647.0,1,0,369.0,54,19,8,29,0,12,26,1,2,2,2,7,1.0,0.0,0.0,0.0,0.0,0.0,1
1971,2.0,5.0,74538.0,0,0,317.0,21,380,98,733,110,112,28,1,8,8,5,3,0.0,0.0,1.0,0.0,0.0,0.0,1
1990,1.0,4.0,16185.0,1,0,353.0,71,5,11,16,21,8,45,2,2,2,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0
1972,0.0,5.0,50334.0,0,1,341.0,24,284,16,160,84,16,134,6,7,4,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0
1965,2.0,5.0,47009.0,0,1,407.0,89,171,45,73,59,10,90,4,3,2,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0
1959,2.0,3.0,18690.0,0,0,145.0,77,6,1,7,23,4,19,1,1,1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0
