carat,cut,color,clarity,depth,table,x,y,z,__target__
0.71,3.0,4.0,4.0,62.8,58.0,5.7,5.67,3.57,2398
1.09,2.0,2.0,3.0,61.2,57.0,6.6,6.64,4.05,4891
0.74,3.0,4.0,5.0,60.2,58.0,5.88,5.92,3.55,2530
0.3,3.0,0.0,3.0,61.8,58.0,4.32,4.29,2.66,574
0.9,3.0,0.0,2.0,62.7,58.0,6.09,6.15,3.84,4381
1.3,3.0,4.0,3.0,60.7,59.0,7.06,7.0,4.27,4368
0.92,2.0,5.0,2.0,61.7,56.0,6.2,6.23,3.83,4457
1.5,3.0,1.0,3.0,60.7,55.0,7.44,7.39,4.5,10080
1.15,2.0,4.0,3.0,62.6,55.0,6.74,6.65,4.19,4572
1.07,1.0,5.0,5.0,63.8,60.0,6.41,6.38,4.08,4194
0.73,2.0,2.0,6.0,61.4,56.0,5.8,5.81,3.56,5154
0.7,2.0,5.0,4.0,63.1,54.0,5.61,5.67,3.56,2142
1.0,0.0,3.0,3.0,64.6,67.0,6.25,6.19,4.02,3142
0.46,4.0,3.0,4.0,62.8,57.0,4.92,4.83,3.06,1049
2.21,3.0,6.0,3.0,62.7,57.0,8.33,8.25,5.2,13642
0.7,2.0,5.0,2.0,60.8,59.0,5.74,5.78,3.5,2083
0.73,4.0,2.0,2.0,59.3,61.0,5.82,5.85,3.46,2326
2.09,3.0,3.0,3.0,59.8,59.0,8.37,8.32,4.99,14024
0.36,4.0,1.0,5.0,62.3,58.0,4.51,4.55,2.82,789
0.3,2.0,3.0,7.0,61.8,57.0,4.29,4.32,2.66,665
0.51,1.0,1.0,2.0,63.9,54.0,5.09,5.05,3.24,1443
0.9,2.0,0.0,2.0,61.8,57.0,6.22,6.17,3.83,4919
1.23,2.0,4.0,5.0,62.2,55.0,6.85,6.81,4.25,7260
1.01,4.0,2.0,3.0,62.5,61.0,6.33,6.37,3.97,3945
1.11,4.0,4.0,3.0,61.5,59.0,6.56,6.61,4.05,4029
0.77,4.0,1.0,3.0,59.9,61.0,5.98,6.01,3.59,2753
1.13,2.0,4.0,7.0,59.7,59.0,6.89,6.77,4.08,7108
0.51,2.0,3.0,7.0,61.6,56.0,5.17,5.12,3.17,1974
0.33,1.0,1.0,2.0,63.3,56.0,4.41,4.43,2.8,579
0.7,2.0,4.0,6.0,60.2,57.0,5.78,5.82,3.49,3175
1.01,3.0,1.0,3.0,62.6,59.0,6.36,6.39,3.99,4666
0.5,3.0,1.0,2.0,60.2,58.0,5.15,5.18,3.11,1316
1.0,3.0,3.0,4.0,62.4,59.0,6.4,6.35,3.98,6727
1.06,4.0,4.0,2.0,60.2,59.0,6.6,6.55,3.96,4900
0.25,1.0,0.0,7.0,57.5,61.0,4.16,4.19,2.4,548
1.0,4.0,1.0,2.0,60.9,59.0,6.38,6.43,3.9,5082
0.51,2.0,0.0,4.0,60.9,57.0,5.2,5.17,3.16,1845
1.12,4.0,1.0,4.0,60.8,58.0,6.69,6.73,4.08,8788
1.51,2.0,3.0,5.0,61.8,54.0,7.42,7.38,4.57,14482
1.3,3.0,2.0,2.0,61.1,53.0,7.17,7.04,4.34,8256
0.7,4.0,0.0,6.0,62.7,54.0,5.67,5.71,3.57,4244
0.36,2.0,6.0,4.0,61.7,53.7,4.58,4.62,2.84,513
0.23,4.0,1.0,7.0,62.1,62.0,3.91,3.95,2.44,485
0.71,3.0,2.0,4.0,60.1,62.0,5.77,5.74,3.46,2790
1.04,3.0,4.0,2.0,62.6,59.0,6.43,6.47,4.04,4890
0.32,2.0,1.0,6.0,61.7,56.0,4.4,4.42,2.72,954
1.22,2.0,5.0,2.0,62.6,57.0,6.8,6.77,4.25,5807
1.02,2.0,4.0,2.0,61.9,57.0,6.4,6.46,3.98,4924
1.14,3.0,4.0,5.0,61.3,59.0,6.76,6.72,4.13,5700
0.41,2.0,1.0,4.0,61.4,55.0,4.8,4.84,2.96,1007
0.34,3.0,5.0,7.0,61.5,60.0,4.49,4.45,2.75,765
0.76,3.0,3.0,3.0,62.8,60.0,5.81,5.79,3.64,2364
0.9,2.0,3.0,6.0,61.5,56.0,6.22,6.24,3.83,6680
1.0,1.0,4.0,5.0,56.9,63.0,6.6,6.57,3.75,5208
0.26,2.0,1.0,4.0,62.1,56.0,4.09,4.12,2.55,556
1.53,2.0,1.0,2.0,62.0,58.0,7.33,7.41,4.57,10836
0.7,3.0,0.0,4.0,62.5,60.0,5.67,5.62,3.53,3410
0.71,2.0,1.0,4.0,61.8,55.0,5.72,5.77,3.55,3332
0.53,3.0,1.0,2.0,61.9,56.0,5.22,5.19,3.22,1607
0.32,2.0,1.0,5.0,61.4,56.0,4.45,4.41,2.72,768
0.44,3.0,6.0,4.0,61.9,57.0,4.9,4.83,3.01,891
0.42,4.0,2.0,5.0,60.1,61.0,4.84,4.88,2.92,790
0.42,3.0,2.0,2.0,60.8,58.0,4.83,4.87,2.95,773
0.6,4.0,2.0,2.0,60.0,61.0,5.48,5.52,3.3,1554
0.53,4.0,2.0,5.0,60.6,55.0,5.23,5.26,3.18,1631
0.31,4.0,1.0,4.0,64.0,55.0,4.29,4.33,2.76,610
0.41,2.0,2.0,2.0,61.8,55.0,4.75,4.8,2.95,711
1.01,4.0,3.0,2.0,60.2,58.0,6.5,6.59,3.94,4719
0.51,1.0,5.0,2.0,63.1,56.0,5.06,5.14,3.22,959
0.31,2.0,3.0,5.0,62.2,54.0,4.34,4.38,2.71,562
0.9,2.0,4.0,3.0,61.8,57.0,6.17,6.19,3.82,4101
0.32,3.0,6.0,1.0,61.2,59.0,4.41,4.44,2.71,533
0.72,2.0,3.0,5.0,62.0,56.0,5.75,5.79,3.58,2383
0.31,2.0,3.0,7.0,61.8,56.0,4.37,4.4,2.71,687
0.4,2.0,2.0,7.0,62.9,55.0,4.75,4.72,2.98,1039
0.32,2.0,1.0,5.0,62.1,54.0,4.4,4.42,2.74,702
0.46,1.0,2.0,4.0,56.5,61.0,5.11,5.05,2.87,1157
1.07,2.0,1.0,3.0,61.5,56.0,6.58,6.61,4.06,5602
0.3,2.0,3.0,3.0,60.6,56.0,4.35,4.4,2.65,405
2.01,3.0,1.0,3.0,62.2,60.0,8.02,7.96,4.97,13387
1.0,0.0,2.0,2.0,64.8,59.0,6.29,6.24,4.06,5292
1.29,2.0,4.0,2.0,63.2,57.0,6.89,6.96,4.38,6760
1.61,3.0,6.0,5.0,61.7,59.0,7.51,7.46,4.62,7844
0.7,2.0,5.0,4.0,62.7,57.0,5.63,5.67,3.54,2163
1.01,2.0,1.0,3.0,62.2,56.0,6.45,6.42,4.0,4875
0.3,3.0,4.0,5.0,62.7,59.0,4.27,4.22,2.66,608
0.95,2.0,1.0,4.0,61.5,57.0,6.3,6.28,3.87,5879
1.01,3.0,3.0,2.0,62.6,60.0,6.39,6.35,3.99,4338
1.71,4.0,5.0,2.0,62.4,59.0,7.63,7.6,4.75,10681
0.24,2.0,2.0,4.0,61.8,54.0,3.99,4.03,2.48,572
0.32,2.0,2.0,6.0,61.4,56.0,4.38,4.42,2.7,926
0.35,4.0,2.0,3.0,61.2,55.0,4.56,4.57,2.79,494
0.51,2.0,6.0,2.0,61.5,56.0,5.14,5.17,3.17,1004
1.33,1.0,0.0,3.0,59.0,64.0,7.22,7.12,4.23,6152
0.52,1.0,1.0,2.0,63.7,54.0,5.12,5.15,3.27,1388
1.27,2.0,2.0,5.0,61.0,59.0,6.96,6.98,4.25,9547
0.3,3.0,1.0,3.0,61.5,62.0,4.31,4.28,2.64,468
0.72,2.0,1.0,6.0,61.4,57.0,5.74,5.79,3.54,4864
0.42,2.0,3.0,1.0,62.7,56.0,4.76,4.77,2.99,1400
0.3,2.0,1.0,5.0,61.5,55.0,4.31,4.28,2.64,844
0.76,4.0,3.0,7.0,62.1,56.0,5.81,5.85,3.63,3655
0.46,2.0,1.0,7.0,62.6,55.0,4.92,4.95,3.09,1657
1.03,2.0,2.0,4.0,60.7,56.0,6.6,6.54,3.99,7429
0.3,2.0,2.0,1.0,61.3,58.0,4.29,4.33,2.64,873
0.51,2.0,2.0,4.0,62.1,56.0,5.15,5.13,3.19,1836
0.3,2.0,2.0,1.0,59.4,60.0,4.37,4.39,2.6,873
0.58,2.0,0.0,6.0,62.1,55.0,5.33,5.37,3.32,3732
0.78,3.0,1.0,4.0,62.5,57.0,5.94,5.9,3.7,3444
0.43,2.0,4.0,7.0,61.3,56.0,4.9,4.86,2.99,1008
0.74,2.0,6.0,4.0,61.7,57.0,5.79,5.84,3.59,2468
0.97,2.0,2.0,3.0,62.4,55.0,6.38,6.34,3.97,3569
1.1,2.0,1.0,3.0,61.6,56.0,6.61,6.64,4.08,5082
0.58,4.0,1.0,5.0,60.9,58.0,5.4,5.39,3.29,1899
0.59,3.0,3.0,5.0,62.6,56.0,5.39,5.34,3.36,1717
0.34,2.0,1.0,2.0,60.4,57.0,4.53,4.55,2.74,723
0.39,2.0,1.0,4.0,62.2,55.0,4.67,4.7,2.91,948
0.57,3.0,1.0,5.0,62.0,58.0,5.38,5.33,3.32,1763
1.01,3.0,1.0,3.0,62.3,55.0,6.35,6.29,3.94,3674
0.34,3.0,5.0,6.0,62.6,58.0,4.47,4.45,2.79,803
0.52,2.0,1.0,5.0,61.8,55.0,5.17,5.19,3.2,1689
1.01,4.0,0.0,3.0,62.9,59.0,6.29,6.37,3.98,4064
0.39,2.0,4.0,7.0,61.9,54.0,4.7,4.73,2.92,911
0.72,4.0,6.0,2.0,61.1,57.0,5.75,5.8,3.53,1866
0.71,4.0,5.0,5.0,62.3,58.0,5.68,5.72,3.55,2052
0.31,2.0,1.0,6.0,61.3,56.0,4.39,4.43,2.7,1064
0.74,2.0,2.0,2.0,60.4,56.0,5.86,5.83,3.53,2379
0.3,3.0,1.0,5.0,61.8,58.0,4.31,4.36,2.68,658
1.01,4.0,2.0,2.0,62.4,59.0,6.37,6.42,3.99,5861
1.23,3.0,2.0,4.0,61.3,60.0,6.9,6.94,4.24,9319
0.57,4.0,5.0,2.0,61.8,57.0,5.31,5.34,3.29,1173
1.51,4.0,4.0,5.0,60.9,57.0,7.39,7.43,4.51,11068
1.1,2.0,2.0,3.0,60.4,55.0,6.77,6.73,4.08,4897
1.06,3.0,0.0,5.0,59.3,55.0,6.7,6.65,3.96,7479
0.51,3.0,1.0,2.0,61.7,59.0,5.12,5.09,3.15,1624
0.32,2.0,5.0,2.0,60.5,58.0,4.43,4.49,2.7,450
0.36,3.0,3.0,4.0,62.3,59.0,4.5,4.55,2.82,726
0.7,3.0,3.0,5.0,62.5,55.0,5.69,5.64,3.54,2479
0.47,2.0,0.0,6.0,62.0,54.0,4.99,5.01,3.1,2460
0.56,2.0,0.0,4.0,61.7,56.0,5.33,5.3,3.28,2026
1.01,4.0,3.0,7.0,62.5,54.0,6.38,6.41,4.0,7137
0.5,3.0,2.0,2.0,59.6,60.0,5.12,5.15,3.06,1282
0.51,2.0,4.0,2.0,63.0,57.0,5.14,5.11,3.23,1195
0.42,2.0,2.0,6.0,61.3,56.0,4.83,4.82,2.96,1389
0.36,2.0,0.0,2.0,62.1,56.0,4.58,4.53,2.83,851
0.51,2.0,2.0,5.0,61.0,57.0,5.16,5.11,3.13,1619
1.11,2.0,1.0,5.0,62.2,56.0,6.66,6.59,4.12,7459
1.13,3.0,3.0,4.0,61.6,58.0,6.76,6.68,4.14,7720
0.3,2.0,4.0,7.0,62.2,57.0,4.26,4.29,2.66,605
2.01,3.0,5.0,5.0,60.3,62.0,8.13,8.08,4.89,15939
0.42,4.0,4.0,2.0,62.1,59.0,4.78,4.81,2.98,700
1.71,3.0,4.0,4.0,58.1,62.0,8.02,7.84,4.61,11161
0.31,2.0,2.0,5.0,61.6,56.0,4.35,4.39,2.69,583
0.32,4.0,0.0,5.0,58.8,59.0,4.49,4.52,2.65,646
2.0,2.0,5.0,2.0,62.8,56.0,8.04,7.95,5.02,15043
1.03,3.0,0.0,3.0,62.3,58.0,6.5,6.4,4.03,3675
0.3,3.0,1.0,5.0,62.5,58.0,4.31,4.26,2.68,844
0.4,4.0,1.0,3.0,61.4,57.0,4.68,4.74,2.89,666
0.5,2.0,0.0,5.0,62.8,56.0,5.08,5.04,3.18,1845
1.01,3.0,2.0,4.0,61.2,59.0,6.48,6.42,3.95,7982
0.7,3.0,0.0,2.0,61.4,59.0,5.67,5.64,3.47,2218
1.2,4.0,3.0,3.0,61.7,59.0,6.81,6.86,4.22,5518
0.7,1.0,2.0,3.0,58.1,61.0,5.76,5.8,3.36,2020
0.4,4.0,2.0,2.0,63.3,57.0,4.68,4.73,2.98,798
0.41,3.0,3.0,5.0,61.8,59.0,4.72,4.76,2.93,827
0.71,4.0,2.0,2.0,63.2,56.0,5.66,5.61,3.56,2198
1.01,2.0,1.0,2.0,62.6,57.0,6.43,6.38,4.01,5599
1.13,2.0,3.0,6.0,61.2,57.0,6.72,6.65,4.09,9214
1.67,1.0,6.0,2.0,58.8,61.0,7.71,7.73,4.54,8013
0.51,0.0,4.0,4.0,55.5,64.0,5.44,5.4,3.01,1234
0.51,4.0,0.0,2.0,63.2,55.0,5.12,5.07,3.22,1562
1.02,2.0,2.0,3.0,61.8,57.0,6.49,6.43,3.99,4832
0.56,4.0,0.0,2.0,62.2,63.0,5.23,5.28,3.27,1378
1.14,3.0,4.0,3.0,60.6,59.0,6.77,6.8,4.11,4702
1.04,4.0,0.0,5.0,61.2,56.0,6.53,6.58,4.02,7653
1.08,2.0,4.0,2.0,60.6,59.0,6.61,6.65,4.02,5756
0.61,1.0,3.0,5.0,59.9,61.0,5.48,5.6,3.32,1668
0.7,4.0,5.0,5.0,62.3,58.0,5.58,5.65,3.5,2273
0.91,4.0,0.0,3.0,62.3,57.0,6.14,6.22,3.85,3848
1.02,4.0,5.0,3.0,63.4,57.0,6.37,6.4,4.05,3769
0.38,2.0,5.0,2.0,61.5,56.0,4.67,4.7,2.88,668
0.23,2.0,3.0,1.0,61.7,55.0,3.94,3.98,2.44,536
0.57,2.0,3.0,6.0,60.9,56.0,5.37,5.41,3.28,2612
0.4,2.0,4.0,7.0,62.1,57.0,4.69,4.74,2.93,877
0.9,3.0,2.0,3.0,62.7,58.0,6.16,6.09,3.84,3780
0.73,3.0,3.0,3.0,61.2,56.0,5.76,5.67,3.5,1610
0.53,4.0,3.0,4.0,63.0,58.0,5.15,5.17,3.25,1607
0.34,4.0,1.0,5.0,59.8,62.0,4.52,4.54,2.71,659
0.71,1.0,1.0,2.0,60.8,62.0,5.7,5.74,3.48,2511
0.76,4.0,2.0,2.0,62.7,57.0,5.81,5.86,3.66,2533
0.39,2.0,1.0,0.0,62.8,57.0,4.66,4.61,2.91,655
0.32,2.0,0.0,6.0,61.0,57.0,4.45,4.43,2.71,1064
1.01,3.0,4.0,3.0,59.6,60.0,6.5,6.55,3.89,3665
0.3,2.0,1.0,5.0,63.8,56.0,4.28,4.2,2.71,619
0.31,3.0,4.0,7.0,61.2,59.0,4.34,4.38,2.67,625
1.02,2.0,0.0,2.0,62.1,53.0,6.43,6.38,3.98,4798
0.41,2.0,1.0,2.0,62.6,57.0,4.72,4.73,2.96,755
0.33,4.0,3.0,5.0,62.6,56.0,4.38,4.41,2.75,579
1.1,1.0,3.0,3.0,64.2,56.0,6.55,6.51,4.19,4084
1.0,3.0,3.0,5.0,63.0,59.0,6.45,6.32,4.02,5967
1.0,2.0,3.0,2.0,62.2,57.0,6.45,6.38,3.99,4956
1.22,2.0,3.0,5.0,62.0,57.0,6.88,6.83,4.25,8062
1.01,1.0,2.0,5.0,62.5,62.0,6.32,6.38,3.97,6089
1.5,1.0,0.0,3.0,61.1,64.0,7.26,7.35,4.46,7722
2.02,3.0,5.0,3.0,61.1,61.0,8.11,8.08,4.95,13991
0.54,2.0,3.0,3.0,61.4,56.0,5.27,5.29,3.24,1192
1.13,2.0,3.0,4.0,61.7,54.0,6.77,6.71,4.16,7404
1.0,3.0,3.0,5.0,62.1,58.0,6.43,6.39,3.98,5242
0.52,2.0,3.0,2.0,61.4,56.0,5.18,5.21,3.19,1675
0.5,3.0,1.0,2.0,62.3,58.0,5.09,5.15,3.19,1316
1.71,4.0,6.0,4.0,61.9,59.0,7.6,7.69,4.73,10428
0.32,2.0,3.0,4.0,62.3,54.0,4.39,4.37,2.73,828
1.64,4.0,6.0,3.0,62.0,59.0,7.47,7.52,4.65,7750
1.08,3.0,3.0,4.0,61.5,61.0,6.62,6.55,4.05,6532
0.54,4.0,2.0,7.0,60.2,59.0,5.27,5.3,3.18,2198
0.41,2.0,1.0,2.0,62.7,57.0,4.74,4.77,2.98,755
2.04,3.0,4.0,4.0,60.7,61.0,8.18,8.1,4.94,18104
0.91,4.0,4.0,2.0,63.4,59.0,6.12,6.09,3.87,3710
1.12,3.0,5.0,2.0,61.3,58.0,6.69,6.68,4.1,4077
1.71,2.0,5.0,5.0,60.5,56.0,7.73,7.71,4.67,11559
0.56,2.0,2.0,5.0,60.8,57.0,5.35,5.42,3.28,1619
0.76,4.0,3.0,7.0,61.5,59.0,5.83,5.91,3.61,3394
0.28,3.0,1.0,6.0,61.1,60.0,4.21,4.17,2.56,828
0.33,3.0,2.0,5.0,62.4,58.0,4.41,4.37,2.74,854
1.51,1.0,5.0,6.0,64.0,60.0,7.26,7.21,4.63,9471
0.23,4.0,1.0,6.0,61.4,60.0,3.95,3.97,2.43,472
1.22,2.0,2.0,5.0,60.7,57.0,6.89,6.94,4.2,9568
0.71,2.0,3.0,2.0,61.6,57.0,5.72,5.76,3.53,2738
0.31,2.0,4.0,5.0,62.2,53.0,4.43,4.38,2.74,628
0.9,2.0,3.0,2.0,62.1,56.0,6.2,6.16,3.84,4088
1.55,4.0,4.0,5.0,63.3,56.0,7.38,7.32,4.65,10546
1.7,3.0,5.0,5.0,61.3,59.0,7.69,7.59,4.68,9330
1.01,2.0,4.0,2.0,62.7,56.0,6.37,6.42,4.01,5457
1.63,2.0,2.0,4.0,61.6,57.0,7.53,7.61,4.66,18179
0.25,1.0,1.0,6.0,61.4,62.0,4.03,4.05,2.48,498
0.71,4.0,5.0,7.0,62.5,57.0,5.68,5.74,3.57,2495
1.19,4.0,1.0,0.0,60.2,61.0,6.87,6.91,4.15,3508
1.16,0.0,2.0,4.0,57.8,67.0,6.97,6.84,3.99,7094
0.51,2.0,1.0,5.0,62.4,57.0,5.1,5.13,3.19,1656
1.01,3.0,3.0,5.0,61.2,58.0,6.49,6.46,3.96,5864
1.16,2.0,4.0,4.0,62.4,56.0,6.71,6.73,4.19,7175
0.55,2.0,3.0,5.0,62.4,56.0,5.23,5.25,3.27,1448
0.31,2.0,1.0,1.0,60.7,56.0,4.36,4.4,2.66,1051
0.32,2.0,4.0,5.0,62.8,55.0,4.41,4.38,2.76,648
1.4,2.0,4.0,1.0,60.9,57.0,7.22,7.29,4.42,10976
2.01,4.0,5.0,5.0,59.6,58.0,8.18,8.23,4.89,16383
0.26,2.0,4.0,6.0,61.2,56.0,4.11,4.16,2.53,468
0.3,4.0,3.0,7.0,63.2,57.0,4.27,4.24,2.69,878
0.72,4.0,3.0,4.0,63.8,58.0,5.64,5.68,3.61,2819
1.59,4.0,4.0,7.0,63.0,58.0,7.43,7.48,4.7,12297
1.63,4.0,4.0,2.0,59.8,60.0,7.64,7.68,4.58,10216
1.73,4.0,4.0,5.0,59.2,61.0,7.78,7.82,4.62,13102
0.41,4.0,4.0,7.0,61.3,54.0,4.75,4.87,2.95,839
0.51,2.0,5.0,2.0,61.9,54.0,5.12,5.15,3.18,1000
0.72,2.0,2.0,3.0,61.6,57.0,5.75,5.68,3.52,2074
0.71,2.0,3.0,2.0,61.4,56.0,5.72,5.77,3.53,3007
1.2,4.0,2.0,3.0,63.3,59.0,6.7,6.66,4.23,4274
1.4,4.0,5.0,2.0,61.3,59.0,7.19,7.23,4.42,7644
0.5,2.0,2.0,7.0,62.0,55.0,5.1,5.12,3.17,2052
1.01,0.0,4.0,2.0,64.4,59.0,6.22,6.17,3.99,3482
0.86,0.0,1.0,3.0,55.1,69.0,6.45,6.33,3.52,2757
0.26,2.0,4.0,5.0,62.1,55.0,4.08,4.1,2.54,434
1.89,3.0,3.0,3.0,62.9,58.0,7.87,7.81,4.93,10055
0.55,1.0,6.0,5.0,64.1,54.0,5.18,5.21,3.33,1034
0.71,2.0,4.0,6.0,60.4,57.0,5.78,5.81,3.5,2867
0.72,3.0,3.0,5.0,62.3,57.0,5.74,5.69,3.56,2550
0.53,2.0,4.0,6.0,61.6,54.0,5.2,5.25,3.22,1743
0.35,4.0,5.0,5.0,62.6,54.0,4.5,4.53,2.82,527
0.38,2.0,3.0,6.0,61.7,55.0,4.67,4.7,2.89,993
1.05,2.0,2.0,3.0,60.3,55.0,6.55,6.68,3.99,4987
0.4,4.0,1.0,2.0,62.9,58.0,4.71,4.74,2.97,707
1.09,3.0,3.0,3.0,61.1,59.0,6.69,6.63,4.07,4794
0.59,4.0,3.0,3.0,60.6,56.0,5.47,5.48,3.32,1210
0.26,2.0,3.0,6.0,62.8,54.0,4.07,4.09,2.56,605
0.39,2.0,4.0,7.0,61.4,56.1,4.7,4.73,2.89,853
0.5,2.0,1.0,2.0,62.2,57.0,5.06,5.1,3.16,1410
1.22,4.0,6.0,2.0,62.2,59.0,6.77,6.8,4.22,5029
0.31,2.0,4.0,4.0,62.6,55.0,4.38,4.34,2.73,698
0.3,2.0,2.0,5.0,60.5,56.0,4.37,4.33,2.63,828
1.04,2.0,3.0,3.0,62.0,56.0,6.52,6.49,4.03,4752
1.01,1.0,2.0,7.0,61.1,65.0,6.38,6.42,3.91,8956
1.2,1.0,3.0,3.0,63.1,57.0,6.73,6.77,4.26,4847
0.75,4.0,0.0,3.0,63.6,58.0,5.71,5.76,3.65,2618
0.27,3.0,1.0,4.0,60.2,59.0,4.24,4.2,2.54,603
1.06,2.0,4.0,5.0,62.3,53.0,6.58,6.56,4.09,6619
0.56,2.0,0.0,5.0,62.2,56.0,5.24,5.28,3.27,1963
1.24,2.0,3.0,2.0,62.7,56.0,6.89,6.85,4.31,4916
0.3,4.0,3.0,4.0,63.3,56.0,4.31,4.28,2.72,725
1.01,1.0,2.0,2.0,63.3,58.0,6.31,6.4,4.02,4479
0.32,2.0,4.0,6.0,61.6,55.0,4.43,4.4,2.72,936
1.63,3.0,5.0,5.0,61.0,60.0,7.62,7.59,4.64,10479
0.71,3.0,1.0,2.0,59.5,62.0,5.85,5.74,3.45,2629
1.26,3.0,5.0,5.0,61.2,59.0,7.03,6.9,4.26,6350
0.7,2.0,1.0,5.0,61.1,59.0,5.67,5.73,3.48,3201
1.02,2.0,3.0,7.0,62.1,57.0,6.43,6.45,4.0,8401
0.34,3.0,5.0,4.0,59.5,59.0,4.59,4.55,2.72,689
1.04,4.0,5.0,3.0,59.6,57.0,6.6,6.62,3.94,3603
0.71,3.0,0.0,3.0,61.7,59.0,5.67,5.71,3.51,2743
0.52,1.0,0.0,2.0,63.9,58.0,5.12,5.08,3.26,1605
2.01,3.0,1.0,3.0,62.6,58.0,8.01,7.93,4.99,14502
1.75,2.0,4.0,5.0,62.2,56.3,7.66,7.71,4.79,14033
1.01,4.0,5.0,3.0,59.2,59.0,6.52,6.62,3.89,3792
1.62,3.0,2.0,4.0,61.3,57.0,7.6,7.55,4.64,16112
1.5,3.0,1.0,2.0,61.3,59.0,7.39,7.25,4.49,10819
0.41,3.0,3.0,5.0,61.8,58.0,4.77,4.75,2.94,1061
0.71,4.0,5.0,2.0,58.9,59.0,5.78,5.84,3.42,2141
1.01,0.0,2.0,5.0,64.8,56.0,6.3,6.25,4.07,4791
0.35,2.0,4.0,6.0,61.7,56.0,4.55,4.53,2.8,1024
1.4,1.0,3.0,7.0,63.4,59.0,7.04,7.12,4.49,11519
1.35,2.0,6.0,5.0,61.4,57.0,7.1,7.13,4.37,5862
0.32,3.0,3.0,7.0,62.3,58.0,4.38,4.35,2.72,936
0.83,3.0,3.0,3.0,62.9,57.0,5.99,5.96,3.76,2386
0.8,3.0,2.0,5.0,62.0,61.0,5.99,5.91,3.69,3369
0.41,2.0,3.0,2.0,61.1,56.0,4.82,4.84,2.95,964
1.27,4.0,6.0,5.0,62.7,58.0,6.88,6.91,4.32,5530
0.36,4.0,0.0,6.0,59.0,59.0,4.66,4.69,2.76,1119
1.51,3.0,4.0,3.0,62.1,58.0,7.34,7.2,4.52,7340
0.33,2.0,3.0,6.0,61.0,56.0,4.49,4.52,2.75,971
0.31,4.0,5.0,5.0,61.5,55.0,4.34,4.36,2.68,442
0.73,2.0,5.0,7.0,60.1,56.0,5.88,5.86,3.53,2451
0.72,2.0,2.0,5.0,61.1,56.0,5.83,5.79,3.55,2607
1.0,3.0,4.0,3.0,61.3,58.0,6.45,6.41,3.94,3920
2.15,3.0,3.0,3.0,61.2,58.0,8.42,8.3,5.1,11985
0.5,2.0,6.0,4.0,61.4,58.0,5.14,5.09,3.15,1134
0.31,2.0,2.0,1.0,62.3,53.0,4.35,4.38,2.72,914
1.0,2.0,5.0,3.0,60.9,57.0,6.43,6.47,3.93,3811
1.5,3.0,3.0,3.0,61.7,55.0,7.39,7.32,4.54,5460
1.2,2.0,1.0,3.0,61.3,56.0,6.8,6.71,4.14,5268
0.56,2.0,2.0,3.0,61.4,57.0,5.3,5.33,3.26,1279
0.7,3.0,2.0,2.0,60.1,56.0,5.84,5.78,3.49,2394
0.32,2.0,1.0,1.0,62.6,55.0,4.38,4.41,2.75,1095
0.81,1.0,3.0,5.0,62.9,58.0,5.88,5.94,3.72,3250
0.33,4.0,4.0,3.0,63.5,57.0,4.39,4.36,2.78,534
0.54,2.0,3.0,7.0,60.6,56.0,5.27,5.26,3.19,2090
0.3,2.0,4.0,7.0,62.6,55.0,4.25,4.28,2.67,605
1.25,4.0,2.0,1.0,60.3,58.0,6.96,7.03,4.22,13953
0.42,2.0,2.0,7.0,61.6,55.0,4.84,4.87,2.99,1069
0.31,2.0,1.0,2.0,61.1,56.0,4.39,4.41,2.69,660
0.34,2.0,0.0,6.0,62.4,55.0,4.45,4.49,2.79,1133
1.2,2.0,5.0,2.0,61.5,60.0,6.85,6.8,4.2,5655
0.9,0.0,6.0,3.0,66.6,54.0,6.05,5.99,4.01,2536
0.77,2.0,3.0,4.0,62.4,54.0,5.93,5.89,3.69,3121
0.7,4.0,0.0,2.0,58.3,62.0,5.78,5.84,3.39,2563
1.01,4.0,4.0,2.0,61.9,59.0,6.4,6.43,3.97,5026
0.33,4.0,3.0,2.0,59.8,58.0,4.52,4.54,2.71,492
0.9,4.0,4.0,3.0,61.7,60.0,6.17,6.24,3.83,3301
0.71,2.0,1.0,4.0,62.1,53.0,5.76,5.73,3.57,2963
1.0,3.0,6.0,2.0,62.7,57.0,6.4,6.33,3.99,3416
0.32,3.0,3.0,7.0,61.2,59.0,4.44,4.39,2.7,936
1.03,2.0,5.0,5.0,61.2,56.0,6.5,6.51,3.98,5378
0.64,2.0,1.0,4.0,60.8,56.0,5.61,5.59,3.41,2679
1.01,2.0,2.0,2.0,62.0,54.0,6.41,6.49,4.0,5527
0.51,4.0,0.0,2.0,59.1,63.0,5.27,5.15,3.08,1437
1.61,4.0,5.0,3.0,60.9,63.0,7.54,7.5,4.58,7775
1.05,3.0,0.0,2.0,60.5,60.0,6.53,6.62,3.98,5659
1.01,3.0,4.0,2.0,62.5,59.0,6.44,6.33,3.99,4642
0.32,3.0,1.0,5.0,61.6,59.0,4.43,4.4,2.72,768
0.35,4.0,4.0,2.0,63.3,54.0,4.53,4.51,2.86,647
0.57,2.0,1.0,5.0,60.8,56.0,5.34,5.37,3.26,1919
0.45,3.0,0.0,4.0,60.6,59.0,4.96,4.98,3.01,1297
0.4,3.0,1.0,5.0,59.3,59.0,4.77,4.81,2.84,912
