net_profit_to_total_assets,total_liabilities_to_total_assets,working_capital_to_total_assets,current_assets_to_short_term_liabilities,liquidity_days_ratio,retained_earnings_to_total_assets,ebit_to_total_assets,book_value_equity_to_total_liabilities,sales_to_total_assets,equity_to_total_assets,extended_profit_to_total_assets,gross_profit_to_short_term_liabilities,gross_profit_plus_depreciation_to_sales,gross_profit_plus_interest_to_total_assets,liabilities_days_ratio,gross_profit_plus_depreciation_to_total_liabilities,total_assets_to_total_liabilities,gross_profit_to_total_assets,gross_profit_to_sales,inventory_days_ratio,sales_growth_ratio,operating_profit_to_total_assets,net_profit_to_sales,three_year_gross_profit_to_total_assets,equity_minus_share_capital_to_total_assets,net_profit_plus_depreciation_to_total_liabilities,operating_profit_to_financial_expenses,working_capital_to_fixed_assets,log_total_assets,net_liabilities_to_sales,gross_profit_plus_interest_to_sales,current_liabilities_days_ratio,operating_expenses_to_short_term_liabilities,operating_expenses_to_total_liabilities,sales_profit_to_total_assets,total_sales_to_total_assets,current_assets_minus_inventories_to_long_term_liabilities,constant_capital_to_total_assets,sales_profit_to_sales,liquid_assets_to_short_term_liabilities,liabilities_to_adjusted_operating_profit,operating_profit_to_sales,receivables_plus_inventory_turnover_days,receivables_days_ratio,net_profit_to_inventory,current_assets_minus_inventory_to_short_term_liabilities,inventory_days_cost_ratio,ebitda_to_total_assets,ebitda_to_sales,current_assets_to_total_liabilities,short_term_liabilities_to_total_assets,short_term_liabilities_days_cost_ratio,equity_to_fixed_assets,constant_capital_to_fixed_assets,working_capital_absolute,gross_margin,adjusted_liquidity_ratio,total_costs_to_total_sales,long_term_liabilities_to_equity,inventory_turnover_ratio,receivables_turnover_ratio,short_term_liabilities_days_ratio,sales_to_short_term_liabilities,sales_to_fixed_assets,__target__
-0.25196,0.77096,-0.12146,0.7068,-56.725,0.075622,-0.25196,0.29682,1.7342,0.22884,-0.25169,-0.60825,-0.14529,-0.25196,-1116.8,-0.32681,1.2971,-0.25196,-0.14529,40.853,0.86128,-0.24472,-0.14529,0.058709,0.13071,-0.32681,-32.035,-0.17179,3.6966,0.44242,-0.14529,87.258,4.8332,2.5969,-0.24231,1.7577,3.6564,0.22884,-0.13973,0.008782,-0.10501,-0.14112,60.858,20.005,-1.2981,0.47735,35.386,-0.24472,-0.14112,0.37976,0.41424,0.2069,0.32366,0.32366,-604.0,0.000812,-1.1011,1.0003,0.0,8.9345,18.246,87.187,4.1864,2.4528,1
0.28473,0.079573,0.46261,6.8137,-81.158,-0.79551,0.28473,11.567,6.0718,0.92043,0.37338,3.5783,0.56545,0.28473,8.4595,43.147,12.567,0.28473,0.046894,0.0,1.9735,0.0,0.046894,0.60335,0.88141,43.147,0.0,1.0105,3.1078,-0.040453,0.096101,26.072,14.0,14.0,0.069359,6.0718,3.6564,0.92043,0.011423,4.1363,0.000842,0.0,12.807,12.807,0.255145,6.8137,0.0,-3.1486,-0.51855,6.8137,0.079573,0.071431,2.0105,2.0105,592.89,0.81653,0.30935,0.19889,0.0,9.0395,28.5,4.7834,76.305,13.263,0
0.022708,0.81987,-0.044726,0.94545,-17.845,0.085175,0.031883,0.14518,1.0397,0.11903,0.031883,0.038888,0.027358,0.031883,6203.6,0.058836,1.2197,0.031883,0.018082,4.2747,0.92852,0.070155,0.012879,0.11625,0.11903,0.047646,0.41366,-0.19891,5.8441,0.23536,0.018082,176.45,2.0686,0.085569,0.070155,1.7905,3.6564,0.11903,0.039788,0.51563,0.31157,0.039788,72.947,68.672,1.0997,0.92026,4.4443,0.0538,0.030512,0.94545,0.81987,0.48342,0.52934,0.52934,-31240.0,0.038156,0.19078,0.96184,0.0,85.386,5.3151,169.72,2.1507,7.8415,0
0.10287,0.51738,0.086061,1.2863,-2.0939,0.15916,0.12921,0.86297,1.0995,0.44648,0.12921,0.42987,0.10266,0.12921,1179.3,0.30951,1.9328,0.12921,0.082835,18.613,1.214,0.13921,0.065949,0.20348,0.44648,0.2586,0.98127,0.14031,5.0122,0.31269,0.082835,77.336,4.7197,0.26907,0.13921,1.5733,1.4166,0.66327,0.089245,0.14712,0.09998,0.089245,80.126,61.513,1.2933,1.0217,20.465,0.10829,0.069421,0.74732,0.30059,0.21188,0.72793,1.0814,8850.3,0.090522,0.23041,0.90948,0.48556,19.61,5.9337,70.336,5.1894,2.5432,0
-0.08475,0.20048,0.31996,4.1731,54.976,-0.092303,-0.08475,3.9881,0.88949,0.79952,-0.079713,-0.84048,-0.094426,-0.08475,-871.22,-0.41895,4.9881,-0.08475,-0.095279,89.773,1.1891,0.0,-0.095279,-0.27866,-0.16275,-0.41895,0.0,0.5524,3.6795,0.1423,-0.19056,56.043,6.5128,3.2758,0.089869,0.88949,3.6564,0.79952,0.10103,0.74285,8.8003,0.0,141.93,52.159,-0.38739,2.0034,121.59,-0.000759,-0.000854,2.0989,0.10084,0.15354,1.3804,1.3804,1529.5,0.26169,-0.106,0.75582,0.0,4.0658,6.9978,41.377,8.8213,1.5357,0
0.089201,0.12628,0.22244,2.796,38.585,0.0,0.11167,6.9188,1.2824,0.87372,0.11208,0.90164,0.10997,0.11167,326.85,1.1167,7.9188,0.11167,0.087084,27.021,1.1213,0.10864,0.069561,0.26752,0.79149,0.93879,263.93,0.34028,3.5969,0.0049,0.087084,38.514,9.4772,9.2949,0.10857,1.2824,3.6564,0.87372,0.084662,1.008,0.030505,0.084719,63.032,36.011,0.93964,2.0295,29.52,0.079289,0.061831,2.7422,0.12385,0.10552,1.3366,1.3366,879.22,0.084662,0.10209,0.91316,0.0,13.508,10.136,35.253,10.354,1.9617,0
0.13603,0.22218,0.2399,2.2524,17.821,0.41679,0.16818,3.4979,1.2261,0.77716,0.16818,0.87802,0.20958,0.16818,413.44,0.88284,4.5009,0.16818,0.1797,78.387,1.1222,0.17781,0.14535,0.51508,0.77716,0.73811,2.3294,0.42194,4.4629,0.1245,0.1797,91.596,3.9849,0.80029,0.17781,0.95953,7.5243,0.80779,0.18999,0.56468,0.035498,0.18999,126.08,47.695,0.67679,1.2031,96.11,0.14984,0.16011,1.9419,0.19155,0.25095,1.3669,1.4208,6965.7,0.1844,0.17503,0.8156,0.039411,4.6564,7.6529,74.705,4.8859,1.6461,0
-0.15739,46.027,0.83877,6.2024,517.5,-54.464,-0.15739,-0.97827,0.37236,-45.027,-0.15739,-0.97619,-0.42268,-0.15739,-106740.0,-0.00342,0.021726,-0.15739,-0.42268,0.0,0.72388,-0.15739,-0.42268,-0.91363,-54.624,-0.00342,0.97606,0.5269,0.71684,123.02,-0.42268,101.19,3.619,0.012677,-0.20921,0.42418,3.6564,-45.027,-0.56186,1.369,-9.748,-0.42268,763.87,763.87,0.255145,1.369,0.0,-0.15739,-0.42268,0.021726,0.16123,0.27632,1.28,1.428,4.37,-0.56186,0.003496,1.3756,0.0,9.0395,0.47783,158.04,2.3095,4.0983,1
0.011179,0.85284,0.084142,1.0987,8.7711,0.0,0.014437,0.17255,3.1513,0.14716,0.027344,0.016928,0.008907,0.014437,11091.0,0.03291,1.1725,0.014437,0.004581,0.50564,1.1454,0.025423,0.003548,0.54719,0.12974,0.02909,1.9697,1.3353,3.458,0.23658,0.00866,100.95,3.6157,3.6157,0.067658,3.1513,3.6564,0.14716,0.02147,0.13166,0.72794,0.008067,95.521,95.015,2.5608,1.0935,0.51673,0.011793,0.003742,1.0987,0.85284,0.27657,2.3353,2.3353,241.56,0.02147,0.075969,0.99543,0.0,721.86,3.8415,98.781,3.6951,50.009,0
0.16705,0.39899,0.37476,1.9393,22.747,0.41252,0.20841,1.3249,1.0916,0.52862,0.20841,0.52235,0.093463,0.20841,615.11,0.59339,2.5063,0.20841,0.082274,33.025,1.1591,0.20572,0.065948,0.51429,0.52862,0.48973,0.88646,1.6564,5.033,0.15698,0.082274,62.754,5.8164,0.5156,0.20572,2.5568,3.6564,0.52862,0.08121,0.005164,0.056043,0.08121,111.19,78.168,0.72887,1.3648,36.049,0.17737,0.070021,1.9393,0.39899,0.17193,2.3364,2.3364,40434.0,0.083882,0.31602,0.91612,0.0,11.052,4.6695,57.49,6.3489,11.196,0
0.1183,0.13552,0.61741,5.7293,279.35,0.0,0.14745,6.3791,0.59632,0.86448,0.148,1.1295,0.26251,0.14745,315.98,1.1551,7.3791,0.14745,0.24726,143.32,1.0536,0.13595,0.19838,0.48227,0.82411,0.94005,246.99,2.4496,4.1749,-0.14503,0.2475,95.173,3.8351,3.6945,0.095653,0.59632,251.72,0.86652,0.1604,1.7143,0.031143,0.22799,320.83,177.5,0.50522,3.9357,170.71,0.12686,0.21274,5.5192,0.13055,0.26075,3.4299,3.438,9236.7,0.1604,0.13685,0.78462,0.002361,2.5467,2.0563,79.907,4.5678,2.3659,0
0.037547,0.53266,0.006388,1.0215,-17.926,0.0,0.04755,0.87736,1.642,0.46734,0.056115,0.15986,0.076275,0.04755,1552.3,0.23513,1.8774,0.04755,0.028958,14.894,0.99711,0.052228,0.022866,0.12863,0.29087,0.21635,6.0973,0.009176,4.1151,0.32295,0.034174,67.929,5.3732,3.0005,0.043751,1.642,3.0162,0.54586,0.026644,0.058755,0.13666,0.031807,63.655,48.761,0.5604,0.79622,15.301,-0.025469,-0.015511,0.57042,0.29745,0.18611,0.67131,0.7841,83.264,0.026644,0.080343,0.97146,0.16802,24.507,7.4855,66.119,5.5203,2.3587,0
0.053628,0.37795,0.4712,2.4532,19.405,0.24032,0.066597,1.6399,1.0388,0.61978,0.066597,0.20538,0.034934,0.066597,1630.0,0.22393,2.6459,0.066597,0.02749,51.991,1.2521,0.089301,0.022136,0.29907,0.61978,0.18962,0.3829,2.3038,4.8814,0.14981,0.02749,50.748,7.1923,0.23628,0.089301,2.4652,8.3893,0.67346,0.036861,0.050538,0.11576,0.036861,117.38,65.386,0.1554,1.3889,54.008,0.071264,0.029416,2.1047,0.32426,0.13904,3.0302,3.2926,35859.0,0.037333,0.086528,0.96267,0.086619,7.0204,5.5823,48.854,7.4713,11.845,0
0.21645,0.39306,0.6023,2.5324,79.914,0.0,0.21645,1.5442,2.9628,0.60694,0.21645,0.55067,0.073054,0.21645,662.83,0.55067,2.5442,0.21645,0.073054,0.0,0.91129,0.0,0.073054,1.3091,0.44199,0.55067,0.97606,129.69,2.4851,-0.10205,0.16325,52.875,6.9031,6.9031,0.0,2.9628,3.6564,0.60694,0.0,1.7692,0.09118899999999999,0.0,36.953,36.953,0.255145,2.5324,0.0,0.0,0.0,2.5324,0.39306,0.14486,130.69,130.69,184.02,0.084213,0.35661,0.92018,0.0,9.0395,9.8775,48.422,7.5378,637.94,0
0.12174,0.15946,0.42161,3.7678,16.083,0.26058,0.15777,4.868,1.1164,0.77628,0.15777,1.0357,0.16052,0.15777,274.45,1.33,6.271,0.15777,0.11941,101.66,1.225,0.16305,0.09214,0.33463,0.77628,1.104,1.3777,0.98954,4.5474,0.1056,0.11941,46.98,7.7692,1.0225,0.16305,1.3594,28.85,0.78342,0.1234,0.15178,0.02412,0.1234,152.17,50.506,0.33082,1.352,113.5,0.10874,0.082298,3.5991,0.15233,0.12871,1.822,1.8387,14870.0,0.10429,0.15682,0.89571,0.009196,3.5904,7.2269,42.081,8.6738,3.101,0
0.14686,0.35552,0.22036,1.7482,23.137,0.0,0.14686,1.8128,1.587,0.64448,0.15378,0.49861,0.092539,0.14686,883.6,0.41308,2.8128,0.14686,0.092539,29.152,1.1382,0.18136,0.092539,0.32945,0.34507,0.41308,26.203,0.45427,4.2633,0.19616,0.096845,101.1,4.8008,3.9773,0.17993,1.6005,8.3788,0.69081,0.11338,0.15939,0.065343,0.11428,107.63,78.475,1.1586,1.3178,32.719,0.0,0.0,1.4483,0.29454,0.27699,1.3286,1.4241,4040.6,0.32995,0.22787,0.88777,0.071879,12.52,4.6511,67.742,5.3881,3.2715,0
0.034288,0.36215,0.56779,2.7107,75.547,0.0,0.043506,1.7613,1.2178,0.63785,0.077645,0.13108,0.045297,0.043506,2396.3,0.15232,2.7613,0.043506,0.035726,97.582,0.83104,0.058279,0.028157,0.41917,0.51382,0.12686,1.7071,5.6615,3.8096,0.23255,0.049539,104.56,3.4907,3.1993,0.059123,1.2178,18.991,0.66808,0.048551,0.2425,0.17262,0.047857,245.55,147.96,0.10532,1.7298,102.56,0.046624,0.038287,2.4844,0.33192,0.28647,6.36,6.6615,3662.3,0.048551,0.053756,0.96534,0.047397,3.7405,2.4668,99.486,3.6689,12.142,0
0.0,0.56367,-0.29153,0.42268,-703.82,0.14763,-0.047599,0.7741,0.24803,0.43633,-0.007786,-0.094262,-0.031954,-0.047599,-25959.0,-0.014061,1.7741,-0.047599,-0.19191,77.35,1.0175,-0.007832,0.0,0.67192,0.32357,0.070385,-0.19671,-0.37063,5.6605,1.8326,-0.19191,865.01,0.42711,0.38263,-0.010124,0.24803,2.7406,0.49504,-0.040817,0.21611,0.59007,-0.031575,153.5,76.153,0.0,0.31859,88.953,-0.047505,-0.19153,0.37866,0.50496,2.3413,0.55474,0.62937,-133410.0,0.14093,0.0,1.0301,0.13453,4.7188,4.793,743.11,0.49118,0.31533,1
0.025574,0.83618,0.064833,1.08,-41.983,0.0,0.030698,0.19592,2.378,0.16382,0.047237,0.037894,0.019597,0.030698,6549.2,0.055732,1.1959,0.030698,0.012909,50.952,1.815,0.046279,0.010755,0.10031,0.097383,0.049605,2.798,0.51833,4.1776,0.32758,0.019706,126.45,2.8866,2.7965,0.039563,2.378,25.639,0.185,0.016637,0.075202,0.44823,0.019462,124.94,73.991,0.077042,0.67026,51.814,0.030375,0.012773,1.0463,0.81009,0.34643,1.3097,1.4791,975.81,0.016637,0.15611,0.98715,0.12927,7.1636,4.9331,124.34,2.9355,19.012,0
0.02122,0.63054,0.022621,1.0524,-32.187,-0.22625,0.02122,0.58595,1.2051,0.36946,0.028751,0.049117,0.042439,0.02122,4500.2,0.081108,1.586,0.02122,0.017608,30.281,1.4382,0.0,0.017608,-0.01163,-0.20503,0.081108,0.0,0.04148,5.1952,0.52,0.035217,145.93,2.5012,1.7137,0.011832,1.2051,8.1493,0.41298,0.009819,0.047412,0.70242,0.0,131.5,101.22,0.21225,0.82095,33.771,-0.029922,-0.02483,0.72104,0.43202,0.39981,0.67747,0.75727,3545.8,0.10333,0.057433,0.90601,0.11779,12.054,3.606,130.85,2.7894,2.2097,0
0.078504,0.65644,-0.10721,0.69782,-47.188,0.015531,0.078504,0.52337,1.4779,0.34356,0.11419,0.22127,0.096633,0.078504,1677.7,0.21756,1.5234,0.078504,0.053118,6.663,1.1281,0.11347,0.053118,0.23888,0.091867,0.21756,3.1796,-0.14248,4.0517,0.43,0.060911,93.195,3.9165,2.1167,0.08841,1.4779,0.73127,0.64522,0.059821,0.17041,0.12308,0.07678,46.212,39.549,2.9098,0.62177,7.087,0.049162,0.033265,0.37715,0.35478,0.25533,0.4566,0.85752,-1207.5,0.059821,0.2285,0.94807,0.87804,54.78,9.2292,87.62,4.1657,1.9642,0
0.23085,0.14963,0.45504,4.3599,102.14,0.0,0.28619,5.683,1.0992,0.85037,0.2885,2.1131,0.32239,0.28619,154.13,2.3682,6.683,0.28619,0.26037,79.104,1.625,0.27913,0.21002,0.31317,0.78746,1.9983,120.74,1.1111,4.3348,-0.077731,0.26041,60.087,6.0746,5.4981,0.27646,1.0992,3.6564,0.85037,0.25152,1.756,0.014362,0.25395,117.11,38.002,0.96908,2.601,105.69,0.21095,0.19192,3.9461,0.13543,0.16462,2.0765,2.0765,9837.8,0.25152,0.27147,0.7428,0.0,4.6142,9.6048,44.974,8.1158,2.6839,0
0.007122,0.40944,0.19571,1.8087,-138.98,0.0,0.014888,1.4424,0.49149,0.59056,0.044719,0.06152,0.064637,0.014888,4704.2,0.07759,2.4424,0.014888,0.030292,267.52,0.71481,0.035313,0.014491,0.13871,0.51658,0.058623,1.1838,0.34805,3.4531,0.81506,0.053558,191.0,1.911,1.1295,0.029014,0.50719,0.46274,0.758,0.059032,0.067543,0.26149,0.071849,312.92,45.4,0.019772,0.32016,284.3,0.018433,0.037504,1.069,0.242,0.52328,1.0503,1.348,555.49,0.059032,0.01206,0.97065,0.28352,1.3644,8.0397,179.72,2.0309,0.87407,0
0.37002,0.11266,0.45577,5.0596,89.089,0.02767,0.37002,7.8761,1.2825,0.88734,0.3718,3.2958,0.33062,0.37002,96.983,3.7636,8.8761,0.37002,0.28853,68.086,1.2853,0.36582,0.28853,0.96578,0.82791,3.7636,206.16,1.0551,4.2329,0.013878,0.28872,44.89,8.1311,8.1029,0.36958,1.2825,3.6564,0.88734,0.28818,0.88055,0.008946,0.28525,133.53,65.449,1.5467,2.9288,95.65,0.31183,0.24315,5.0421,0.11227,0.12299,2.0542,2.0542,7791.6,0.28818,0.417,0.71324,0.0,5.3609,5.5769,31.953,11.423,2.969,0
0.054253,0.76673,0.17638,1.2522,-16.079,0.1573,0.070937,0.28591,1.0562,0.21922,0.070937,0.10143,0.029296,0.070937,3280.1,0.11128,1.3042,0.070937,0.024357,36.31,1.267,0.15177,0.018629,0.20303,0.21922,0.089517,0.55041,1.4193,4.3193,0.19245,0.024357,92.576,3.9427,0.19794,0.15177,2.9326,8.6978,0.28659,0.052111,0.30803,0.15172,0.052111,82.755,46.445,0.18726,0.83793,38.351,0.13739,0.047173,1.1422,0.69936,0.25363,1.7641,2.3063,3678.9,0.053229,0.24749,0.94677,0.30734,10.052,7.8587,87.648,4.1644,23.436,0
-0.024818,0.71357,0.011494,1.0171,-50.63,0.026313,-0.026041,0.33538,1.0071,0.23932,-0.026041,-0.038678,0.000346,-0.026041,488390.0,0.000747,1.4014,-0.026041,-0.016883,41.188,1.3114,0.007945,-0.01609,0.038966,0.23932,0.002462,0.051874,0.036464,4.4546,0.45981,-0.016883,160.44,2.2749,0.011135,0.007945,1.57,12.674,0.27961,0.005151,0.079354,0.67961,0.005151,149.4,108.21,-0.14258,0.75854,41.479,-0.018629,-0.012077,0.95964,0.67328,0.43957,0.75919,0.88702,327.4,0.007014,-0.1037,0.99299,0.16838,8.8617,3.3731,159.32,2.291,4.8932,0
-0.029463,0.48287,0.11104,1.23,-43.976,-0.16782,-0.043106,0.74202,0.98767,0.3583,-0.043106,-0.089271,0.015555,-0.043106,7135.4,0.051153,2.0709,-0.043106,-0.027145,67.628,0.91706,-0.019705,-0.018554,-0.16687,0.3583,0.079408,-0.12256,0.27345,4.3382,0.28628,-0.027145,109.62,3.3297,-0.040809,-0.019705,1.6048,3.6564,0.3583,-0.012409,0.068749,0.33004,-0.012409,128.88,61.254,-0.10014,0.62064,66.794,-0.087512,-0.055109,1.23,0.48287,0.30033,0.88234,0.88234,2419.4,-0.012484,-0.082229,1.0125,0.0,5.3972,5.9588,110.99,3.2886,3.9105,0
-0.29909,0.21364,0.29599,2.6941,11.36,0.0,-0.29909,3.6807,2.9422,0.78636,-0.29898,-1.7118,-0.092196,-0.29909,-287.47,-1.2697,4.6807,-0.29909,-0.10165,22.528,1.121,-0.29925,-0.10165,-0.22499,-0.11929,-1.2697,-2805.0,0.55923,3.0401,0.045943,-0.10162,19.654,18.571,15.188,-0.30248,2.9422,3.6564,0.78636,-0.10281,0.5229,-0.026237,-0.10171,47.061,24.533,-1.647,1.6547,20.428,-0.32708,-0.11117,2.2033,0.17472,0.053847,1.4857,1.4857,324.61,-0.10281,-0.38035,1.0892,0.0,16.202,14.878,21.675,16.84,5.5588,0
0.40807,0.29873,0.40624,2.8259,-8.5482,0.43561,0.40807,2.3475,1.7303,0.70127,0.41371,1.8341,0.26569,0.40807,237.18,1.5389,3.3475,0.40807,0.23583,91.51,1.2774,0.41371,0.23583,0.9444,0.69379,1.5389,73.325,1.0942,3.825,0.14434,0.23901,60.203,6.0629,4.5154,0.38145,1.7303,2.5562,0.77751,0.22045,0.23465,0.021397,0.23909,121.61,30.102,0.94063,0.87606,117.39,0.36204,0.20923,2.1046,0.22249,0.16494,1.8888,2.0942,2715.2,0.22045,0.5819,0.76992,0.10873,3.9886,12.126,46.931,7.7773,4.6606,0
0.07177,0.51785,0.20021,1.4288,-49.521,-0.011682,0.07177,0.93105,2.1117,0.48215,0.075309,0.15373,0.046436,0.07177,1927.5,0.18936,1.9311,0.07177,0.033986,81.959,1.1778,0.072989,0.033986,0.35647,0.40301,0.18936,20.621,0.60137,4.0851,0.23277,0.035662,83.769,4.3572,3.9282,0.077489,2.1117,5.5033,0.5172,0.036695,0.061124,0.17387,0.034564,110.37,28.408,0.15135,0.41317,85.081,0.046698,0.022114,1.2882,0.46687,0.2295,1.4482,1.5535,2435.7,0.036695,0.14885,0.96616,0.072697,4.4534,12.848,80.695,4.5232,6.343,0
0.027122,0.62768,0.011291,1.0201,-14.378,0.098621,0.041921,0.56003,1.0315,0.35152,0.041921,0.074764,0.074933,0.041921,2152.1,0.1696,1.5932,0.041921,0.029508,14.566,0.83755,0.049143,0.019091,0.13693,0.35152,0.14602,0.3568,0.026382,4.2858,0.37622,0.029508,148.59,2.4564,0.078293,0.049143,1.471,7.6945,0.41849,0.034592,0.17875,0.18153,0.034592,121.21,106.64,0.47839,0.91902,15.024,-0.015391,-0.010834,0.91129,0.56071,0.4071,0.8213,0.97778,218.07,0.030494,0.077158,0.96951,0.19052,25.058,3.4226,144.06,2.5337,3.3193,0
-0.006651,0.68925,0.071795,1.1687,-28.945,0.0,-0.006651,0.45085,1.2214,0.31075,0.023834,-0.015631,0.015673,-0.006651,13141.0,0.027775,1.4509,-0.006651,-0.005445,47.075,1.0191,1e-06,-0.005445,0.10031,0.013466,0.027775,3.3e-05,0.14281,3.5995,0.54592,0.001871,126.91,2.876,1.7754,-0.002288,1.2214,1.2881,0.57452,-0.001873,0.07765,0.89066,1e-06,138.73,91.656,-0.042219,0.7985,46.987,-0.025794,-0.021118,0.72148,0.42548,0.3477,0.61814,1.1428,285.51,-0.001873,-0.021402,1.0053,0.8488,7.7536,3.9823,127.15,2.8707,2.4296,0
0.086921,0.68474,-0.11124,0.79709,-87.914,0.14962,0.11149,0.44704,1.0628,0.30611,0.11149,0.20336,0.12719,0.11149,1343.4,0.2717,1.4604,0.11149,0.076225,51.009,1.1309,0.14733,0.059426,0.19368,0.30611,0.23581,1.0705,-0.19759,4.3659,0.46038,0.076225,145.4,2.5104,0.21516,0.14733,1.5361,1.704,0.4426,0.10073,0.024801,0.10146,0.10073,105.66,54.648,0.42523,0.42424,54.21,0.072783,0.04976,0.6382,0.54824,0.39834,0.5437,0.78615,-2583.4,0.059055,0.28396,0.94094,0.44592,7.1556,6.6791,136.81,2.6679,2.598,0
0.21551,0.27841,0.51275,2.8638,101.58,0.2893,0.26014,2.3551,1.2185,0.65568,0.26014,0.94558,0.24252,0.26014,329.79,1.1068,3.5919,0.26014,0.20475,42.834,1.2929,0.2475,0.16963,0.35866,0.65568,0.94648,2.3736,2.4172,5.0236,0.15732,0.20475,96.306,3.79,0.88898,0.2475,1.3383,194.17,0.65897,0.1948,0.58704,0.030976,0.1948,179.94,137.11,1.4454,2.3218,52.193,0.19951,0.15703,2.8299,0.27512,0.26385,3.091,3.1065,54134.0,0.17933,0.32869,0.82067,0.005017,8.5214,2.6621,79.036,4.6182,5.9894,0
-10.083,25.64,-24.662,0.038119,-211.84,-34.052,-10.083,-0.961,37.807,-24.64,-8.8393,-0.39326,-0.26402,-10.083,-937.53,-0.38932,0.039002,-10.083,-0.2667,0.0,0.92821,-8.8739,-0.2667,-18.377,-44.135,-0.38932,-7.1342,-1089.7,2.0528,0.67255,-0.23448,222.76,1.6386,1.6386,-4.205,37.807,3.6564,-24.64,-0.11122,0.008283,-0.097421,-0.23471,7.3854,7.3854,0.255145,0.038119,0.0,-8.975,-0.23739,0.038119,25.64,0.61029,-1088.7,-1088.7,-2785.2,-0.11122,0.40922,1.2638,0.0,9.0395,49.422,247.53,1.4746,1670.5,0
0.027532,0.77215,-0.017261,0.90948,-115.29,0.15295,0.027532,0.29509,0.38258,0.22785,0.051737,0.14438,0.11875,0.027532,6203.6,0.058837,1.2951,0.027532,0.071965,79.105,0.73908,0.051648,0.071965,0.24522,0.22685,0.058837,2.1338,-0.020883,4.4759,2.0034,0.10549,192.86,1.8926,0.46738,0.021687,0.38258,0.15938,0.79577,0.056687,0.080466,0.37009,0.135,150.82,71.715,0.33206,0.47466,83.858,0.03375,0.088218,0.2246,0.19069,0.52838,0.27566,0.96273,-516.39,0.056687,0.12083,0.9337,2.4925,4.6141,5.0896,181.93,2.0063,0.46285,0
0.041852,0.45276,0.27343,2.3347,15.275,0.066363,0.043712,0.84156,1.0188,0.38103,0.043712,0.21337,0.066874,0.043712,1454.7,0.25091,2.2087,0.043712,0.025732,41.437,1.438,0.051393,0.024637,0.082845,0.38103,0.2468,0.30823,0.52411,5.0983,0.17935,0.025732,44.846,8.1389,0.11351,0.051393,1.725,1.1514,0.62893,0.030253,0.78532,0.12273,0.030253,68.201,26.764,0.21701,1.3933,42.217,-0.018498,-0.010889,1.0564,0.20486,0.12287,0.73036,1.2055,34285.0,0.018476,0.10984,0.98152,0.65061,8.8085,13.638,44.018,8.2921,3.2562,0
0.019979,0.76432,0.29956,1.5792,-101.7,-0.06316,0.019979,0.30835,2.1484,0.23568,0.037021,0.038628,0.11214,0.019979,1158.0,0.3152,1.3084,0.019979,0.009299,89.785,1.0398,0.0,0.009299,0.13053,0.20432,0.3152,0.0,1.6348,3.6796,0.35202,0.027468,177.13,2.0606,1.3944,0.037064,2.1484,1.6552,0.40984,0.017251,0.03431,0.11532,0.0,135.75,45.961,0.037804,0.55738,181.0,-0.22094,-0.10284,1.0686,0.5172,0.48529,1.2862,2.2367,1432.6,0.50394,0.084771,0.50446,0.73898,4.0653,7.9415,87.868,4.1539,11.725,0
-0.066487,0.43396,0.56919,5.9994,11.497,-0.77367,-0.066487,1.3043,1.1876,0.56603,-0.037172,-0.58397,-0.029326,-0.066487,-4547.9,-0.080257,2.3043,-0.066487,-0.055982,161.62,1.1509,-0.037212,-0.055982,-0.78822,-0.84016,-0.080257,-1.2694,1.7958,2.3471,0.33225,-0.031405,33.927,10.758,2.8225,-0.037212,1.1876,0.491,0.88615,-0.031333,0.39162,-2.6046,-0.031333,196.22,34.602,-0.12643,1.3805,156.71,-0.06887,-0.057989,1.574,0.11385,0.092952,1.7859,2.7958,126.57,-0.031333,-0.11746,1.056,0.56554,2.2584,10.548,34.991,10.431,3.7471,0
0.001975,0.43565,0.066336,1.2334,2000.1,0.000928,0.003485,1.2954,0.91951,0.56435,0.023032,0.012261,0.029088,0.003485,5945.1,0.061395,2.2954,0.003485,0.00379,35.322,1.0553,0.016198,0.002147,0.034186,0.46201,0.057928,0.8287,0.10215,5.3548,0.46715,0.018544,137.63,2.7068,1.7661,0.015019,0.91951,2.2021,0.68315,0.016334,0.023823,0.36801,0.017616,136.48,101.16,0.02219,0.92033,42.212,-0.007063,-0.007682,0.80475,0.28426,0.36945,0.86902,1.052,15017.0,0.18018,0.003499,0.85803,0.21051,10.333,3.6082,112.84,3.2348,1.4159,0
0.030787,0.29584,0.56015,2.8939,90.26,0.0,0.039398,2.3802,1.5466,0.70416,0.051962,0.13321,0.031393,0.039398,2224.0,0.16412,3.3802,0.039398,0.025474,42.514,0.77635,0.047152,0.019906,0.11723,0.69193,0.13501,3.7531,3.8878,3.6117,0.004451,0.025474,71.84,5.0807,5.0795,0.043848,1.5466,3.6564,0.70416,0.028351,0.99569,0.17514,0.030488,132.5,89.985,0.17091,2.2848,43.754,0.037998,0.024569,2.8932,0.29577,0.19682,4.8873,4.8873,2290.6,0.028351,0.043722,0.97507,0.0,8.5855,4.0562,69.803,5.229,10.734,0
