s12,s13,s14,s15,s16,s21,s23,s24,s25,s26,s31,s32,s34,s35,s36,s41,s42,s43,s45,s46,s51,s52,s53,s54,s56,s61,s62,s63,s64,s65,__target__
-0.001864,-0.000931,-0.002742,0.001192,-5.3e-05,-0.000453,-0.000593,-0.000539,-0.000374,9.3e-05,-0.002717,-0.004987,-0.001129,-0.000572,0.002438,0.000107,0.000333,0.000334,0.001824,0.002059,-0.001177,-0.00066,0.002176,-0.002252,-0.002347,-0.001067,0.000571,0.001383,0.00212,-0.001611,1
-0.002038,-0.000845,-0.002912,0.00135,0.00071,-6e-06,-0.000596,-0.000361,-9.2e-05,0.000178,-0.002612,-0.004506,-0.000448,-0.000574,0.002506,0.000286,0.000188,0.000397,0.001615,0.002132,-0.001395,-0.000565,0.002221,-0.002195,-0.002451,-0.001162,0.000681,0.001403,0.001906,-0.002,1
-0.002528,-0.000397,-0.000725,-0.001727,0.001407,0.002742,0.001168,-0.002231,-0.000126,0.000341,-0.002231,-0.003966,-7e-06,-0.000337,0.002507,0.0004,-0.000272,0.00037,0.001401,0.001805,-0.001298,-0.001176,0.002361,-0.002038,-0.002151,-0.001443,0.000804,0.00127,0.001933,-0.001858,0
-0.004259,0.001146,-0.005066,0.00198,-0.000637,0.000457,-0.001862,0.000428,-0.001929,-0.000211,-0.006359,-0.005161,-0.001439,-0.000338,0.003423,-5.5e-05,-0.000263,0.000489,0.003792,0.002265,-0.002108,-0.001083,0.002842,-0.004638,-0.004419,-0.001111,0.000765,0.001649,0.002367,-0.004505,0
-0.001933,0.000253,-0.002958,0.000766,-7.5e-05,0.001204,-0.001129,7.6e-05,-0.001533,-7.7e-05,-0.002444,-0.003586,-0.001345,-0.000465,0.002001,4.5e-05,1.3e-05,0.000512,0.002237,0.002168,-0.00124,-0.000762,0.001853,-0.002502,-0.002275,-0.001199,0.000197,0.00122,0.00172,-0.002267,0
-0.002576,-0.000739,-0.000751,-0.001835,0.001475,0.002541,0.001011,-0.002444,0.000198,-0.000422,-0.002395,-0.004275,-8.3e-05,-0.000296,0.00261,0.000521,0.000223,1.8e-05,0.001617,0.002124,-0.001002,-0.000948,0.002246,-0.00221,-0.002219,-0.001214,0.000637,0.001188,0.001816,-0.002013,0
-0.002641,-0.001119,-0.001434,-0.00152,0.000714,0.002582,0.000796,-0.002739,2.5e-05,0.000262,-0.00295,-0.003969,0.000187,-0.000197,0.002595,0.000278,-0.000104,-0.000148,0.001833,0.002027,-0.001166,-0.000882,0.002577,-0.00185,-0.002201,-0.001255,0.000515,0.001234,0.001863,-0.002101,0
-0.002456,1.1e-05,-0.003037,0.000896,-0.000836,-0.000139,-0.001055,0.000273,-0.000685,3.9e-05,-0.003572,-0.004646,-0.00026,-0.000597,0.002134,0.000243,-0.000262,0.000173,0.002159,0.002049,-0.001327,-0.000446,0.002216,-0.002252,-0.002215,-0.001069,7.5e-05,0.001023,0.001588,-0.002324,1
-0.001963,-0.000588,-0.002711,0.000574,0.00023,0.00021,-0.000719,-0.000179,-0.000926,-0.000599,-0.002187,-0.005262,-0.000703,-0.000466,0.001958,-0.000291,0.000568,0.000304,0.001868,0.002436,-0.00119,-0.000702,0.0023,-0.002057,-0.002142,-0.000985,0.000613,0.001274,0.002112,-0.001603,0
-0.001378,-0.000969,-0.00128,-0.001537,-0.000357,0.001062,0.001489,-0.002156,-0.000319,0.00012,-0.002362,-0.005194,-0.001217,-0.000529,0.002315,0.000169,0.000351,0.000233,0.001734,0.002142,-0.001189,-0.000819,0.002182,-0.001914,-0.002182,-0.001057,0.00053,0.001188,0.002134,-0.001496,1
-0.002057,-0.000826,-0.001062,-0.001644,0.000639,0.001916,0.000893,-0.002778,9.3e-05,0.000359,-0.002253,-0.004198,-0.000504,-0.000507,0.002601,0.000478,9.1e-05,0.000159,0.001512,0.002021,-0.001292,-0.000582,0.002309,-0.001817,-0.002216,-0.000857,0.000528,0.001284,0.00182,-0.001981,1
-0.002513,-0.002364,-0.004869,0.001457,0.002123,0.000935,-0.001523,-0.000555,-0.000118,-0.000371,-0.005473,-0.005789,-0.000608,-0.000623,0.004328,-0.000261,0.000145,0.000324,0.003064,0.0027,-0.002255,-0.000976,0.003202,-0.004118,-0.004449,-0.000852,0.002094,0.001918,0.002813,-0.004177,0
-0.002421,3.8e-05,-0.002982,0.000814,-0.000637,-0.000226,-0.001046,0.000183,-0.00073,-4.3e-05,-0.003348,-0.004658,-0.000172,-0.00051,0.002278,0.000269,-0.000349,0.000315,0.002116,0.002061,-0.001381,-0.00055,0.00219,-0.002217,-0.002222,-0.00113,0.000263,0.001022,0.001728,-0.002305,1
-0.002973,-0.000606,-0.004542,0.001739,0.001973,0.001392,-0.001525,-0.000537,-9.8e-05,9.3e-05,-0.005224,-0.005811,-0.00019,-0.000619,0.004384,-0.000533,-0.000406,0.000112,0.00324,0.002597,-0.002245,-0.000976,0.003437,-0.003608,-0.004219,-0.000859,0.001558,0.001904,0.002618,-0.004162,0
-0.001612,0.000527,-0.002794,0.000758,8.8e-05,0.001176,-0.001175,-5.5e-05,-0.001414,-0.000224,-0.002434,-0.003382,-0.001563,-0.000329,0.002169,0.000103,7.3e-05,0.000576,0.002027,0.002464,-0.001304,-0.000803,0.001851,-0.002232,-0.002285,-0.001073,0.000281,0.001411,0.001525,-0.001999,0
-0.001251,3.5e-05,-0.001244,-0.002679,-0.000859,0.001559,0.000968,-0.002408,0.000563,-0.000322,-0.002551,-0.004709,-0.001247,-0.000566,0.002473,8.8e-05,0.000517,-3.1e-05,0.002046,0.002034,-0.000666,-0.00117,0.002153,-0.002412,-0.002249,-0.0012,0.000612,0.00127,0.001956,-0.001683,0
-0.002028,-0.000731,-0.002794,0.001208,0.000951,0.000463,-0.000762,-0.000268,-0.000192,0.000213,-0.002591,-0.004329,-0.000314,-0.000562,0.002475,0.000313,0.000278,0.000332,0.001634,0.002138,-0.001464,-0.000713,0.002318,-0.002136,-0.002353,-0.001079,0.000635,0.001356,0.001883,-0.002081,1
-0.002438,-0.00065,-0.002145,-0.001444,-0.000469,0.001209,0.001369,-0.002044,-0.000742,-9.8e-05,-0.002515,-0.004725,-0.001356,-0.000609,0.002243,-2.2e-05,0.000168,0.000517,0.001409,0.001986,-0.001388,-0.000636,0.001583,-0.002205,-0.00216,-0.001143,0.000497,0.001239,0.001908,-0.001439,1
-0.002424,0.000464,-0.005144,0.001909,0.001569,0.002378,-0.001432,0.000132,-0.002761,-0.000485,-0.004315,-0.004544,-0.002163,0.000536,0.003573,-0.000611,-0.00038,0.000502,0.003183,0.002152,-0.002105,-0.001856,0.002341,-0.00427,-0.004404,-0.000986,0.001033,0.001944,0.001823,-0.003481,0
-0.002088,-0.000436,-0.002097,-0.002679,-0.000374,0.000377,0.001248,-0.002608,-0.001332,-0.000269,-0.001854,-0.00402,-0.000787,-0.000297,0.002828,-0.000162,4.2e-05,0.00035,0.002093,0.001907,-0.00098,-0.000806,0.001998,-0.002183,-0.002121,-0.000945,0.001185,0.001211,0.002175,-0.00176,1
-0.002507,0.000322,-0.002951,0.000894,-0.000785,7e-06,-0.001088,0.000276,-0.00103,-1.8e-05,-0.003123,-0.004124,-0.000481,-0.000281,0.002003,0.000205,-0.000294,0.000286,0.00219,0.002061,-0.0012,-0.000669,0.002155,-0.002454,-0.002224,-0.001154,3.3e-05,0.001012,0.001598,-0.002373,1
-0.002797,-0.000646,-0.001314,-0.001966,-0.001468,0.00073,0.000569,-0.002234,-0.000928,-0.000284,-0.003062,-0.004991,-0.000272,-0.000584,0.002204,0.00043,-0.000405,-0.000111,0.002215,0.002336,-0.001135,-0.000626,0.002332,-0.0022,-0.002047,-0.001077,2.6e-05,0.001098,0.001713,-0.002093,0
-0.00247,-0.001508,-0.000874,-0.001868,-7.1e-05,0.00159,0.001483,-0.001895,-0.000162,-0.000224,-0.003302,-0.005203,-0.00161,-0.000561,0.002377,4.5e-05,0.000271,0.000111,0.00178,0.001953,-0.001233,-0.000731,0.001996,-0.001976,-0.002356,-0.001265,0.000645,0.001447,0.002207,-0.001378,0
-0.002706,0.000841,-0.001309,-0.002656,-0.000718,0.002119,0.000619,-0.00246,-0.001226,-0.000135,-0.002747,-0.003552,-0.001198,-0.000341,0.001974,0.000172,-0.000321,0.000388,0.002189,0.001884,-0.001049,-0.001083,0.002025,-0.002776,-0.00217,-0.001236,0.000209,0.001278,0.001766,-0.002036,0
-0.002086,-0.000263,-0.001434,-0.001819,-4.1e-05,0.001161,0.001311,-0.002182,-0.001021,-0.000698,-0.002076,-0.004982,-0.000531,-0.000469,0.002028,-0.000397,0.000408,0.00054,0.00208,0.002405,-0.001112,-0.000578,0.002235,-0.002005,-0.002332,-0.001049,0.000659,0.00122,0.001927,-0.001751,1
-0.002861,-0.000786,-0.001363,-0.001834,-0.000516,0.00116,0.000613,-0.002489,-0.000634,9.8e-05,-0.003157,-0.004703,8.8e-05,-0.000561,0.002502,0.000211,-0.000163,7e-06,0.00211,0.002125,-0.001291,-0.00048,0.002266,-0.002144,-0.002266,-0.00105,0.000324,0.00108,0.001803,-0.002247,1
-0.001896,-0.000571,-0.002616,0.000505,0.000175,0.000188,-0.000752,-0.000278,-0.000833,-0.000843,-0.002421,-0.0051,-0.000743,-0.000489,0.002093,-0.000416,0.000494,0.0004,0.00223,0.002349,-0.001248,-0.0006,0.002196,-0.002143,-0.002276,-0.000835,0.000709,0.001124,0.001912,-0.001599,1
-0.003119,-0.000513,-0.001414,-0.001842,-0.001366,0.000887,0.000477,-0.002384,-0.000804,-7.4e-05,-0.003452,-0.004572,-0.00018,-0.000475,0.002332,0.000231,-0.000323,9e-05,0.00214,0.002171,-0.001181,-0.000543,0.002186,-0.002219,-0.002218,-0.001079,9.7e-05,0.001056,0.001624,-0.002332,1
-0.001935,-0.000508,-0.001409,-0.002064,-0.000156,0.001422,0.001554,-0.002158,-0.000594,-0.000244,-0.00222,-0.004823,-0.00135,-0.000437,0.002249,-4.9e-05,0.000132,0.000531,0.001551,0.001878,-0.001214,-0.000514,0.001937,-0.002371,-0.002225,-0.001171,0.000776,0.001377,0.002061,-0.001412,1
-0.001774,-0.000768,-0.001315,-0.001639,-0.000428,0.001158,0.001443,-0.002151,-0.00039,-9.1e-05,-0.00253,-0.005046,-0.001273,-0.000605,0.002322,6.5e-05,0.000433,0.000266,0.001783,0.001968,-0.001162,-0.000726,0.002082,-0.002187,-0.002365,-0.001101,0.000533,0.001301,0.002092,-0.001528,1
-0.003149,-0.00106,-0.004876,0.00196,0.000733,-4.7e-05,-0.001266,-0.000502,0.000144,-0.000299,-0.005431,-0.006518,-0.001176,-0.00023,0.004265,-1.9e-05,0.000287,0.000217,0.002905,0.002604,-0.002013,-0.00077,0.003396,-0.004099,-0.004604,-0.000807,0.00183,0.001809,0.003139,-0.004134,0
-0.002732,0.000681,-0.001045,-0.002658,-0.000916,0.00158,0.00071,-0.002368,-0.001121,-0.000108,-0.00265,-0.003646,-0.000796,-0.000269,0.002018,0.000344,-0.000354,0.000353,0.002115,0.001774,-0.001105,-0.001039,0.00221,-0.002783,-0.002175,-0.00133,0.000242,0.001142,0.001847,-0.002066,0
-0.002682,-0.000709,-0.003418,0.000527,-0.000511,-0.000563,-0.001253,-0.000445,-0.001274,-7.8e-05,-0.002121,-0.003748,-0.001145,-0.00058,0.002638,-0.000443,2e-05,0.000521,0.002069,0.002227,-0.001103,-0.000887,0.001645,-0.001838,-0.002114,-0.000806,0.001098,0.001177,0.002149,-0.001836,1
-0.001814,-0.000764,-0.001125,-0.001566,-0.000519,0.001687,0.001319,-0.002036,-0.000631,-0.000117,-0.002682,-0.00538,-0.001524,-0.00065,0.002236,0.000162,0.000358,0.000366,0.001639,0.002065,-0.001205,-0.000771,0.002043,-0.001906,-0.002153,-0.00098,0.000457,0.001351,0.002255,-0.001363,0
-0.003242,0.000267,-0.001588,-0.002197,-0.001188,0.001472,0.000344,-0.00247,-0.000957,-0.000373,-0.003203,-0.00415,-0.00088,-0.000605,0.001855,0.000375,-9.3e-05,0.000529,0.002432,0.002132,-0.001311,-0.000722,0.001979,-0.00243,-0.002286,-0.001079,2.1e-05,0.001126,0.001635,-0.002353,1
-0.002221,-0.000339,-0.001504,-0.001653,-0.001219,0.002,0.001008,-0.002018,-0.000461,-0.00014,-0.00304,-0.00415,-0.000529,-0.000694,0.002633,0.000547,-0.000202,2.8e-05,0.002142,0.001665,-0.001139,-0.001114,0.002361,-0.001699,-0.00201,-0.001194,0.000236,0.001725,0.001754,-0.001664,0
-0.002852,-0.000602,-0.003287,0.000618,-0.000163,-0.00035,-0.001263,-0.000388,-0.001223,3.1e-05,-0.002054,-0.003757,-0.001068,-0.00067,0.002582,-0.000468,-2e-06,0.000472,0.002061,0.002281,-0.000919,-0.000883,0.001559,-0.001748,-0.002142,-0.000896,0.001136,0.001147,0.00197,-0.001759,1
-0.001745,-0.000629,-0.001615,-0.00179,-0.000418,0.002062,0.001132,-0.001889,-0.000656,-9.1e-05,-0.002877,-0.005289,-0.001506,-0.000505,0.002245,-5.8e-05,0.000156,0.000393,0.001628,0.002306,-0.001297,-0.00077,0.002102,-0.001811,-0.002069,-0.000888,0.000404,0.001292,0.001997,-0.001451,1
-0.004538,0.000358,-0.004691,0.001544,-0.001115,0.00049,-0.001985,0.000408,-0.00192,-0.000585,-0.00619,-0.006365,-0.001553,-0.000653,0.003341,0.000153,-6.3e-05,0.000949,0.004207,0.002856,-0.00198,-0.001095,0.002396,-0.00425,-0.004183,-0.000849,0.00051,0.00219,0.002029,-0.004453,0
-0.001788,-0.000562,-0.002913,0.00039,-0.000508,-0.00118,-0.000549,-0.000348,-0.001065,-0.00074,-0.002118,-0.004425,-0.000638,-0.000491,0.002339,-0.00033,0.000291,0.000629,0.002258,0.002128,-0.001149,-0.000746,0.002018,-0.002061,-0.002223,-0.00084,0.000798,0.001216,0.002167,-0.001791,0
-0.003304,-0.000246,-0.001583,-0.001778,-0.000263,0.001065,0.000397,-0.002215,-0.000942,0.000483,-0.002914,-0.004211,0.000305,-0.000214,0.002546,0.000123,-0.000559,0.000305,0.001989,0.002123,-0.0014,-0.000603,0.00225,-0.002065,-0.002121,-0.0014,0.000496,0.000779,0.001665,-0.002126,1
-0.002031,-0.000681,-0.00279,0.00115,0.000969,0.000435,-0.000696,-0.000263,-0.000163,0.000174,-0.002477,-0.004349,-0.000317,-0.000515,0.002523,0.000304,0.000186,0.000312,0.001628,0.002086,-0.001343,-0.000505,0.002327,-0.002098,-0.002417,-0.001173,0.000657,0.001361,0.001796,-0.002108,1
-0.002116,-0.000605,-0.002854,0.001068,0.001158,0.00084,-0.000836,-0.000253,-8.2e-05,0.000246,-0.00252,-0.004371,-0.000169,-0.000432,0.002692,0.000258,-3.2e-05,0.0003,0.001615,0.002065,-0.001327,-0.000536,0.002262,-0.001829,-0.002331,-0.001052,0.00056,0.001315,0.001752,-0.002153,1
-0.001608,-0.000281,-0.000749,-0.002179,0.000621,0.001026,0.001286,-0.002096,0.000326,-0.000111,-0.002032,-0.004378,-0.000849,-0.000453,0.00254,0.000216,0.000232,0.000413,0.001758,0.002164,-0.000857,-0.000868,0.002401,-0.001803,-0.002396,-0.001175,0.000825,0.001394,0.002104,-0.001688,0
-0.003081,0.001102,-0.005061,0.001365,-0.000837,5.9e-05,-0.00182,0.000433,-0.001554,0.000671,-0.005914,-0.004958,-8.3e-05,-0.000259,0.004131,-0.000451,-0.000921,0.000678,0.00338,0.001938,-0.002247,-0.000994,0.003612,-0.004295,-0.004271,-0.001452,0.001227,0.001119,0.002645,-0.004223,0
-0.004201,0.000853,-0.004454,0.001565,7.4e-05,0.001182,-0.00194,0.000204,-0.002155,-0.000307,-0.005847,-0.005535,-0.002205,-0.000229,0.003433,-0.000131,-0.000458,0.000591,0.004182,0.002629,-0.00208,-0.001291,0.002049,-0.004687,-0.004447,-0.001072,0.001123,0.002258,0.002297,-0.004345,0
-0.001824,-0.000639,-0.002516,0.00074,-8e-05,0.000414,-0.000971,-0.000198,-0.000244,-0.000182,-0.002942,-0.004993,-0.001365,-0.000479,0.002198,0.000104,0.000302,0.000128,0.001813,0.002084,-0.00127,-0.000799,0.002077,-0.001771,-0.002224,-0.000841,0.000512,0.001216,0.002087,-0.00144,1
-0.00215,-0.000616,-0.003048,0.000637,-0.000504,-0.001115,-0.00057,-0.000321,-0.001211,-0.000726,-0.002092,-0.004689,-0.000658,-0.000346,0.002253,-0.000459,0.000122,0.00046,0.00225,0.002224,-0.00114,-0.000669,0.00188,-0.00223,-0.002228,-0.000859,0.000844,0.00119,0.001974,-0.0018,1
-0.003301,0.000608,-0.004849,0.001538,-0.001061,6.7e-05,-0.001715,0.000284,-0.00137,-0.00018,-0.00705,-0.005642,-0.000732,-0.000509,0.003918,-0.00035,-0.000664,0.000638,0.003795,0.00214,-0.002244,-0.001035,0.003324,-0.004417,-0.004105,-0.000949,0.000873,0.001906,0.002428,-0.004315,0
-0.00234,-0.000658,-0.00142,-0.001249,0.000957,0.002457,0.00119,-0.002531,-0.000157,0.000216,-0.002411,-0.004528,-0.000213,-0.000489,0.002495,0.000382,7.2e-05,0.000501,0.001487,0.002201,-0.00146,-0.000601,0.002203,-0.001944,-0.002317,-0.00111,0.000627,0.001335,0.001839,-0.002083,1
-0.002305,-0.000674,-0.001482,-0.001414,0.000723,0.002131,0.001203,-0.002565,-9e-06,4.6e-05,-0.002351,-0.004625,-0.00028,-0.000479,0.002462,0.000394,7.8e-05,0.000472,0.001518,0.002243,-0.001347,-0.000611,0.00226,-0.002198,-0.002439,-0.001212,0.000633,0.001247,0.001799,-0.002069,1
-0.002307,0.000373,-0.000611,-0.002202,-0.001674,0.002254,0.000271,-0.002783,-0.001833,-0.000302,-0.001741,-0.003747,-0.001634,-0.0002,0.002502,0.000497,0.000189,0.000702,0.001965,0.002755,-0.001502,-0.001068,0.002422,-0.002294,-0.001939,-0.00082,9.5e-05,0.00164,0.001424,-0.001764,0
-0.001885,-0.000751,-0.002884,0.001278,0.000433,-6.3e-05,-0.000547,-0.000402,-3.4e-05,-6.1e-05,-0.002237,-0.004901,-0.000431,-0.000469,0.002473,0.000329,0.000283,0.000419,0.001665,0.002256,-0.001334,-0.000606,0.002395,-0.002263,-0.002367,-0.001051,0.000675,0.001333,0.001952,-0.001891,1
-0.002639,-0.000828,-0.001605,-0.001518,6.4e-05,0.001698,0.000687,-0.002541,-0.000302,0.000163,-0.002858,-0.004495,0.000277,-0.000396,0.002594,0.00023,-0.000286,2.7e-05,0.001793,0.002285,-0.001364,-0.000505,0.002223,-0.001853,-0.002199,-0.001257,0.000435,0.001053,0.001833,-0.002324,0
-0.003904,0.001093,-0.004331,0.001713,-0.0006,0.001022,-0.001754,0.000331,-0.001683,-0.000415,-0.006327,-0.005603,-0.001958,-0.000539,0.003335,0.000124,-0.000326,0.000699,0.004236,0.002208,-0.002135,-0.00121,0.00251,-0.00461,-0.004463,-0.000874,0.00092,0.002207,0.002096,-0.004289,0
-0.002125,-0.000813,-0.002855,0.001404,0.00073,0.000323,-0.00053,-0.000227,-0.00011,1.6e-05,-0.002789,-0.004452,-0.000326,-0.000464,0.002513,0.000283,0.000163,0.000565,0.001582,0.002302,-0.001267,-0.000606,0.002104,-0.00228,-0.002381,-0.001248,0.000459,0.001352,0.001875,-0.002028,1
-0.002943,-0.000479,-0.001004,-0.001806,0.000515,0.002143,0.000936,-0.002452,-0.000265,0.000329,-0.002586,-0.004278,0.000297,-0.000388,0.002739,0.000226,-0.000511,5.4e-05,0.001846,0.002008,-0.001369,-0.000742,0.002511,-0.002192,-0.002286,-0.001248,0.000508,0.001121,0.001853,-0.002038,1
-0.004303,-0.00015,-0.004546,0.002106,0.002641,0.000975,-0.001427,0.000321,-7.5e-05,0.000691,-0.005504,-0.005856,-9e-05,-0.000447,0.004299,5e-05,-0.000105,0.000483,0.002779,0.002424,-0.002267,-0.001452,0.00294,-0.003883,-0.004327,-0.00149,0.001977,0.001647,0.002495,-0.003803,0
-0.002208,0.000472,-0.002615,0.000494,-6.8e-05,0.000883,-0.0012,7.3e-05,-0.001407,-0.000288,-0.002617,-0.003951,-0.001238,-0.000484,0.002118,0.000184,-0.000272,0.000404,0.002393,0.002283,-0.001155,-0.000947,0.001769,-0.002491,-0.002269,-0.001006,0.000188,0.001546,0.001531,-0.002081,0
-0.001892,-0.001069,-0.001329,-0.002068,0.000315,0.001353,0.001365,-0.002749,0.000202,-0.00023,-0.002305,-0.004542,-0.000455,-0.000662,0.002397,0.000561,2.7e-05,7.8e-05,0.001681,0.00188,-0.001359,-0.00064,0.002686,-0.002618,-0.002439,-0.001025,0.000651,0.001095,0.002046,-0.001833,0
-0.003769,0.000728,-0.004896,0.001663,0.000167,0.000537,-0.001602,0.000354,-0.000986,0.000453,-0.006268,-0.005689,0.000291,-0.000648,0.004463,-0.000607,-0.000936,0.000212,0.003414,0.002399,-0.002362,-0.000904,0.003341,-0.004068,-0.004227,-0.001266,0.001267,0.001395,0.002555,-0.004214,0
-0.001495,-0.000452,-0.002322,0.000495,0.000444,0.000391,-0.000901,-0.000254,-0.000614,-0.000521,-0.002297,-0.005066,-0.000989,-0.000521,0.002245,-0.000332,0.000369,0.000278,0.002201,0.002398,-0.001183,-0.00089,0.002415,-0.002096,-0.002174,-0.000727,0.00043,0.001215,0.001927,-0.001555,1
-0.001703,-0.000569,-0.000861,-0.001885,-0.000315,0.001971,0.001128,-0.002004,-0.000455,-0.000231,-0.002603,-0.005031,-0.001321,-0.000493,0.002228,-0.000103,0.00037,0.000217,0.001898,0.00209,-0.001359,-0.000768,0.002123,-0.001729,-0.002239,-0.000789,0.000424,0.001149,0.002121,-0.001455,1
-0.002238,0.000211,-0.001819,-0.002265,-0.000886,0.001976,0.000472,-0.00241,-0.001578,-2.3e-05,-0.002313,-0.004206,-0.001068,-0.000466,0.001939,0.000288,-3.2e-05,0.000361,0.002006,0.002013,-0.001259,-0.001005,0.002084,-0.002446,-0.002153,-0.001435,0.000159,0.00103,0.001823,-0.002034,0
-0.002306,-0.000645,-0.001326,-0.00113,0.000802,0.002653,0.000623,-0.00278,-6.5e-05,4.2e-05,-0.002525,-0.004227,-1.8e-05,-0.00033,0.002647,0.000186,-5.6e-05,0.000272,0.001643,0.002362,-0.001239,-0.000548,0.002326,-0.002041,-0.0023,-0.001051,0.000574,0.001272,0.001621,-0.002314,1
-0.002467,-0.000124,-0.002999,0.000786,-0.000395,-0.00011,-0.000996,0.00019,-0.000583,0.000197,-0.003171,-0.004848,0.000154,-0.000491,0.002463,0.000293,-0.000345,9.9e-05,0.002052,0.002241,-0.001398,-0.000485,0.002164,-0.001953,-0.002187,-0.001137,0.000336,0.000983,0.001859,-0.002153,1
-0.001844,-0.000721,-0.000685,-0.00166,0.001061,0.002828,0.001159,-0.002772,0.000153,0.000119,-0.002412,-0.004087,-0.000156,-0.000346,0.002598,0.000192,-0.00019,0.000125,0.00153,0.002047,-0.001349,-0.000869,0.002431,-0.002022,-0.002202,-0.001118,0.000679,0.0013,0.001996,-0.002023,0
-0.001842,-0.001107,-0.001369,-0.001644,0.000951,0.002715,0.000837,-0.002891,0.000332,-3.4e-05,-0.002482,-0.00367,-0.000242,-0.000337,0.002634,0.000422,-3.1e-05,-0.000227,0.001515,0.001991,-0.00127,-0.00081,0.002848,-0.001788,-0.002303,-0.001132,0.000597,0.00142,0.001835,-0.001988,0
-0.003568,0.001234,-0.004684,0.001636,-0.000884,0.000458,-0.001758,0.000404,-0.001638,-0.00019,-0.006645,-0.005204,-0.001307,-0.00023,0.003475,-0.000111,-0.000488,0.000657,0.003805,0.002054,-0.00209,-0.001232,0.002693,-0.004814,-0.004315,-0.001054,0.000798,0.002019,0.002457,-0.004392,0
-0.00232,-0.000503,-0.001398,-0.001232,0.000861,0.002192,0.00125,-0.002561,-0.000204,0.000149,-0.002418,-0.004489,-0.000364,-0.000617,0.002538,0.000374,6.5e-05,0.000488,0.001535,0.002155,-0.001366,-0.000546,0.002261,-0.002099,-0.002396,-0.001159,0.000627,0.001374,0.001834,-0.002013,1
-0.003028,-0.000182,-0.001336,-0.001787,-0.001113,0.000484,0.000394,-0.002328,-0.00095,5.1e-05,-0.003194,-0.00449,-2.3e-05,-0.000343,0.002438,0.000295,-0.000343,7.8e-05,0.001952,0.00233,-0.001083,-0.00061,0.002517,-0.002087,-0.002048,-0.00124,0.000118,0.000808,0.001734,-0.002278,0
-0.001369,-0.000623,-0.000851,-0.002272,0.000873,0.002012,0.001243,-0.002743,0.000112,1.7e-05,-0.002126,-0.004526,-0.00044,-0.000435,0.002472,0.00049,0.00011,0.00027,0.001668,0.001865,-0.001204,-0.000675,0.002349,-0.002409,-0.002565,-0.001148,0.000869,0.001336,0.001898,-0.001853,1
-0.002416,-0.000991,-0.001299,-0.001481,-0.000782,0.001171,0.000725,-0.002354,-0.000548,-0.000119,-0.002832,-0.004791,0.000127,-0.000567,0.002558,0.000406,-7.7e-05,-0.00016,0.002053,0.002292,-0.001074,-0.0006,0.00244,-0.001856,-0.002026,-0.001121,7.6e-05,0.001143,0.001865,-0.002012,0
-0.003035,0.000176,-0.001624,-0.002126,-0.001227,0.001076,0.000246,-0.002493,-0.00124,-0.000212,-0.003301,-0.003998,-0.000601,-0.000297,0.00206,0.000269,-0.000151,0.000374,0.00219,0.00207,-0.001199,-0.000644,0.002131,-0.002517,-0.002189,-0.001244,8.9e-05,0.000951,0.001608,-0.002316,1
-0.002351,-0.00077,-0.001296,-0.001341,0.000919,0.002655,0.000961,-0.002745,-0.000149,0.000348,-0.002347,-0.004509,-0.000149,-0.00058,0.002614,0.000336,0.0,0.000235,0.001549,0.002053,-0.001414,-0.0006,0.002148,-0.001721,-0.002403,-0.001064,0.000572,0.001383,0.001722,-0.002112,1
-0.003223,-0.001534,-0.004496,0.001982,0.0003,-0.000899,-0.000869,-0.000795,-0.000717,-1.9e-05,-0.004763,-0.007381,-0.00159,-0.000719,0.003649,-0.000765,0.000568,0.001087,0.002672,0.002388,-0.002232,-0.000658,0.002349,-0.00435,-0.004405,-0.000924,0.001905,0.001834,0.002774,-0.003383,1
-0.002458,-0.000787,-0.001271,-0.001281,0.000772,0.00256,0.000768,-0.002662,-0.000244,0.000115,-0.002413,-0.004423,9.8e-05,-0.000355,0.002596,0.000115,-6.9e-05,0.000242,0.001678,0.002339,-0.001318,-0.000642,0.002359,-0.00184,-0.002245,-0.001202,0.000481,0.001189,0.001799,-0.002311,1
-0.001972,-0.000772,-0.001313,-0.001519,0.000302,0.001322,0.001683,-0.002514,-0.000178,1.8e-05,-0.00227,-0.005024,-0.000821,-0.000628,0.002452,0.000322,0.000284,0.000382,0.001572,0.002222,-0.001258,-0.000644,0.002363,-0.00235,-0.002311,-0.001109,0.000532,0.001366,0.002114,-0.001792,0
-0.002116,-0.000722,-0.002907,0.000231,-0.001078,-0.001165,-0.000759,-0.000393,-0.000986,-0.00062,-0.00193,-0.004168,-0.000649,-0.000606,0.002509,-0.000351,6.9e-05,0.000759,0.002378,0.002066,-0.001351,-0.000847,0.002032,-0.002179,-0.002127,-0.000833,0.000682,0.001009,0.002285,-0.001727,1
-0.002405,8.9e-05,-0.004248,0.000454,0.000936,0.000871,-0.001662,-0.000158,-0.001295,-0.00044,-0.005874,-0.007228,-0.002083,-0.00018,0.00351,-0.001172,0.000315,0.000497,0.003499,0.002814,-0.002271,-0.001038,0.00318,-0.003751,-0.004098,-0.00064,0.001745,0.002257,0.003431,-0.003053,0
