credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,__target__
471,1.0,1.0,23,6,104592.55,2,1.0,0.0,131736.23,0
705,0.0,0.0,24,7,100169.51,1,1.0,0.0,121408.55,0
701,0.0,1.0,23,3,0.0,2,1.0,0.0,38960.59,0
753,0.0,0.0,50,4,0.0,2,1.0,1.0,861.4,0
506,0.0,1.0,34,7,0.0,2,0.0,0.0,115842.1,0
601,0.0,1.0,44,3,0.0,2,1.0,0.0,30607.11,0
678,1.0,1.0,23,10,115563.71,1,1.0,1.0,91633.53,0
719,0.0,1.0,69,3,0.0,2,1.0,1.0,58320.06,0
564,2.0,0.0,35,9,0.0,2,1.0,1.0,105837.38,0
657,1.0,1.0,57,8,107174.58,1,1.0,1.0,126369.55,1
522,1.0,1.0,32,8,124450.36,2,1.0,1.0,165786.1,0
530,2.0,0.0,36,2,0.0,2,1.0,1.0,14721.8,0
662,2.0,0.0,42,6,105021.28,1,1.0,0.0,48242.38,0
749,0.0,1.0,30,1,0.0,2,0.0,1.0,126551.65,0
611,2.0,1.0,51,1,122874.74,1,1.0,1.0,149648.45,0
725,0.0,0.0,29,6,0.0,2,1.0,1.0,190776.83,0
835,1.0,0.0,47,5,108289.28,2,1.0,1.0,45859.55,1
562,1.0,1.0,31,2,112708.2,1,0.0,1.0,186370.3,0
657,2.0,1.0,67,5,119785.47,2,1.0,1.0,107534.32,0
730,0.0,0.0,39,1,99010.67,1,1.0,0.0,194945.8,0
624,0.0,1.0,37,0,0.0,2,0.0,0.0,112104.55,0
506,0.0,1.0,37,5,0.0,2,1.0,1.0,127543.81,0
605,0.0,1.0,27,9,0.0,2,1.0,0.0,198091.81,0
509,0.0,1.0,35,8,0.0,2,0.0,1.0,67431.28,0
562,0.0,1.0,37,2,0.0,1,0.0,1.0,52525.15,1
771,0.0,0.0,66,7,143773.07,1,1.0,1.0,130827.88,0
576,0.0,0.0,55,6,44582.07,3,0.0,1.0,67539.85,1
686,1.0,1.0,43,2,134896.03,1,1.0,1.0,97847.05,0
722,0.0,1.0,37,2,0.0,1,0.0,0.0,120906.83,0
640,0.0,1.0,44,3,137148.68,1,1.0,0.0,92381.01,0
663,1.0,0.0,46,6,95439.4,1,1.0,1.0,21038.58,1
828,0.0,1.0,37,4,0.0,2,1.0,0.0,94845.45,0
701,2.0,1.0,59,7,0.0,2,0.0,1.0,27597.59,0
655,0.0,0.0,47,10,0.0,2,1.0,0.0,167778.62,0
754,0.0,0.0,45,6,0.0,1,1.0,0.0,73881.68,1
600,1.0,0.0,39,7,88477.36,2,1.0,0.0,58632.37,0
616,1.0,0.0,36,10,78249.53,1,1.0,0.0,136934.91,0
824,0.0,1.0,30,0,133634.02,1,1.0,1.0,162053.92,0
427,0.0,1.0,37,5,0.0,2,1.0,1.0,121485.1,0
577,2.0,1.0,31,6,0.0,1,1.0,1.0,196395.25,0
587,1.0,0.0,45,8,134980.74,1,1.0,1.0,123309.57,1
850,1.0,0.0,30,8,154870.28,1,1.0,1.0,54191.38,0
575,2.0,0.0,22,8,105229.34,1,1.0,1.0,34397.08,0
660,2.0,1.0,38,6,109869.32,1,1.0,1.0,154641.91,0
617,0.0,0.0,34,0,131244.65,2,1.0,0.0,183229.02,0
622,1.0,0.0,58,7,116922.25,1,1.0,0.0,120415.61,1
812,1.0,1.0,39,5,115730.71,3,1.0,1.0,185599.34,1
693,0.0,1.0,36,8,178111.82,1,0.0,0.0,58719.63,1
515,0.0,1.0,33,2,0.0,2,1.0,1.0,136028.97,0
633,0.0,1.0,35,10,0.0,2,1.0,0.0,65675.47,0
700,0.0,0.0,32,8,110923.15,2,1.0,1.0,161845.81,1
612,1.0,1.0,76,6,96166.88,1,1.0,1.0,191393.26,0
619,2.0,0.0,56,7,0.0,2,1.0,1.0,42442.21,0
479,0.0,1.0,47,6,121797.09,1,0.0,1.0,5811.9,1
636,0.0,1.0,43,6,0.0,2,1.0,0.0,43128.95,0
606,2.0,1.0,34,3,161572.24,1,0.0,1.0,191076.22,0
548,0.0,0.0,46,1,0.0,1,1.0,1.0,104469.06,1
718,2.0,0.0,39,2,0.0,1,1.0,1.0,52138.49,0
672,1.0,1.0,40,10,102980.44,1,1.0,0.0,1285.81,1
572,0.0,0.0,47,2,0.0,2,1.0,0.0,36099.7,0
551,0.0,1.0,43,7,0.0,2,1.0,0.0,178393.68,0
660,0.0,0.0,43,1,0.0,1,0.0,1.0,112026.1,1
680,0.0,1.0,37,4,0.0,2,1.0,0.0,61240.87,0
546,2.0,1.0,25,7,127728.24,2,1.0,1.0,105279.74,0
671,2.0,1.0,34,10,153360.02,1,1.0,0.0,140509.86,0
675,2.0,1.0,32,10,0.0,2,1.0,0.0,191545.65,0
733,1.0,1.0,48,7,85915.52,1,1.0,1.0,23860.5,0
815,0.0,1.0,35,4,0.0,2,0.0,1.0,198490.33,0
579,0.0,1.0,31,9,0.0,1,0.0,1.0,139048.0,0
577,2.0,1.0,43,3,0.0,2,1.0,1.0,135008.92,0
824,0.0,1.0,26,7,146266.0,1,1.0,0.0,21903.62,1
699,2.0,1.0,31,8,125927.51,2,1.0,0.0,147661.47,0
721,0.0,1.0,41,2,0.0,2,1.0,0.0,168219.75,0
683,2.0,1.0,34,9,114609.55,2,0.0,1.0,25339.29,0
623,0.0,1.0,40,6,0.0,2,1.0,1.0,66119.07,0
706,1.0,1.0,34,0,140641.26,2,1.0,1.0,77271.91,0
533,0.0,1.0,47,9,83347.25,1,1.0,1.0,137696.25,0
521,0.0,1.0,30,2,107316.09,1,1.0,0.0,64299.82,0
660,2.0,0.0,33,1,0.0,2,0.0,0.0,117834.91,0
550,0.0,1.0,31,5,142200.19,2,1.0,1.0,122221.71,0
678,0.0,1.0,43,5,102338.19,1,1.0,1.0,79649.62,0
715,1.0,0.0,34,9,102277.52,1,0.0,0.0,177852.57,1
678,0.0,0.0,32,5,0.0,2,1.0,0.0,90284.47,0
548,0.0,0.0,32,2,172448.77,1,1.0,0.0,188083.77,1
568,0.0,1.0,28,5,145105.64,2,1.0,0.0,185489.11,0
512,0.0,0.0,36,3,84327.77,2,1.0,0.0,17675.36,0
479,1.0,1.0,35,9,92833.89,1,1.0,0.0,99449.86,1
684,2.0,0.0,31,8,0.0,2,1.0,0.0,188637.05,0
684,0.0,1.0,45,6,148071.39,1,1.0,0.0,183575.01,0
512,2.0,1.0,31,6,0.0,2,1.0,0.0,168462.26,0
691,2.0,1.0,21,3,103000.94,1,1.0,1.0,104648.58,0
647,2.0,1.0,47,5,105603.21,2,1.0,1.0,157360.9,0
547,0.0,0.0,38,5,167539.97,1,0.0,1.0,159207.34,0
797,2.0,1.0,59,4,129321.44,1,1.0,1.0,93624.55,0
727,1.0,1.0,59,5,152581.06,1,1.0,0.0,71830.1,1
757,0.0,1.0,46,0,0.0,2,1.0,0.0,37460.05,0
410,1.0,0.0,50,2,102278.79,2,1.0,0.0,89822.48,0
687,0.0,0.0,36,4,97157.96,1,0.0,1.0,63185.05,0
850,2.0,1.0,51,3,109799.55,2,1.0,1.0,12457.76,1
666,0.0,0.0,33,2,147229.65,1,1.0,1.0,56410.17,0
583,0.0,1.0,51,6,125268.03,2,1.0,0.0,165082.25,0
663,1.0,0.0,36,6,77253.5,1,0.0,0.0,35817.97,1
692,1.0,1.0,45,6,152296.83,4,0.0,1.0,108040.86,1
549,1.0,0.0,31,9,135020.21,2,1.0,1.0,23343.18,0
813,0.0,1.0,34,0,0.0,2,1.0,0.0,43169.15,0
769,0.0,0.0,73,1,0.0,1,1.0,1.0,29792.11,0
563,2.0,1.0,57,6,0.0,2,1.0,1.0,39297.48,0
739,0.0,1.0,42,2,141642.92,2,1.0,0.0,172149.76,0
694,0.0,1.0,37,10,143835.47,1,0.0,1.0,33326.71,0
627,0.0,0.0,57,9,0.0,2,1.0,1.0,107712.42,0
829,2.0,1.0,50,7,0.0,2,0.0,1.0,178458.86,0
668,2.0,1.0,34,0,0.0,1,0.0,0.0,99984.86,0
515,0.0,1.0,65,7,92113.61,1,1.0,1.0,142548.33,0
532,0.0,1.0,44,3,148595.55,1,1.0,0.0,74838.64,1
508,2.0,1.0,54,10,0.0,1,1.0,1.0,175749.36,0
704,0.0,1.0,36,3,114370.41,1,0.0,1.0,66810.48,0
794,0.0,1.0,33,0,0.0,2,0.0,0.0,178122.71,0
678,0.0,0.0,26,1,0.0,2,1.0,0.0,45443.68,0
822,1.0,0.0,46,3,115074.02,2,1.0,0.0,26249.86,0
757,1.0,0.0,30,6,161378.02,1,0.0,0.0,71926.28,1
639,0.0,0.0,38,5,0.0,2,0.0,0.0,93716.38,0
793,0.0,1.0,63,4,103729.79,2,1.0,1.0,80272.06,0
850,2.0,1.0,28,9,97408.03,1,1.0,1.0,175853.64,0
703,1.0,1.0,35,5,140691.08,2,1.0,0.0,167810.26,0
790,2.0,1.0,37,6,0.0,2,1.0,1.0,119484.01,0
665,2.0,0.0,40,1,173432.55,1,0.0,1.0,116766.79,0
434,2.0,1.0,55,6,0.0,1,0.0,1.0,73562.05,1
750,2.0,0.0,36,8,112940.07,1,0.0,1.0,9855.81,0
635,0.0,0.0,27,8,127471.56,1,1.0,1.0,152916.05,1
817,1.0,1.0,58,3,114327.59,2,1.0,1.0,42831.11,0
696,0.0,0.0,31,8,0.0,2,0.0,0.0,191074.11,0
621,2.0,1.0,42,8,68683.68,1,1.0,1.0,74157.71,0
773,2.0,0.0,39,4,0.0,2,0.0,1.0,182081.45,0
616,1.0,0.0,43,7,95984.21,1,0.0,1.0,115262.54,1
638,0.0,0.0,29,9,103417.74,1,1.0,1.0,15336.4,0
718,0.0,1.0,38,7,0.0,2,1.0,0.0,38308.34,0
731,2.0,1.0,70,3,0.0,2,1.0,1.0,141180.66,0
555,2.0,0.0,24,2,0.0,2,0.0,1.0,197866.55,0
488,0.0,0.0,22,6,0.0,2,1.0,1.0,66393.89,0
701,1.0,1.0,63,3,120916.52,3,0.0,0.0,144727.45,1
565,0.0,1.0,46,7,135369.71,1,0.0,1.0,140130.22,0
600,1.0,1.0,28,2,116623.31,1,0.0,1.0,59905.29,0
705,2.0,1.0,44,0,184552.12,1,1.0,0.0,68860.3,1
745,0.0,1.0,36,8,67226.37,1,1.0,0.0,130789.6,0
593,2.0,1.0,32,10,158537.42,1,1.0,0.0,166850.57,0
544,0.0,0.0,29,1,118560.55,1,1.0,1.0,164137.36,0
711,0.0,0.0,81,6,0.0,2,1.0,1.0,72276.24,0
709,1.0,0.0,39,9,124723.92,1,1.0,0.0,73641.86,0
674,1.0,0.0,27,4,111568.01,1,0.0,1.0,22026.18,0
507,0.0,0.0,29,4,89349.47,2,0.0,0.0,180626.68,0
648,2.0,1.0,42,2,98795.61,2,1.0,0.0,89123.99,0
663,0.0,1.0,45,5,83195.12,1,1.0,1.0,48682.1,0
745,0.0,0.0,33,1,0.0,2,1.0,1.0,174431.01,0
756,1.0,1.0,41,2,124439.49,2,0.0,1.0,47093.11,0
731,2.0,0.0,39,2,0.0,2,1.0,0.0,136737.13,0
584,1.0,1.0,42,3,137479.13,1,1.0,0.0,25669.1,0
608,0.0,1.0,31,7,79962.92,2,1.0,0.0,60901.72,0
559,0.0,1.0,32,9,145303.52,1,1.0,0.0,103560.98,0
622,1.0,1.0,33,3,96926.12,2,1.0,0.0,48553.77,0
540,0.0,0.0,40,3,165298.12,1,0.0,1.0,199862.75,0
649,2.0,0.0,47,8,110783.28,1,1.0,1.0,71420.16,0
769,0.0,1.0,31,4,61297.05,2,1.0,1.0,7118.02,0
640,0.0,1.0,45,1,0.0,1,1.0,1.0,10908.33,0
570,1.0,1.0,29,4,122028.65,2,1.0,1.0,173792.77,0
512,0.0,0.0,41,8,145150.28,1,1.0,0.0,64869.32,1
624,0.0,1.0,80,3,0.0,1,1.0,1.0,65801.44,0
661,0.0,1.0,26,8,0.0,2,0.0,0.0,196875.87,0
850,1.0,0.0,31,4,164672.66,1,0.0,1.0,61936.1,0
828,2.0,1.0,42,10,0.0,1,1.0,1.0,186071.14,0
787,0.0,1.0,25,5,0.0,2,1.0,0.0,47307.9,0
757,1.0,0.0,43,5,131433.33,2,1.0,1.0,3497.43,1
850,2.0,0.0,39,6,0.0,2,1.0,0.0,103921.43,0
529,2.0,1.0,35,5,95772.97,1,1.0,1.0,112781.5,0
500,0.0,0.0,34,4,0.0,2,1.0,0.0,12833.96,0
588,1.0,1.0,33,9,150186.22,2,1.0,1.0,65611.01,0
669,0.0,0.0,29,7,146011.4,1,0.0,0.0,50249.16,0
715,0.0,0.0,35,3,0.0,1,1.0,1.0,152012.36,0
601,0.0,1.0,44,1,100486.18,2,1.0,1.0,62678.53,0
555,1.0,0.0,46,4,120392.99,1,1.0,0.0,177719.88,1
599,2.0,1.0,35,6,137102.65,1,0.0,0.0,76870.81,0
698,1.0,1.0,52,8,96781.39,1,1.0,1.0,153373.71,0
637,1.0,1.0,35,8,147127.81,2,1.0,1.0,84760.7,0
641,1.0,1.0,32,5,122947.92,1,1.0,1.0,99154.86,0
643,2.0,1.0,48,8,0.0,2,1.0,0.0,174729.3,0
603,1.0,1.0,35,1,105346.03,2,1.0,1.0,130379.5,0
586,1.0,1.0,46,8,106968.96,1,1.0,1.0,79366.98,1
837,1.0,1.0,37,6,94001.61,2,1.0,0.0,140723.05,0
645,0.0,1.0,42,4,98298.18,1,1.0,1.0,676.06,0
580,1.0,0.0,33,7,131647.01,2,0.0,0.0,79775.19,0
667,0.0,1.0,42,6,0.0,1,1.0,0.0,88890.05,0
620,2.0,1.0,29,9,0.0,2,1.0,0.0,13133.88,0
704,0.0,1.0,36,7,120026.98,2,0.0,1.0,100601.73,0
706,2.0,0.0,53,3,0.0,3,0.0,0.0,88479.02,1
500,1.0,1.0,44,9,160838.13,2,1.0,0.0,196261.64,0
625,0.0,1.0,52,5,164978.01,1,1.0,1.0,67788.49,0
511,1.0,1.0,48,6,149726.08,1,0.0,0.0,88307.87,1
621,2.0,0.0,40,7,0.0,2,0.0,1.0,131283.6,1
850,0.0,0.0,40,0,0.0,2,1.0,0.0,1099.95,0
629,0.0,0.0,49,4,0.0,2,1.0,1.0,196335.48,0
691,0.0,0.0,33,1,128306.83,1,1.0,1.0,113580.79,0
466,0.0,0.0,36,5,119540.15,1,0.0,1.0,80603.99,0
647,2.0,1.0,33,7,121260.19,2,1.0,0.0,77216.48,0
627,2.0,1.0,49,4,111087.5,1,0.0,1.0,146680.25,0
670,2.0,1.0,30,3,133446.34,1,0.0,0.0,3154.95,0
620,0.0,0.0,42,1,0.0,2,0.0,1.0,65565.92,0
549,0.0,1.0,31,4,0.0,2,0.0,1.0,25684.85,0
769,1.0,1.0,27,7,188614.07,1,1.0,0.0,171344.09,0
729,2.0,0.0,42,1,0.0,2,1.0,1.0,149535.97,0
748,0.0,1.0,40,0,0.0,1,0.0,0.0,60416.76,0
751,0.0,1.0,29,1,135536.5,1,1.0,0.0,66825.33,0
610,0.0,1.0,36,4,129440.3,2,1.0,0.0,102638.35,0
690,1.0,0.0,54,1,144027.8,1,1.0,1.0,108731.02,1
700,2.0,1.0,29,8,0.0,2,0.0,1.0,152097.02,0
850,2.0,1.0,38,1,146343.98,1,0.0,1.0,103902.11,0
633,0.0,0.0,33,3,0.0,2,1.0,0.0,191111.02,0
577,2.0,0.0,40,1,0.0,2,1.0,1.0,108787.0,0
615,0.0,0.0,35,2,97440.02,2,1.0,1.0,139816.1,0
490,0.0,0.0,37,3,116465.53,1,0.0,1.0,24435.77,0
675,2.0,1.0,36,9,106190.55,1,0.0,1.0,22994.32,0
552,2.0,1.0,45,9,0.0,2,1.0,0.0,26752.56,0
655,0.0,0.0,50,10,0.0,4,1.0,0.0,179267.94,1
595,2.0,0.0,43,5,0.0,2,0.0,0.0,105149.8,0
660,1.0,1.0,31,9,125189.75,2,1.0,1.0,139874.43,0
809,1.0,1.0,41,1,79706.25,2,1.0,0.0,165675.01,0
623,0.0,1.0,23,1,106012.2,2,0.0,1.0,191415.94,0
684,0.0,0.0,48,3,73309.38,1,0.0,0.0,21228.34,1
650,0.0,0.0,31,1,160566.11,2,0.0,0.0,27073.81,0
535,1.0,1.0,38,8,127475.24,1,0.0,0.0,60775.76,1
477,0.0,1.0,27,1,128554.98,1,1.0,1.0,133173.19,0
695,2.0,1.0,44,8,0.0,2,1.0,1.0,70974.13,0
847,2.0,0.0,37,9,112712.17,1,1.0,0.0,116097.26,0
764,0.0,0.0,39,5,81042.42,1,0.0,1.0,109805.17,0
640,1.0,1.0,26,5,90402.77,1,1.0,1.0,3298.65,0
750,1.0,0.0,37,1,133199.71,2,1.0,1.0,27366.77,0
614,2.0,1.0,36,5,0.0,2,1.0,0.0,130610.78,0
701,0.0,0.0,37,3,0.0,2,1.0,1.0,164268.28,0
661,0.0,1.0,35,5,0.0,1,1.0,0.0,155394.52,0
515,0.0,1.0,48,5,129387.94,1,0.0,1.0,147955.91,1
607,1.0,0.0,37,4,135927.06,1,0.0,0.0,180890.4,0
608,0.0,0.0,62,8,144976.5,1,0.0,0.0,175836.03,1
630,1.0,1.0,29,6,131354.39,1,0.0,1.0,9324.31,1
511,0.0,1.0,58,0,149117.31,1,1.0,1.0,162599.51,0
784,2.0,1.0,33,10,0.0,2,1.0,0.0,162022.47,0
725,0.0,1.0,45,1,129855.32,1,0.0,0.0,24218.65,0
551,1.0,0.0,30,2,143340.44,1,1.0,0.0,145796.49,0
613,2.0,1.0,29,0,0.0,2,0.0,1.0,133897.32,0
606,0.0,1.0,47,3,93578.68,2,0.0,1.0,137720.56,1
521,0.0,0.0,77,6,0.0,2,1.0,1.0,49054.1,0
613,1.0,1.0,69,9,78778.49,1,0.0,1.0,8751.59,0
567,2.0,0.0,45,1,157320.51,1,1.0,0.0,62193.92,0
650,0.0,0.0,39,4,0.0,2,0.0,0.0,186275.7,0
741,1.0,0.0,19,8,108711.57,2,1.0,0.0,24857.25,0
579,0.0,0.0,39,3,166501.17,2,1.0,0.0,93835.64,0
752,1.0,0.0,38,10,101648.5,2,1.0,0.0,172001.44,0
643,2.0,0.0,20,0,133313.34,1,1.0,1.0,3965.69,0
594,0.0,1.0,61,3,62391.22,1,1.0,1.0,192434.11,0
513,0.0,1.0,30,5,0.0,2,1.0,0.0,162523.66,0
656,2.0,0.0,34,6,59877.33,1,1.0,0.0,14032.62,1
778,1.0,0.0,35,1,151958.19,3,1.0,1.0,131238.37,1
561,0.0,1.0,56,7,152759.0,2,1.0,0.0,133167.11,1
499,0.0,0.0,38,9,0.0,2,0.0,1.0,183042.2,0
520,0.0,0.0,39,6,145644.05,1,0.0,0.0,104118.93,0
350,0.0,1.0,51,10,0.0,1,1.0,1.0,125823.79,1
584,0.0,1.0,28,10,0.0,2,1.0,0.0,19834.32,0
628,2.0,0.0,55,7,0.0,3,1.0,0.0,85890.75,1
651,0.0,1.0,40,4,0.0,2,1.0,1.0,147715.83,0
513,0.0,0.0,43,9,0.0,2,1.0,0.0,152499.8,0
596,1.0,1.0,48,2,131326.47,1,0.0,0.0,1140.02,1
469,2.0,1.0,37,9,96776.49,1,1.0,1.0,119890.86,0
696,1.0,1.0,31,3,150604.52,1,0.0,0.0,5566.6,0
717,2.0,0.0,22,6,101060.25,1,0.0,1.0,84699.56,0
711,0.0,0.0,38,2,129022.06,2,1.0,1.0,14374.86,1
678,0.0,0.0,48,2,0.0,2,1.0,1.0,32301.88,0
605,2.0,0.0,48,10,150315.92,1,0.0,1.0,133486.36,0
420,1.0,0.0,31,1,108377.75,2,1.0,1.0,9904.63,0
631,0.0,1.0,33,7,0.0,1,1.0,1.0,58043.02,1
713,0.0,0.0,32,1,117094.02,1,0.0,0.0,149558.83,1
608,1.0,1.0,42,8,131390.75,2,1.0,0.0,71178.09,0
775,1.0,1.0,36,2,109949.05,2,0.0,1.0,71682.54,0
714,0.0,1.0,54,7,126113.28,1,1.0,0.0,112777.38,0
658,1.0,0.0,31,3,133003.03,1,0.0,1.0,146339.27,1
834,2.0,1.0,34,5,0.0,2,0.0,0.0,53437.1,0
677,1.0,0.0,26,6,98723.67,1,0.0,1.0,151146.67,0
494,0.0,1.0,25,6,0.0,2,0.0,1.0,109988.09,0
806,1.0,1.0,30,8,168078.83,1,1.0,0.0,85028.36,1
601,0.0,1.0,35,2,0.0,2,1.0,1.0,118983.18,0
592,0.0,0.0,62,5,0.0,1,1.0,1.0,100941.57,0
751,0.0,0.0,39,3,0.0,2,1.0,1.0,84175.34,0
601,2.0,0.0,42,4,96763.89,1,1.0,1.0,199242.65,0
578,0.0,0.0,35,2,0.0,2,0.0,1.0,26389.92,0
650,2.0,0.0,23,5,0.0,1,1.0,1.0,180622.43,0
705,2.0,0.0,57,3,0.0,2,1.0,1.0,34134.14,0
656,1.0,0.0,46,7,141535.52,1,1.0,0.0,50595.15,1
645,2.0,1.0,45,4,0.0,1,0.0,1.0,174916.85,1
507,0.0,0.0,35,2,0.0,2,1.0,0.0,97633.93,0
454,2.0,1.0,40,2,123177.01,1,1.0,0.0,148309.98,0
711,1.0,0.0,53,5,123805.03,1,1.0,0.0,102428.51,0
741,2.0,1.0,39,7,143637.58,2,0.0,1.0,174227.66,0
633,2.0,0.0,33,4,92855.02,1,1.0,1.0,159813.18,0
565,1.0,0.0,38,7,145400.69,2,1.0,1.0,83844.79,0
655,2.0,1.0,34,1,116114.93,1,1.0,1.0,49492.15,0
699,2.0,1.0,31,6,114493.68,1,0.0,0.0,138396.32,0
625,2.0,0.0,31,8,0.0,2,1.0,0.0,151843.54,0
606,1.0,1.0,40,9,95293.86,2,0.0,1.0,96985.58,0
647,2.0,0.0,64,1,91216.0,1,1.0,1.0,41800.18,0
589,1.0,1.0,55,7,119961.48,1,1.0,0.0,65156.83,1
652,0.0,1.0,38,6,0.0,2,1.0,1.0,145700.22,0
732,1.0,0.0,61,9,94867.18,2,1.0,1.0,157527.6,1
691,0.0,0.0,29,9,0.0,2,0.0,0.0,199635.93,0
680,1.0,1.0,30,4,108300.27,2,0.0,1.0,44384.57,1
609,1.0,0.0,40,10,137389.77,2,1.0,0.0,170122.22,0
415,2.0,1.0,53,5,167259.44,1,1.0,1.0,22357.25,0
727,2.0,0.0,31,0,0.0,1,1.0,0.0,121751.04,1
508,0.0,1.0,49,1,93817.41,2,1.0,1.0,132468.76,1
551,1.0,1.0,54,5,102994.04,1,1.0,0.0,176680.16,1
655,1.0,1.0,41,8,125561.97,1,0.0,0.0,164040.94,1
729,1.0,1.0,29,5,109676.52,1,1.0,1.0,25548.47,0
568,1.0,1.0,46,8,150836.92,1,0.0,0.0,64516.8,1
452,0.0,1.0,35,4,148172.44,1,1.0,1.0,4175.68,0
685,0.0,0.0,33,1,0.0,3,0.0,1.0,70221.13,1
667,0.0,1.0,40,8,72945.29,2,1.0,0.0,98931.5,0
680,2.0,0.0,30,3,0.0,1,1.0,0.0,160131.58,0
740,1.0,1.0,33,2,126524.11,1,1.0,0.0,136869.31,0
644,0.0,1.0,44,5,73348.56,1,1.0,0.0,157166.79,1
511,2.0,0.0,29,9,0.0,2,0.0,1.0,140676.98,0
629,2.0,1.0,34,1,121151.05,1,0.0,0.0,119357.93,0
708,2.0,1.0,46,7,68799.72,1,1.0,1.0,39704.14,0
577,2.0,1.0,41,4,89015.61,1,0.0,1.0,135227.23,0
655,0.0,1.0,37,5,93147.0,2,1.0,0.0,66214.13,0
564,0.0,0.0,28,1,0.0,1,1.0,1.0,162428.05,0
850,1.0,0.0,47,4,99219.47,2,1.0,1.0,122141.13,0
729,0.0,1.0,44,6,0.0,2,1.0,0.0,151733.43,0
790,0.0,0.0,33,10,135120.72,1,0.0,0.0,195204.99,0
648,1.0,1.0,44,9,111369.79,2,1.0,1.0,91947.74,0
776,0.0,1.0,39,8,125211.55,2,1.0,0.0,144496.07,0
592,0.0,1.0,54,8,0.0,1,1.0,1.0,28737.71,1
619,2.0,0.0,38,6,0.0,2,1.0,1.0,117616.29,0
548,2.0,1.0,39,7,131468.44,1,1.0,0.0,164975.82,0
649,1.0,0.0,37,8,114737.26,1,1.0,1.0,106655.88,1
580,2.0,1.0,61,8,125921.37,1,1.0,1.0,94677.83,0
498,0.0,0.0,30,1,0.0,2,0.0,0.0,135795.53,0
635,2.0,0.0,37,3,0.0,2,1.0,0.0,91086.73,0
834,0.0,0.0,49,2,131394.56,1,0.0,0.0,194365.76,1
614,2.0,1.0,66,2,0.0,2,0.0,1.0,180082.7,0
850,1.0,1.0,44,2,112755.34,2,0.0,0.0,158171.36,0
444,0.0,1.0,36,7,0.0,2,0.0,1.0,138743.86,0
664,1.0,1.0,36,6,71142.77,2,1.0,0.0,122433.09,0
741,2.0,1.0,35,6,74371.49,1,0.0,0.0,99595.67,0
710,0.0,1.0,47,5,158623.14,1,0.0,0.0,83499.89,1
606,0.0,1.0,40,6,119501.88,2,1.0,0.0,46774.94,0
593,0.0,1.0,32,6,99162.29,1,1.0,0.0,128384.11,0
746,0.0,1.0,36,7,142400.77,1,1.0,1.0,193438.69,0
634,1.0,0.0,31,8,76798.92,1,0.0,0.0,196021.73,0
644,0.0,1.0,50,9,76817.0,4,1.0,0.0,196371.13,1
799,0.0,0.0,63,1,110314.21,2,1.0,0.0,37464.0,1
565,1.0,0.0,58,3,108888.24,3,0.0,1.0,135875.51,1
726,0.0,1.0,29,7,0.0,2,1.0,1.0,91844.14,1
621,2.0,1.0,39,8,0.0,2,1.0,0.0,36122.96,0
690,1.0,1.0,44,9,100368.63,2,0.0,0.0,35342.33,0
606,1.0,1.0,48,4,132403.56,1,0.0,0.0,36091.91,1
624,1.0,0.0,48,3,122388.38,2,0.0,0.0,30020.09,0
786,0.0,1.0,34,3,137361.96,1,0.0,0.0,183682.09,0
620,0.0,0.0,33,9,127638.35,1,1.0,1.0,192717.57,0
621,0.0,0.0,40,6,0.0,1,1.0,0.0,155155.25,0
850,1.0,0.0,40,4,97990.49,2,0.0,0.0,106691.02,0
740,0.0,0.0,37,7,0.0,2,1.0,1.0,194270.91,0
659,0.0,0.0,49,1,0.0,1,1.0,0.0,116249.72,1
586,2.0,1.0,34,5,168094.01,1,0.0,0.0,20058.61,0
636,1.0,1.0,67,7,136709.35,1,0.0,1.0,66753.1,1
551,0.0,0.0,36,5,0.0,1,1.0,0.0,183479.12,0
767,2.0,0.0,24,5,0.0,2,1.0,1.0,67445.85,0
798,1.0,0.0,38,4,129055.13,1,1.0,0.0,157147.59,0
502,0.0,0.0,42,8,159660.8,3,1.0,0.0,113931.57,1
479,0.0,0.0,35,2,113090.4,1,1.0,0.0,195649.79,0
687,0.0,1.0,35,9,0.0,2,0.0,1.0,73133.82,0
607,1.0,1.0,39,2,84468.67,2,1.0,1.0,121945.42,0
767,0.0,1.0,48,9,0.0,2,0.0,1.0,175458.21,0
601,0.0,0.0,46,3,98202.76,1,0.0,0.0,137763.93,0
702,2.0,0.0,26,4,135219.57,1,0.0,1.0,59747.63,0
668,2.0,0.0,30,8,0.0,2,1.0,0.0,138465.7,0
850,1.0,0.0,30,3,104911.35,2,1.0,1.0,42933.26,0
782,0.0,1.0,36,5,81210.72,2,0.0,1.0,108003.38,0
599,1.0,0.0,49,10,143888.22,2,1.0,1.0,166236.38,1
590,2.0,0.0,23,7,0.0,2,1.0,0.0,196789.9,0
712,0.0,1.0,23,2,0.0,2,0.0,1.0,66795.78,0
769,0.0,0.0,25,10,0.0,2,0.0,0.0,187925.75,0
632,2.0,0.0,29,7,80922.75,1,1.0,0.0,7820.78,0
651,1.0,1.0,26,5,147037.32,1,0.0,0.0,141763.26,0
773,2.0,1.0,37,2,103195.2,2,1.0,0.0,178268.36,0
527,1.0,0.0,30,6,126663.51,1,1.0,1.0,162267.91,0
705,0.0,0.0,50,4,77065.9,2,0.0,1.0,145159.26,0
