Marital_status,Application_mode,Application_order,Course,Daytimeevening_attendance,Previous_qualification,Previous_qualification_grade,Nationality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,__target__
4.0,5.0,1,5.0,0.0,15.0,114.0,14.0,9.0,9.0,29.0,35.0,135.9,0.0,0.0,0.0,1.0,1.0,0.0,26,0.0,9,14,14,14,14.0,0,7,13,13,13,13.615384615384617,0,15.5,2.8,-4.06,2
4.0,0.0,3,5.0,0.0,15.0,127.0,14.0,9.0,9.0,18.0,35.0,141.0,1.0,0.0,0.0,1.0,1.0,1.0,19,0.0,0,6,6,6,15.166666666666666,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,2
4.0,0.0,2,8.0,0.0,15.0,124.0,14.0,16.0,20.0,11.0,1.0,114.6,1.0,0.0,0.0,1.0,0.0,0.0,21,0.0,0,6,8,5,12.8,0,0,6,7,5,11.2,0,11.1,0.6,2.02,2
4.0,14.0,1,1.0,0.0,15.0,100.0,14.0,10.0,11.0,29.0,28.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,41,0.0,8,12,17,12,11.833333333333334,0,3,12,22,9,12.7,0,15.5,2.8,-4.06,2
4.0,0.0,1,14.0,1.0,15.0,115.0,14.0,8.0,9.0,29.0,35.0,115.0,1.0,0.0,0.0,1.0,0.0,0.0,28,0.0,0,6,8,5,12.8,0,0,6,8,5,11.0,0,9.4,-0.8,-3.12,2
4.0,0.0,1,5.0,0.0,15.0,115.0,14.0,9.0,28.0,11.0,16.0,123.4,0.0,0.0,0.0,1.0,0.0,0.0,23,0.0,1,6,8,6,13.0,1,0,6,8,6,11.875,0,13.9,-0.3,0.79,2
4.0,14.0,1,10.0,1.0,15.0,120.0,14.0,10.0,11.0,4.0,8.0,147.8,0.0,0.0,0.0,1.0,0.0,0.0,40,0.0,0,5,9,4,11.25,0,0,5,6,5,12.0,0,13.9,-0.3,0.79,1
4.0,3.0,2,2.0,0.0,15.0,141.0,14.0,9.0,11.0,29.0,42.0,136.1,1.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,1
4.0,0.0,2,11.0,0.0,15.0,140.0,14.0,24.0,28.0,26.0,35.0,131.0,1.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,8,8,8,13.88125,0,0,8,8,8,13.88125,0,9.4,-0.8,-3.12,2
3.0,14.0,1,4.0,0.0,15.0,120.0,14.0,8.0,28.0,29.0,28.0,153.8,0.0,0.0,1.0,1.0,1.0,0.0,35,0.0,0,7,9,0,0.0,0,0,7,8,0,0.0,0,11.1,0.6,2.02,0
4.0,0.0,3,5.0,0.0,15.0,147.0,14.0,28.0,11.0,18.0,35.0,135.8,1.0,0.0,0.0,1.0,0.0,0.0,20,0.0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,9.4,-0.8,-3.12,2
4.0,0.0,6,11.0,0.0,15.0,118.0,14.0,8.0,9.0,18.0,28.0,114.2,1.0,0.0,0.0,1.0,0.0,0.0,20,0.0,0,7,9,6,13.683333333333332,0,0,8,11,6,13.116666666666667,0,11.1,0.6,2.02,2
4.0,14.0,1,7.0,0.0,9.0,120.0,14.0,24.0,28.0,18.0,3.0,146.8,0.0,0.0,0.0,1.0,1.0,0.0,25,0.0,2,5,6,5,14.2,0,1,5,5,2,13.5,0,16.2,0.3,-0.92,1
4.0,17.0,1,9.0,0.0,15.0,130.0,14.0,10.0,9.0,29.0,32.0,130.0,1.0,0.0,0.0,1.0,0.0,0.0,26,0.0,3,5,5,4,13.0,0,1,5,7,2,12.0,0,9.4,-0.8,-3.12,1
4.0,8.0,2,6.0,0.0,8.0,140.0,14.0,28.0,33.0,27.0,39.0,140.0,0.0,0.0,0.0,1.0,0.0,0.0,25,0.0,0,5,9,0,0.0,4,0,5,9,0,0.0,3,10.8,1.4,1.74,0
4.0,3.0,3,7.0,0.0,15.0,117.0,14.0,24.0,19.0,11.0,37.0,119.8,1.0,0.0,0.0,1.0,1.0,0.0,19,0.0,0,5,10,2,11.0,0,0,6,10,0,0.0,0,11.1,0.6,2.02,0
4.0,0.0,1,16.0,0.0,15.0,133.1,14.0,10.0,9.0,24.0,28.0,106.0,1.0,0.0,0.0,1.0,0.0,1.0,21,0.0,0,6,13,6,16.153846153846153,0,0,6,10,6,15.75,0,15.5,2.8,-4.06,2
4.0,0.0,3,11.0,0.0,15.0,137.0,14.0,8.0,9.0,18.0,35.0,122.7,1.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,7,8,7,13.778571428571428,0,0,8,10,8,13.122222222222222,0,16.2,0.3,-0.92,2
4.0,3.0,1,16.0,0.0,15.0,129.0,14.0,24.0,11.0,29.0,42.0,118.2,1.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,5,7,4,13.25,0,0,5,8,5,15.571428571428571,0,10.8,1.4,1.74,2
4.0,0.0,1,16.0,0.0,15.0,119.0,14.0,15.0,28.0,1.0,17.0,113.1,1.0,0.0,0.0,1.0,0.0,0.0,21,0.0,0,5,6,5,12.2,0,0,5,5,5,13.2,0,10.8,1.4,1.74,2
4.0,14.0,1,7.0,0.0,15.0,139.0,14.0,9.0,10.0,29.0,35.0,110.3,0.0,0.0,1.0,1.0,1.0,0.0,24,0.0,0,5,12,1,10.0,0,0,5,11,1,11.0,0,8.9,1.4,3.51,1
4.0,14.0,1,15.0,0.0,15.0,100.0,14.0,16.0,10.0,11.0,28.0,115.0,0.0,0.0,0.0,0.0,1.0,0.0,24,0.0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,0
4.0,3.0,3,15.0,0.0,15.0,114.0,17.0,8.0,20.0,29.0,17.0,127.3,1.0,0.0,1.0,0.0,0.0,0.0,20,1.0,0,6,14,3,12.333333333333334,0,0,6,16,0,0.0,0,10.8,1.4,1.74,0
4.0,0.0,4,8.0,0.0,15.0,136.0,14.0,24.0,26.0,29.0,3.0,121.7,1.0,0.0,0.0,1.0,0.0,1.0,22,0.0,0,6,7,5,13.2,0,0,6,7,5,13.6,0,12.4,0.5,1.79,2
4.0,0.0,3,8.0,0.0,15.0,143.0,9.0,9.0,10.0,1.0,42.0,133.9,1.0,0.0,0.0,1.0,1.0,1.0,18,1.0,0,6,7,6,13.5,0,0,6,7,6,13.0,0,16.2,0.3,-0.92,2
4.0,3.0,1,7.0,0.0,15.0,132.0,14.0,10.0,11.0,29.0,8.0,119.4,1.0,0.0,0.0,1.0,1.0,0.0,21,0.0,0,5,8,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0
4.0,5.0,1,13.0,0.0,15.0,120.0,14.0,24.0,9.0,1.0,17.0,118.3,0.0,0.0,0.0,1.0,0.0,1.0,20,0.0,8,11,12,11,12.0,0,6,11,14,11,12.75,0,13.9,-0.3,0.79,2
4.0,4.0,1,6.0,0.0,15.0,146.0,14.0,16.0,20.0,18.0,37.0,137.8,0.0,0.0,0.0,1.0,1.0,0.0,18,0.0,0,6,11,5,13.6,0,0,6,13,3,12.666666666666666,0,13.9,-0.3,0.79,0
4.0,17.0,1,7.0,0.0,15.0,140.0,14.0,16.0,20.0,11.0,37.0,133.6,1.0,0.0,0.0,1.0,1.0,0.0,22,0.0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,10.8,1.4,1.74,0
3.0,5.0,1,0.0,0.0,15.0,120.0,14.0,28.0,33.0,27.0,39.0,128.2,0.0,0.0,0.0,1.0,1.0,0.0,35,0.0,0,5,5,0,0.0,0,0,5,5,1,10.0,0,9.4,-0.8,-3.12,0
4.0,3.0,2,16.0,0.0,15.0,120.0,14.0,24.0,28.0,29.0,3.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0,5,8,2,10.5,0,0,5,8,2,12.333333333333334,0,7.6,2.6,0.32,0
4.0,0.0,1,11.0,0.0,15.0,121.0,14.0,24.0,28.0,1.0,1.0,114.9,0.0,0.0,0.0,1.0,1.0,1.0,21,0.0,0,7,9,6,13.342857142857143,0,0,8,10,7,11.65,0,12.4,0.5,1.79,2
3.0,5.0,1,10.0,1.0,8.0,130.0,14.0,10.0,11.0,29.0,42.0,130.0,0.0,0.0,0.0,1.0,0.0,0.0,41,0.0,5,10,11,10,14.3,0,5,10,10,10,14.2,0,12.7,3.7,-1.7,2
4.0,3.0,5,13.0,0.0,15.0,134.0,14.0,8.0,11.0,29.0,42.0,126.0,0.0,0.0,1.0,0.0,0.0,0.0,21,0.0,0,6,10,5,11.833333333333334,0,0,6,10,5,13.2,0,13.9,-0.3,0.79,0
4.0,3.0,1,0.0,0.0,15.0,133.1,14.0,24.0,11.0,1.0,42.0,96.0,1.0,0.0,0.0,1.0,0.0,1.0,25,0.0,0,6,8,6,11.285714285714286,0,0,6,10,5,12.2,0,15.5,2.8,-4.06,1
4.0,0.0,3,11.0,0.0,15.0,139.0,14.0,24.0,10.0,29.0,17.0,130.3,1.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,8,8,8,14.15375,0,0,8,8,8,14.15375,0,9.4,-0.8,-3.12,2
4.0,3.0,1,13.0,0.0,15.0,148.0,14.0,24.0,28.0,1.0,42.0,129.8,0.0,0.0,0.0,1.0,0.0,0.0,20,0.0,0,6,11,5,10.6,0,0,6,11,4,10.4,0,15.5,2.8,-4.06,1
4.0,0.0,1,0.0,0.0,15.0,141.0,14.0,9.0,9.0,29.0,42.0,130.5,0.0,0.0,0.0,1.0,1.0,0.0,19,0.0,0,6,8,6,14.25,0,0,6,7,6,13.857142857142858,0,11.1,0.6,2.02,2
1.0,14.0,1,15.0,0.0,15.0,133.1,14.0,15.0,19.0,26.0,37.0,103.0,0.0,0.0,0.0,1.0,0.0,0.0,62,0.0,0,6,7,6,15.0,0,0,6,10,6,12.833333333333334,0,10.8,1.4,1.74,2
4.0,0.0,1,13.0,0.0,15.0,134.0,14.0,24.0,28.0,1.0,42.0,124.2,1.0,0.0,1.0,1.0,0.0,1.0,19,0.0,0,6,6,6,12.833333333333334,0,0,6,6,6,12.666666666666666,0,9.4,-0.8,-3.12,2
4.0,0.0,1,16.0,0.0,15.0,138.0,14.0,9.0,10.0,11.0,17.0,131.0,1.0,0.0,0.0,1.0,0.0,0.0,18,0.0,0,5,9,5,12.666666666666666,2,0,5,7,4,13.0,0,9.4,-0.8,-3.12,1
4.0,15.0,1,16.0,0.0,14.0,150.0,14.0,24.0,10.0,1.0,16.0,145.2,1.0,0.0,0.0,1.0,0.0,0.0,20,0.0,7,11,13,11,14.615384615384617,0,4,9,11,9,13.7,0,8.9,1.4,3.51,2
4.0,3.0,1,15.0,0.0,15.0,132.0,14.0,8.0,9.0,27.0,28.0,126.1,0.0,0.0,0.0,1.0,1.0,0.0,20,0.0,0,6,9,4,10.75,0,0,6,12,0,0.0,0,7.6,2.6,0.32,0
3.0,5.0,1,10.0,1.0,7.0,120.0,14.0,10.0,11.0,29.0,42.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,9,12,12,9,12.22222222222222,2,9,12,12,9,13.0,0,9.4,-0.8,-3.12,0
4.0,0.0,6,11.0,0.0,15.0,138.0,14.0,20.0,10.0,26.0,17.0,124.7,1.0,0.0,0.0,1.0,1.0,0.0,18,0.0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,16.2,0.3,-0.92,0
4.0,0.0,1,5.0,0.0,15.0,132.0,14.0,24.0,28.0,1.0,42.0,136.6,1.0,0.0,0.0,1.0,1.0,0.0,19,0.0,0,6,7,5,11.4,0,0,6,10,3,11.0,3,7.6,2.6,0.32,1
4.0,6.0,1,9.0,0.0,15.0,135.0,14.0,24.0,28.0,1.0,1.0,118.5,0.0,0.0,0.0,1.0,0.0,0.0,25,0.0,0,5,12,2,10.5,0,0,5,5,0,0.0,0,11.1,0.6,2.02,0
4.0,15.0,1,15.0,0.0,14.0,110.0,14.0,24.0,28.0,1.0,35.0,111.8,1.0,0.0,0.0,1.0,0.0,1.0,21,0.0,0,6,7,6,10.571428571428571,0,0,6,8,5,11.0,0,8.9,1.4,3.51,2
4.0,5.0,1,10.0,1.0,12.0,160.0,14.0,16.0,20.0,26.0,32.0,125.0,0.0,0.0,0.0,1.0,1.0,0.0,26,0.0,0,5,7,5,12.6,0,0,5,7,5,13.714285714285714,0,13.9,-0.3,0.79,2
3.0,14.0,1,0.0,0.0,15.0,150.0,14.0,10.0,10.0,29.0,1.0,135.6,0.0,0.0,0.0,1.0,0.0,1.0,43,0.0,0,6,8,5,11.0,0,0,6,9,5,13.0,0,12.4,0.5,1.79,2
4.0,0.0,1,11.0,0.0,15.0,149.0,14.0,8.0,11.0,29.0,42.0,139.5,0.0,0.0,0.0,1.0,1.0,1.0,18,0.0,0,8,8,8,15.3,0,0,8,8,8,15.3,0,9.4,-0.8,-3.12,2
4.0,0.0,2,11.0,0.0,15.0,138.0,14.0,16.0,20.0,26.0,37.0,127.5,1.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,7,7,7,14.485714285714286,0,0,8,9,8,14.58888888888889,0,16.2,0.3,-0.92,2
4.0,3.0,1,5.0,0.0,15.0,118.0,14.0,8.0,10.0,29.0,17.0,111.0,1.0,0.0,0.0,1.0,0.0,0.0,21,0.0,0,6,6,6,12.5,0,0,6,6,6,12.666666666666666,0,7.6,2.6,0.32,2
4.0,5.0,1,5.0,0.0,15.0,115.0,14.0,22.0,26.0,22.0,3.0,115.0,0.0,0.0,1.0,1.0,1.0,0.0,21,0.0,5,11,12,9,11.77777777777778,0,3,8,11,3,13.666666666666666,0,15.5,2.8,-4.06,0
3.0,14.0,1,14.0,1.0,13.0,133.1,14.0,28.0,33.0,27.0,39.0,135.0,0.0,0.0,0.0,1.0,0.0,0.0,51,0.0,0,6,12,0,0.0,0,1,6,11,0,0.0,1,7.6,2.6,0.32,0
4.0,0.0,1,2.0,0.0,15.0,127.0,14.0,24.0,28.0,1.0,17.0,126.3,1.0,0.0,1.0,1.0,1.0,0.0,21,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,0
4.0,9.0,1,15.0,0.0,15.0,160.0,14.0,24.0,20.0,11.0,17.0,142.5,1.0,0.0,0.0,0.0,1.0,0.0,19,0.0,0,6,6,6,14.0,0,0,6,6,6,13.666666666666666,0,13.9,-0.3,0.79,2
4.0,8.0,1,14.0,1.0,8.0,130.0,14.0,10.0,9.0,27.0,28.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.0,0,6,12,1,11.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,0
4.0,14.0,1,10.0,1.0,15.0,120.0,14.0,28.0,33.0,27.0,39.0,120.5,1.0,0.0,0.0,1.0,1.0,0.0,30,0.0,0,5,5,2,11.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0
4.0,3.0,3,16.0,0.0,15.0,128.0,14.0,24.0,10.0,1.0,26.0,124.2,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0,5,8,2,11.5,0,0,5,7,2,10.5,0,7.6,2.6,0.32,0
3.0,14.0,1,12.0,0.0,15.0,120.0,14.0,10.0,11.0,29.0,1.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,0,7,18,6,10.25,0,0,7,14,4,11.25,0,12.7,3.7,-1.7,0
4.0,8.0,1,11.0,0.0,8.0,140.0,14.0,28.0,33.0,27.0,39.0,140.0,0.0,0.0,0.0,1.0,0.0,0.0,28,0.0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,0
4.0,3.0,1,13.0,0.0,15.0,128.0,14.0,9.0,10.0,18.0,1.0,116.5,0.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,6,8,5,10.8,0,0,6,9,6,10.5,0,12.4,0.5,1.79,2
4.0,5.0,1,11.0,0.0,15.0,134.0,14.0,8.0,10.0,18.0,16.0,120.7,0.0,0.0,0.0,1.0,0.0,1.0,19,0.0,0,7,9,6,13.0,0,0,8,11,8,13.927272727272726,0,16.2,0.3,-0.92,2
4.0,17.0,1,10.0,1.0,15.0,160.0,14.0,24.0,19.0,1.0,17.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0,30,0.0,4,7,9,7,14.142857142857142,0,1,5,5,5,14.8,0,7.6,2.6,0.32,2
4.0,3.0,1,8.0,0.0,15.0,120.0,14.0,10.0,11.0,18.0,28.0,125.3,0.0,0.0,0.0,1.0,0.0,0.0,18,0.0,0,6,9,6,12.5,0,0,6,9,6,13.0,0,7.6,2.6,0.32,2
4.0,0.0,6,11.0,0.0,15.0,144.0,14.0,9.0,10.0,29.0,42.0,130.5,1.0,0.0,0.0,1.0,0.0,0.0,18,0.0,0,8,12,7,11.971428571428572,0,0,8,12,7,11.971428571428572,0,12.7,3.7,-1.7,2
4.0,0.0,2,8.0,0.0,15.0,132.0,14.0,24.0,19.0,29.0,17.0,128.2,1.0,0.0,0.0,1.0,0.0,1.0,19,0.0,0,6,7,6,12.333333333333334,0,0,6,6,6,13.5,0,9.4,-0.8,-3.12,2
4.0,0.0,1,13.0,0.0,15.0,133.0,1.0,9.0,10.0,29.0,42.0,119.7,1.0,0.0,1.0,1.0,0.0,1.0,19,1.0,0,6,8,6,12.666666666666666,0,0,6,7,6,12.666666666666666,0,8.9,1.4,3.51,2
4.0,14.0,1,16.0,0.0,15.0,130.0,14.0,28.0,28.0,27.0,37.0,128.2,0.0,0.0,0.0,1.0,1.0,0.0,25,0.0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0
4.0,14.0,1,14.0,1.0,5.0,133.1,14.0,9.0,10.0,17.0,24.0,131.5,0.0,0.0,1.0,1.0,0.0,1.0,39,0.0,0,6,9,6,11.833333333333334,0,0,6,9,4,13.75,0,11.1,0.6,2.02,2
4.0,0.0,3,5.0,0.0,15.0,122.0,14.0,10.0,11.0,29.0,42.0,125.9,1.0,0.0,0.0,1.0,1.0,1.0,20,0.0,0,6,6,6,15.5,0,0,6,7,6,12.166666666666666,0,12.4,0.5,1.79,2
4.0,0.0,1,5.0,0.0,15.0,130.0,14.0,8.0,11.0,11.0,8.0,135.6,1.0,0.0,0.0,1.0,0.0,1.0,19,0.0,0,6,9,5,12.0,0,0,6,10,2,11.333333333333334,0,8.9,1.4,3.51,0
4.0,17.0,1,5.0,0.0,15.0,100.0,14.0,16.0,19.0,26.0,37.0,115.9,0.0,0.0,0.0,1.0,0.0,0.0,29,0.0,9,10,15,9,11.555555555555555,0,7,11,17,10,11.9,0,9.4,-0.8,-3.12,1
4.0,5.0,2,12.0,0.0,15.0,120.0,14.0,24.0,10.0,1.0,17.0,110.2,0.0,0.0,0.0,1.0,0.0,0.0,27,0.0,0,7,9,7,12.228571428571428,0,1,8,10,8,13.2125,0,10.8,1.4,1.74,2
4.0,8.0,1,7.0,0.0,9.0,130.0,14.0,24.0,28.0,1.0,1.0,130.0,0.0,0.0,0.0,1.0,1.0,0.0,27,0.0,4,6,6,6,13.166666666666666,0,2,5,7,5,15.142857142857142,0,11.1,0.6,2.02,0
4.0,0.0,2,15.0,0.0,15.0,137.0,14.0,8.0,10.0,29.0,35.0,125.1,1.0,0.0,0.0,1.0,0.0,0.0,18,0.0,0,6,10,4,11.75,0,0,6,9,5,11.2,0,7.6,2.6,0.32,1
4.0,3.0,2,3.0,0.0,15.0,114.0,14.0,24.0,28.0,1.0,39.0,108.8,1.0,0.0,0.0,1.0,0.0,0.0,18,0.0,0,7,11,5,11.4,0,0,7,9,6,13.333333333333334,0,13.9,-0.3,0.79,1
4.0,0.0,1,0.0,0.0,15.0,157.0,14.0,9.0,9.0,29.0,35.0,146.2,1.0,0.0,0.0,1.0,0.0,1.0,20,0.0,0,6,8,6,15.25,0,0,6,7,6,14.714285714285714,0,11.1,0.6,2.02,2
4.0,0.0,1,13.0,0.0,15.0,117.0,14.0,9.0,10.0,29.0,42.0,111.8,1.0,0.0,0.0,1.0,1.0,0.0,19,0.0,0,6,9,4,11.5,0,0,6,12,3,11.0,0,8.9,1.4,3.51,0
4.0,3.0,1,16.0,0.0,15.0,131.0,14.0,24.0,20.0,1.0,32.0,129.3,1.0,0.0,0.0,1.0,0.0,0.0,19,0.0,0,5,10,4,11.25,1,0,5,10,3,10.333333333333334,0,12.7,3.7,-1.7,2
4.0,5.0,1,6.0,0.0,15.0,130.0,14.0,24.0,28.0,22.0,32.0,130.0,1.0,0.0,0.0,1.0,1.0,0.0,33,0.0,0,5,12,1,13.0,2,0,5,7,3,14.0,0,9.4,-0.8,-3.12,1
4.0,16.0,1,1.0,0.0,16.0,150.0,14.0,9.0,11.0,4.0,8.0,150.0,0.0,0.0,1.0,1.0,0.0,1.0,19,0.0,0,6,9,6,14.333333333333334,0,0,6,7,6,13.833333333333334,0,13.9,-0.3,0.79,2
4.0,0.0,3,11.0,0.0,15.0,140.0,14.0,9.0,11.0,29.0,42.0,125.5,1.0,0.0,0.0,1.0,0.0,1.0,19,0.0,0,8,8,7,14.232857142857142,0,0,8,8,7,14.232857142857142,0,10.8,1.4,1.74,2
4.0,3.0,1,13.0,0.0,15.0,133.1,14.0,8.0,9.0,3.0,44.0,146.0,0.0,0.0,1.0,1.0,0.0,1.0,19,0.0,0,6,6,6,12.666666666666666,0,0,6,7,6,13.0,0,8.9,1.4,3.51,2
4.0,0.0,2,2.0,0.0,15.0,135.0,14.0,9.0,10.0,1.0,35.0,149.0,1.0,0.0,0.0,1.0,1.0,0.0,22,0.0,14,17,21,17,12.578947368421051,0,15,17,20,17,12.117647058823527,0,11.1,0.6,2.02,2
4.0,3.0,2,0.0,0.0,15.0,128.0,14.0,10.0,9.0,18.0,16.0,121.7,0.0,0.0,0.0,1.0,1.0,1.0,20,0.0,0,5,5,5,12.4,0,0,5,5,4,10.75,0,9.4,-0.8,-3.12,2
4.0,0.0,1,9.0,0.0,15.0,150.0,20.0,10.0,11.0,29.0,42.0,134.6,0.0,0.0,0.0,1.0,1.0,0.0,20,1.0,0,5,5,5,13.6,0,0,5,7,5,13.0,0,9.4,-0.8,-3.12,2
4.0,14.0,1,0.0,0.0,15.0,120.0,14.0,24.0,10.0,1.0,28.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,25,0.0,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,2
4.0,0.0,1,15.0,0.0,15.0,133.1,14.0,8.0,10.0,11.0,17.0,98.6,0.0,0.0,0.0,1.0,0.0,0.0,21,0.0,0,6,16,2,11.0,0,0,6,12,0,0.0,0,12.7,3.7,-1.7,0
4.0,3.0,3,7.0,0.0,15.0,130.0,14.0,24.0,9.0,11.0,17.0,129.3,0.0,0.0,0.0,1.0,1.0,1.0,18,0.0,0,5,5,5,13.0,0,0,5,5,5,14.2,0,8.9,1.4,3.51,2
4.0,0.0,1,2.0,0.0,15.0,140.0,14.0,9.0,10.0,22.0,32.0,129.5,1.0,0.0,0.0,1.0,1.0,0.0,20,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,0
3.0,14.0,1,1.0,0.0,15.0,130.0,14.0,24.0,11.0,29.0,32.0,122.0,0.0,0.0,1.0,0.0,1.0,0.0,25,0.0,3,10,23,6,11.428571428571429,0,2,7,15,4,12.0,1,15.5,2.8,-4.06,0
4.0,17.0,1,7.0,0.0,15.0,120.0,14.0,17.0,21.0,26.0,37.0,115.0,0.0,0.0,0.0,1.0,1.0,0.0,30,0.0,1,6,9,2,15.0,0,1,6,7,2,13.5,0,15.5,2.8,-4.06,0
4.0,14.0,1,6.0,0.0,15.0,114.0,14.0,8.0,9.0,29.0,3.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0,24,0.0,0,6,9,6,12.571428571428571,0,0,6,10,5,12.833333333333334,0,11.1,0.6,2.02,0
4.0,5.0,1,16.0,0.0,16.0,150.0,14.0,8.0,11.0,4.0,8.0,150.0,1.0,0.0,0.0,1.0,0.0,1.0,21,0.0,2,7,15,3,13.0,2,1,5,12,5,13.285714285714286,1,10.8,1.4,1.74,2
4.0,0.0,1,0.0,0.0,15.0,154.0,14.0,24.0,28.0,18.0,35.0,154.7,0.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,5,6,5,11.8,0,0,5,5,5,12.6,0,9.4,-0.8,-3.12,2
4.0,0.0,1,11.0,0.0,15.0,129.0,14.0,9.0,10.0,18.0,28.0,119.6,1.0,0.0,0.0,1.0,0.0,1.0,20,0.0,0,7,8,7,14.00375,0,0,8,11,7,13.812857142857142,0,15.5,2.8,-4.06,2
4.0,0.0,1,10.0,1.0,15.0,130.0,14.0,15.0,11.0,11.0,42.0,131.4,0.0,0.0,0.0,1.0,1.0,0.0,34,0.0,0,5,6,5,12.4,0,0,5,9,5,13.428571428571429,0,13.9,-0.3,0.79,2
4.0,3.0,1,9.0,0.0,15.0,134.0,14.0,9.0,9.0,1.0,16.0,129.5,0.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,5,5,5,11.6,0,0,5,12,4,12.625,0,10.8,1.4,1.74,2
4.0,3.0,2,5.0,0.0,15.0,152.0,14.0,27.0,32.0,11.0,17.0,134.2,1.0,0.0,0.0,1.0,1.0,0.0,20,0.0,0,6,7,5,11.8,0,0,6,9,4,12.0,0,15.5,2.8,-4.06,1
4.0,6.0,1,5.0,0.0,15.0,117.0,14.0,17.0,28.0,26.0,3.0,120.0,1.0,0.0,0.0,1.0,0.0,0.0,21,0.0,0,6,7,5,12.2,0,0,6,7,4,12.6,0,8.9,1.4,3.51,1
4.0,16.0,1,2.0,0.0,16.0,110.0,14.0,24.0,28.0,22.0,35.0,114.2,0.0,0.0,0.0,1.0,1.0,0.0,19,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,0
4.0,0.0,1,3.0,0.0,15.0,126.0,14.0,16.0,28.0,26.0,28.0,116.9,1.0,1.0,0.0,1.0,0.0,0.0,18,0.0,0,7,10,6,10.666666666666666,0,0,7,12,6,12.833333333333334,0,13.9,-0.3,0.79,1
4.0,4.0,6,14.0,1.0,15.0,134.0,14.0,16.0,10.0,26.0,1.0,120.7,1.0,0.0,0.0,1.0,0.0,0.0,23,0.0,0,6,8,4,11.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,0
4.0,0.0,5,0.0,0.0,15.0,120.0,14.0,20.0,28.0,1.0,3.0,112.0,1.0,0.0,0.0,1.0,0.0,0.0,18,0.0,0,6,10,4,11.25,0,0,6,11,5,12.2,0,8.9,1.4,3.51,1
4.0,0.0,5,11.0,0.0,15.0,127.0,14.0,9.0,10.0,24.0,16.0,120.3,1.0,0.0,0.0,1.0,0.0,1.0,18,0.0,0,8,8,7,12.694285714285714,0,0,8,8,7,12.694285714285714,0,10.8,1.4,1.74,2
4.0,0.0,4,11.0,0.0,15.0,145.0,14.0,16.0,10.0,22.0,28.0,130.0,1.0,0.0,0.0,1.0,0.0,0.0,18,0.0,0,8,8,8,13.76125,0,0,8,8,8,13.76125,0,9.4,-0.8,-3.12,2
