age,job,marital,education,default,balance,housing,loan,contact,campaign,pdays,previous,poutcome,__target__
38,0.0,0.0,1.0,0.0,74,1.0,0.0,0.0,3,-1,0,3.0,0
51,2.0,0.0,1.0,0.0,1,1.0,1.0,0.0,1,-1,0,3.0,0
40,1.0,1.0,0.0,0.0,533,1.0,0.0,0.0,4,-1,0,3.0,0
32,1.0,1.0,1.0,0.0,2263,0.0,0.0,0.0,2,-1,0,3.0,0
67,5.0,1.0,1.0,0.0,1443,0.0,0.0,0.0,1,-1,0,3.0,1
31,9.0,1.0,1.0,0.0,535,0.0,0.0,0.0,2,-1,0,3.0,0
40,1.0,2.0,0.0,0.0,147,1.0,0.0,0.0,1,-1,0,3.0,0
41,9.0,1.0,1.0,0.0,-804,1.0,1.0,2.0,11,-1,0,3.0,0
54,1.0,2.0,3.0,0.0,6622,0.0,0.0,2.0,1,-1,0,3.0,0
39,9.0,1.0,2.0,0.0,99,0.0,0.0,0.0,2,-1,0,3.0,0
41,9.0,1.0,1.0,0.0,0,0.0,0.0,0.0,3,-1,0,3.0,0
27,1.0,1.0,2.0,0.0,417,1.0,1.0,2.0,2,-1,0,3.0,0
33,9.0,1.0,1.0,0.0,1029,1.0,0.0,0.0,5,-1,0,3.0,0
47,9.0,1.0,1.0,0.0,0,0.0,0.0,0.0,2,-1,0,3.0,0
37,4.0,1.0,2.0,0.0,6014,1.0,0.0,0.0,6,-1,0,3.0,0
46,1.0,1.0,3.0,0.0,8,0.0,0.0,0.0,6,-1,0,3.0,0
33,0.0,1.0,1.0,0.0,89,0.0,0.0,1.0,3,-1,0,3.0,0
49,1.0,1.0,1.0,0.0,26,1.0,0.0,2.0,2,-1,0,3.0,0
32,1.0,1.0,1.0,0.0,-39,1.0,0.0,0.0,2,-1,0,3.0,0
54,9.0,1.0,1.0,0.0,-777,0.0,1.0,0.0,2,-1,0,3.0,0
52,0.0,1.0,1.0,0.0,190,0.0,0.0,0.0,3,-1,0,3.0,0
32,9.0,2.0,1.0,0.0,535,1.0,1.0,2.0,2,-1,0,3.0,0
30,9.0,2.0,3.0,0.0,878,1.0,0.0,0.0,3,298,3,1.0,0
33,9.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1,-1,0,3.0,0
44,4.0,1.0,2.0,0.0,1858,0.0,0.0,0.0,4,-1,0,3.0,0
60,5.0,1.0,2.0,0.0,486,0.0,0.0,0.0,4,-1,0,3.0,0
54,7.0,1.0,1.0,0.0,1301,1.0,0.0,2.0,1,-1,0,3.0,0
28,1.0,2.0,1.0,0.0,476,0.0,0.0,0.0,1,-1,0,3.0,0
34,0.0,1.0,1.0,0.0,21,0.0,0.0,0.0,1,346,3,0.0,0
31,1.0,1.0,1.0,0.0,43,1.0,0.0,2.0,3,-1,0,3.0,0
30,7.0,1.0,3.0,0.0,840,0.0,0.0,0.0,2,-1,0,3.0,0
29,7.0,1.0,1.0,0.0,399,0.0,0.0,0.0,6,199,1,0.0,0
53,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1,655,5,0.0,0
30,4.0,2.0,2.0,0.0,114,0.0,0.0,0.0,4,-1,0,3.0,0
52,5.0,0.0,0.0,0.0,353,0.0,0.0,0.0,4,-1,0,3.0,0
57,1.0,0.0,1.0,0.0,1103,1.0,0.0,0.0,4,-1,0,3.0,0
49,9.0,1.0,0.0,0.0,1878,1.0,0.0,2.0,1,-1,0,3.0,0
30,4.0,1.0,2.0,0.0,549,0.0,0.0,0.0,8,-1,0,3.0,0
43,2.0,1.0,2.0,0.0,11532,1.0,0.0,1.0,1,-1,0,3.0,0
38,1.0,1.0,0.0,0.0,-275,0.0,0.0,0.0,3,-1,0,3.0,0
28,3.0,2.0,1.0,0.0,781,1.0,0.0,0.0,1,-1,0,3.0,0
50,1.0,1.0,0.0,0.0,3764,0.0,0.0,1.0,4,-1,0,3.0,0
51,1.0,1.0,1.0,0.0,160,1.0,0.0,0.0,1,359,1,0.0,0
29,0.0,1.0,1.0,0.0,-211,1.0,0.0,0.0,1,-1,0,3.0,0
36,4.0,1.0,2.0,0.0,6404,1.0,1.0,1.0,1,-1,0,3.0,0
61,6.0,0.0,2.0,0.0,52587,0.0,0.0,0.0,1,-1,0,3.0,1
34,9.0,1.0,1.0,0.0,210,1.0,1.0,0.0,1,-1,0,3.0,0
51,1.0,1.0,2.0,0.0,7816,1.0,0.0,2.0,2,-1,0,3.0,0
46,4.0,1.0,2.0,0.0,740,1.0,0.0,0.0,1,359,2,0.0,0
47,4.0,1.0,0.0,1.0,145,0.0,1.0,2.0,1,-1,0,3.0,0
44,1.0,0.0,1.0,0.0,427,1.0,0.0,0.0,1,-1,0,3.0,0
74,5.0,1.0,1.0,0.0,9480,0.0,0.0,0.0,1,-1,0,3.0,1
59,3.0,1.0,0.0,0.0,370,1.0,0.0,0.0,1,-1,0,3.0,0
49,4.0,1.0,2.0,0.0,20,1.0,0.0,0.0,1,-1,0,3.0,0
45,9.0,2.0,1.0,0.0,1044,1.0,0.0,2.0,8,-1,0,3.0,0
45,0.0,2.0,1.0,0.0,0,1.0,0.0,0.0,1,-1,0,3.0,0
42,9.0,2.0,2.0,0.0,24,0.0,0.0,0.0,1,-1,0,3.0,0
35,1.0,1.0,0.0,0.0,-239,1.0,0.0,2.0,1,-1,0,3.0,0
43,1.0,1.0,1.0,0.0,2706,1.0,1.0,2.0,1,-1,0,3.0,0
53,9.0,1.0,1.0,0.0,163,1.0,1.0,0.0,1,-1,0,3.0,0
23,8.0,2.0,3.0,0.0,854,1.0,0.0,2.0,2,-1,0,3.0,1
30,7.0,2.0,1.0,0.0,-143,1.0,0.0,0.0,1,-1,0,3.0,0
41,9.0,1.0,2.0,0.0,139,0.0,0.0,0.0,2,-1,0,3.0,0
31,1.0,2.0,0.0,0.0,-502,1.0,0.0,2.0,4,-1,0,3.0,0
52,6.0,1.0,2.0,0.0,4012,0.0,0.0,0.0,3,92,5,1.0,1
30,4.0,2.0,2.0,0.0,6495,0.0,0.0,0.0,3,-1,0,3.0,0
30,7.0,1.0,1.0,0.0,3929,1.0,0.0,0.0,1,-1,0,3.0,1
50,4.0,1.0,3.0,0.0,0,0.0,0.0,0.0,2,-1,0,3.0,0
34,1.0,1.0,0.0,0.0,157,1.0,0.0,2.0,17,-1,0,3.0,0
59,1.0,1.0,1.0,0.0,57,1.0,0.0,2.0,1,-1,0,3.0,0
40,1.0,1.0,0.0,0.0,-66,1.0,0.0,2.0,1,-1,0,3.0,0
60,5.0,1.0,2.0,0.0,2557,1.0,0.0,0.0,1,-1,0,3.0,1
35,4.0,2.0,2.0,0.0,0,0.0,0.0,0.0,2,-1,0,3.0,0
50,4.0,1.0,2.0,0.0,3284,1.0,0.0,0.0,2,271,3,0.0,0
38,9.0,2.0,1.0,0.0,382,1.0,0.0,0.0,2,-1,0,3.0,0
39,10.0,2.0,1.0,0.0,-114,1.0,0.0,0.0,1,-1,0,3.0,1
24,8.0,2.0,1.0,0.0,1925,0.0,0.0,0.0,1,-1,0,3.0,1
52,10.0,1.0,1.0,0.0,94,0.0,0.0,0.0,1,92,13,2.0,1
29,1.0,1.0,1.0,0.0,832,1.0,0.0,2.0,2,-1,0,3.0,0
56,3.0,1.0,0.0,0.0,445,0.0,0.0,0.0,6,-1,0,3.0,0
27,9.0,1.0,1.0,0.0,876,1.0,0.0,0.0,1,355,1,0.0,0
26,9.0,0.0,2.0,0.0,278,1.0,1.0,0.0,1,-1,0,3.0,0
31,10.0,2.0,1.0,0.0,8304,0.0,0.0,0.0,1,183,1,0.0,0
26,1.0,2.0,1.0,0.0,535,0.0,0.0,0.0,1,-1,0,3.0,1
76,5.0,0.0,0.0,0.0,2693,0.0,0.0,0.0,2,-1,0,3.0,1
39,1.0,1.0,1.0,0.0,1382,1.0,0.0,0.0,2,-1,0,3.0,1
47,4.0,1.0,0.0,0.0,1122,1.0,0.0,0.0,5,-1,0,3.0,0
30,0.0,2.0,3.0,0.0,0,1.0,0.0,0.0,2,-1,0,3.0,0
33,7.0,1.0,1.0,0.0,847,1.0,0.0,2.0,1,-1,0,3.0,0
36,9.0,1.0,1.0,0.0,195,1.0,0.0,2.0,2,-1,0,3.0,0
54,0.0,1.0,1.0,0.0,66,1.0,0.0,0.0,1,-1,0,3.0,1
33,1.0,1.0,0.0,0.0,1002,1.0,0.0,2.0,4,-1,0,3.0,0
59,5.0,1.0,0.0,0.0,5521,1.0,1.0,2.0,1,-1,0,3.0,0
36,4.0,2.0,2.0,0.0,171,0.0,0.0,2.0,4,-1,0,3.0,0
77,5.0,1.0,2.0,0.0,0,0.0,0.0,0.0,1,-1,0,3.0,0
30,9.0,1.0,1.0,0.0,398,1.0,0.0,0.0,2,238,2,0.0,0
51,0.0,0.0,1.0,0.0,212,1.0,1.0,0.0,1,-1,0,3.0,0
52,7.0,1.0,0.0,0.0,2618,1.0,0.0,0.0,2,-1,0,3.0,0
40,9.0,1.0,0.0,0.0,210,1.0,0.0,0.0,4,-1,0,3.0,0
26,1.0,0.0,1.0,0.0,241,1.0,0.0,2.0,1,-1,0,3.0,0
24,1.0,2.0,3.0,0.0,76,1.0,0.0,2.0,1,-1,0,3.0,0
39,7.0,1.0,1.0,0.0,1970,1.0,0.0,2.0,1,404,2,2.0,0
42,1.0,2.0,0.0,0.0,-376,1.0,0.0,0.0,1,-1,0,3.0,0
31,4.0,1.0,2.0,0.0,-692,1.0,1.0,0.0,2,-1,0,3.0,0
37,1.0,1.0,0.0,0.0,27,0.0,0.0,2.0,1,-1,0,3.0,0
39,7.0,1.0,1.0,0.0,64,0.0,0.0,0.0,3,-1,0,3.0,0
60,5.0,1.0,0.0,0.0,174,1.0,1.0,0.0,2,252,1,0.0,0
52,10.0,1.0,0.0,0.0,3175,0.0,0.0,0.0,1,-1,0,3.0,0
46,7.0,1.0,2.0,0.0,2520,1.0,0.0,0.0,1,-1,0,3.0,0
35,4.0,2.0,2.0,0.0,331,1.0,0.0,0.0,5,-1,0,3.0,0
39,1.0,1.0,1.0,0.0,276,0.0,1.0,0.0,12,-1,0,3.0,0
44,3.0,1.0,0.0,0.0,398,0.0,0.0,0.0,3,-1,0,3.0,0
33,4.0,2.0,2.0,0.0,168,1.0,0.0,2.0,1,-1,0,3.0,0
49,0.0,1.0,1.0,0.0,1047,0.0,0.0,0.0,4,-1,0,3.0,0
49,0.0,1.0,1.0,0.0,387,1.0,0.0,2.0,1,-1,0,3.0,0
61,9.0,1.0,2.0,0.0,0,0.0,0.0,0.0,1,-1,0,3.0,0
34,0.0,1.0,1.0,0.0,16489,1.0,0.0,0.0,1,-1,0,3.0,0
44,4.0,1.0,2.0,0.0,0,1.0,0.0,2.0,1,-1,0,3.0,0
30,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,1,-1,0,3.0,1
34,3.0,1.0,0.0,0.0,0,1.0,0.0,0.0,1,-1,0,3.0,0
33,2.0,1.0,3.0,0.0,73,1.0,0.0,0.0,1,263,2,0.0,0
33,0.0,2.0,2.0,0.0,1077,0.0,0.0,0.0,2,-1,0,3.0,0
30,9.0,2.0,2.0,0.0,-970,0.0,1.0,0.0,2,-1,0,3.0,0
54,0.0,1.0,1.0,0.0,3136,1.0,0.0,1.0,1,-1,0,3.0,0
57,0.0,1.0,3.0,0.0,596,0.0,0.0,0.0,1,-1,0,3.0,0
37,1.0,2.0,1.0,0.0,690,1.0,0.0,0.0,1,179,2,0.0,0
48,9.0,2.0,2.0,0.0,104,1.0,0.0,0.0,2,344,1,1.0,0
36,0.0,1.0,1.0,0.0,68,0.0,1.0,0.0,4,-1,0,3.0,0
34,4.0,1.0,2.0,0.0,986,1.0,0.0,2.0,11,-1,0,3.0,0
58,2.0,1.0,0.0,0.0,124,1.0,0.0,0.0,7,-1,0,3.0,0
40,1.0,0.0,1.0,0.0,0,1.0,0.0,2.0,2,-1,0,3.0,0
33,4.0,2.0,2.0,0.0,275,0.0,0.0,0.0,1,-1,0,3.0,0
42,9.0,1.0,1.0,0.0,4466,0.0,0.0,0.0,2,-1,0,3.0,0
54,6.0,1.0,2.0,0.0,990,0.0,0.0,0.0,2,-1,0,3.0,1
64,4.0,1.0,0.0,0.0,0,1.0,0.0,0.0,1,-1,0,3.0,0
46,4.0,1.0,1.0,0.0,1306,1.0,0.0,1.0,1,-1,0,3.0,0
48,4.0,0.0,1.0,0.0,1598,1.0,0.0,2.0,1,-1,0,3.0,0
28,8.0,2.0,1.0,0.0,1925,0.0,0.0,0.0,1,88,4,0.0,1
28,4.0,2.0,2.0,0.0,7544,1.0,0.0,2.0,1,-1,0,3.0,0
31,9.0,1.0,1.0,0.0,783,0.0,0.0,1.0,5,-1,0,3.0,0
77,5.0,0.0,0.0,0.0,2693,0.0,0.0,0.0,2,94,12,1.0,0
47,0.0,0.0,1.0,0.0,1139,1.0,0.0,0.0,2,-1,0,3.0,0
38,9.0,1.0,1.0,0.0,318,0.0,0.0,0.0,1,181,5,0.0,1
36,1.0,1.0,1.0,0.0,779,1.0,0.0,0.0,1,-1,0,3.0,0
43,1.0,1.0,3.0,0.0,1123,1.0,0.0,0.0,2,322,3,0.0,0
40,1.0,1.0,1.0,0.0,6767,1.0,0.0,0.0,2,-1,0,3.0,0
37,1.0,1.0,1.0,0.0,91,1.0,0.0,0.0,5,-1,0,3.0,0
55,3.0,1.0,0.0,0.0,578,0.0,0.0,0.0,2,-1,0,3.0,0
53,5.0,1.0,0.0,0.0,61,0.0,1.0,0.0,1,-1,0,3.0,0
39,1.0,1.0,1.0,0.0,661,1.0,0.0,0.0,4,267,4,0.0,0
54,4.0,1.0,2.0,0.0,1460,0.0,1.0,0.0,3,202,7,1.0,0
81,5.0,1.0,1.0,0.0,93,0.0,0.0,0.0,1,-1,0,3.0,0
37,1.0,2.0,0.0,0.0,12130,1.0,0.0,2.0,13,-1,0,3.0,0
22,7.0,2.0,1.0,0.0,236,1.0,0.0,0.0,2,-1,0,3.0,0
37,4.0,1.0,2.0,0.0,7100,0.0,0.0,0.0,2,-1,0,3.0,0
56,2.0,1.0,3.0,0.0,575,0.0,0.0,2.0,2,-1,0,3.0,0
33,9.0,2.0,1.0,0.0,-96,0.0,0.0,0.0,4,-1,0,3.0,0
41,4.0,1.0,2.0,1.0,-1176,1.0,1.0,0.0,1,-1,0,3.0,0
33,9.0,2.0,3.0,0.0,10600,0.0,0.0,0.0,1,267,2,0.0,0
49,5.0,1.0,0.0,0.0,3478,0.0,0.0,2.0,5,-1,0,3.0,0
31,6.0,1.0,2.0,0.0,94,0.0,0.0,0.0,2,-1,0,3.0,1
59,9.0,0.0,1.0,0.0,-296,0.0,1.0,0.0,1,-1,0,3.0,0
56,4.0,1.0,1.0,0.0,145,0.0,0.0,0.0,1,-1,0,3.0,0
42,4.0,1.0,1.0,0.0,0,0.0,0.0,2.0,4,-1,0,3.0,0
33,0.0,2.0,1.0,0.0,241,0.0,0.0,0.0,1,-1,0,3.0,0
54,4.0,1.0,2.0,0.0,511,0.0,0.0,0.0,3,-1,0,3.0,0
34,1.0,2.0,1.0,0.0,550,1.0,0.0,0.0,3,346,1,0.0,0
28,8.0,2.0,2.0,0.0,737,1.0,0.0,2.0,1,-1,0,3.0,0
37,1.0,0.0,1.0,0.0,811,1.0,1.0,0.0,3,-1,0,3.0,0
37,10.0,2.0,0.0,0.0,1241,0.0,0.0,2.0,2,-1,0,3.0,0
32,9.0,1.0,1.0,0.0,-410,1.0,1.0,0.0,3,-1,0,3.0,0
48,1.0,1.0,1.0,0.0,1143,1.0,0.0,0.0,3,-1,0,3.0,0
32,9.0,2.0,1.0,0.0,12,0.0,0.0,0.0,2,-1,0,3.0,0
27,9.0,2.0,2.0,0.0,501,0.0,1.0,1.0,4,-1,0,3.0,0
34,9.0,1.0,1.0,0.0,1254,0.0,0.0,0.0,3,-1,0,3.0,0
55,5.0,1.0,1.0,0.0,18722,1.0,0.0,2.0,2,-1,0,3.0,0
31,1.0,0.0,0.0,0.0,158,1.0,0.0,2.0,1,-1,0,3.0,0
39,4.0,2.0,2.0,0.0,12437,0.0,0.0,1.0,1,-1,0,3.0,0
47,2.0,0.0,2.0,0.0,178,0.0,0.0,0.0,1,-1,0,3.0,0
50,3.0,1.0,2.0,0.0,5260,1.0,0.0,0.0,2,-1,0,3.0,0
42,4.0,1.0,2.0,0.0,2665,1.0,0.0,0.0,2,126,11,0.0,1
38,7.0,1.0,1.0,0.0,5293,1.0,0.0,0.0,3,155,3,1.0,0
27,0.0,1.0,1.0,0.0,4,1.0,0.0,2.0,1,-1,0,3.0,0
31,10.0,2.0,2.0,0.0,302,0.0,0.0,0.0,1,357,3,2.0,1
40,1.0,1.0,0.0,0.0,2502,1.0,0.0,0.0,1,-1,0,3.0,0
44,3.0,1.0,1.0,0.0,122,0.0,0.0,0.0,2,-1,0,3.0,0
25,9.0,2.0,1.0,0.0,1400,1.0,1.0,2.0,1,-1,0,3.0,0
41,10.0,2.0,1.0,0.0,295,0.0,0.0,0.0,1,-1,0,3.0,0
31,1.0,1.0,1.0,0.0,1039,1.0,0.0,2.0,7,-1,0,3.0,0
40,4.0,1.0,2.0,0.0,640,1.0,0.0,0.0,2,-1,0,3.0,0
52,1.0,0.0,0.0,0.0,-191,1.0,0.0,2.0,1,-1,0,3.0,1
36,4.0,1.0,2.0,0.0,1041,1.0,0.0,0.0,2,-1,0,3.0,0
50,9.0,2.0,1.0,0.0,-463,1.0,0.0,2.0,3,-1,0,3.0,0
30,0.0,2.0,1.0,0.0,265,1.0,0.0,0.0,1,181,2,2.0,1
42,1.0,1.0,0.0,0.0,163,1.0,0.0,2.0,6,-1,0,3.0,0
34,7.0,1.0,1.0,0.0,457,1.0,0.0,2.0,2,-1,0,3.0,0
55,4.0,1.0,1.0,0.0,0,0.0,0.0,2.0,2,-1,0,3.0,0
21,8.0,2.0,1.0,0.0,210,0.0,0.0,1.0,2,174,1,0.0,0
38,2.0,1.0,2.0,0.0,7752,1.0,0.0,0.0,4,-1,0,3.0,0
47,0.0,1.0,1.0,0.0,298,1.0,0.0,0.0,1,-1,0,3.0,0
32,4.0,2.0,2.0,0.0,999,1.0,0.0,0.0,1,-1,0,3.0,0
26,6.0,2.0,2.0,0.0,657,0.0,1.0,0.0,2,-1,0,3.0,0
37,4.0,0.0,2.0,0.0,503,1.0,0.0,0.0,1,-1,0,3.0,0
38,10.0,0.0,1.0,0.0,0,1.0,0.0,2.0,4,-1,0,3.0,0
38,4.0,1.0,2.0,0.0,1444,1.0,0.0,0.0,2,-1,0,3.0,0
34,7.0,1.0,1.0,0.0,0,1.0,0.0,0.0,3,-1,0,3.0,0
54,9.0,0.0,1.0,0.0,-11,1.0,0.0,0.0,4,-1,0,3.0,0
34,9.0,1.0,1.0,0.0,652,1.0,1.0,0.0,4,-1,0,3.0,0
50,1.0,1.0,1.0,0.0,1553,1.0,0.0,0.0,2,-1,0,3.0,0
33,4.0,2.0,2.0,0.0,1120,0.0,0.0,0.0,2,-1,0,3.0,1
31,0.0,2.0,1.0,0.0,431,1.0,1.0,2.0,1,-1,0,3.0,1
65,5.0,1.0,1.0,0.0,23421,0.0,0.0,0.0,1,-1,0,3.0,0
26,0.0,2.0,1.0,0.0,802,0.0,0.0,0.0,1,2,2,1.0,0
29,7.0,1.0,1.0,0.0,3,1.0,0.0,0.0,1,-1,0,3.0,0
44,9.0,0.0,1.0,0.0,976,1.0,0.0,2.0,2,-1,0,3.0,0
45,9.0,0.0,1.0,0.0,299,1.0,0.0,0.0,1,-1,0,3.0,0
52,4.0,1.0,2.0,0.0,4173,0.0,1.0,0.0,2,-1,0,3.0,0
35,4.0,2.0,2.0,0.0,331,0.0,0.0,0.0,2,-1,0,3.0,1
58,11.0,1.0,2.0,0.0,4150,0.0,0.0,2.0,1,-1,0,3.0,0
52,2.0,1.0,1.0,1.0,-36,0.0,1.0,0.0,4,-1,0,3.0,0
45,4.0,1.0,2.0,0.0,81,0.0,1.0,0.0,3,-1,0,3.0,0
43,4.0,1.0,2.0,0.0,2987,0.0,0.0,0.0,1,85,3,0.0,1
34,9.0,1.0,2.0,0.0,0,0.0,0.0,0.0,2,-1,0,3.0,0
32,4.0,1.0,2.0,0.0,2414,0.0,0.0,0.0,4,-1,0,3.0,0
48,9.0,1.0,1.0,0.0,606,1.0,0.0,0.0,4,-1,0,3.0,0
33,7.0,0.0,1.0,0.0,1117,0.0,0.0,0.0,1,-1,0,3.0,1
30,3.0,1.0,2.0,0.0,113,1.0,1.0,0.0,3,-1,0,3.0,0
60,7.0,1.0,1.0,0.0,-46,0.0,0.0,2.0,2,-1,0,3.0,0
22,8.0,2.0,2.0,0.0,691,0.0,0.0,0.0,1,-1,0,3.0,1
40,7.0,1.0,1.0,0.0,278,1.0,0.0,0.0,5,-1,0,3.0,0
57,5.0,1.0,1.0,0.0,8,0.0,0.0,0.0,2,-1,0,3.0,0
37,0.0,2.0,1.0,0.0,0,0.0,0.0,0.0,1,-1,0,3.0,0
41,1.0,1.0,0.0,0.0,875,1.0,0.0,0.0,2,-1,0,3.0,0
27,9.0,1.0,1.0,0.0,267,1.0,0.0,0.0,4,-1,0,3.0,0
32,0.0,2.0,1.0,0.0,540,1.0,0.0,0.0,2,-1,0,3.0,0
34,4.0,1.0,2.0,0.0,2032,0.0,0.0,0.0,12,-1,0,3.0,0
50,4.0,1.0,2.0,0.0,4,0.0,0.0,0.0,1,96,2,0.0,0
55,0.0,1.0,1.0,0.0,859,0.0,0.0,1.0,1,-1,0,3.0,0
37,0.0,0.0,2.0,0.0,4303,1.0,0.0,2.0,1,-1,0,3.0,0
29,7.0,2.0,1.0,0.0,-251,0.0,0.0,0.0,1,-1,0,3.0,0
30,0.0,2.0,1.0,1.0,-228,1.0,0.0,0.0,1,371,1,0.0,0
32,0.0,2.0,1.0,0.0,154,1.0,0.0,0.0,1,521,2,0.0,0
29,1.0,1.0,1.0,0.0,912,1.0,0.0,0.0,1,-1,0,3.0,0
31,1.0,2.0,1.0,0.0,1686,1.0,0.0,2.0,2,-1,0,3.0,0
51,3.0,1.0,1.0,0.0,260,0.0,0.0,0.0,5,-1,0,3.0,0
34,0.0,2.0,1.0,0.0,391,1.0,0.0,2.0,2,-1,0,3.0,0
57,4.0,1.0,2.0,0.0,1016,0.0,0.0,1.0,1,-1,0,3.0,0
34,4.0,2.0,2.0,0.0,1049,1.0,0.0,0.0,1,-1,0,3.0,0
36,0.0,1.0,1.0,0.0,-206,1.0,0.0,0.0,1,-1,0,3.0,0
31,9.0,1.0,1.0,0.0,310,1.0,0.0,0.0,2,240,2,0.0,0
46,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,2,-1,0,3.0,0
46,9.0,1.0,1.0,0.0,518,0.0,0.0,0.0,6,-1,0,3.0,0
50,4.0,2.0,2.0,0.0,592,0.0,0.0,0.0,4,-1,0,3.0,0
45,6.0,1.0,1.0,0.0,396,0.0,0.0,0.0,1,-1,0,3.0,0
47,0.0,2.0,1.0,0.0,15,0.0,0.0,0.0,1,266,4,0.0,0
24,8.0,1.0,3.0,0.0,146,0.0,0.0,0.0,1,-1,0,3.0,0
57,5.0,1.0,1.0,0.0,3545,1.0,0.0,2.0,2,-1,0,3.0,0
42,0.0,1.0,1.0,0.0,1133,1.0,0.0,0.0,4,212,3,0.0,0
38,1.0,2.0,1.0,0.0,68,0.0,0.0,2.0,2,-1,0,3.0,0
22,8.0,2.0,1.0,0.0,2139,0.0,0.0,0.0,8,-1,0,3.0,0
31,1.0,2.0,1.0,0.0,-538,0.0,1.0,0.0,1,-1,0,3.0,0
27,1.0,2.0,1.0,0.0,672,1.0,0.0,2.0,1,-1,0,3.0,0
39,7.0,1.0,1.0,0.0,435,1.0,0.0,0.0,6,175,3,1.0,0
45,4.0,2.0,2.0,0.0,5694,1.0,0.0,0.0,2,193,2,0.0,0
45,4.0,1.0,2.0,0.0,-61,0.0,0.0,0.0,5,172,1,0.0,0
55,4.0,2.0,2.0,0.0,430,0.0,0.0,0.0,4,-1,0,3.0,0
58,1.0,1.0,1.0,0.0,1507,1.0,1.0,0.0,6,189,1,1.0,0
38,1.0,1.0,0.0,0.0,-41,1.0,0.0,0.0,10,-1,0,3.0,0
69,5.0,1.0,1.0,0.0,148,0.0,0.0,1.0,1,-1,0,3.0,0
48,4.0,0.0,2.0,1.0,-625,1.0,0.0,2.0,2,-1,0,3.0,0
42,4.0,1.0,2.0,0.0,0,1.0,0.0,0.0,1,-1,0,3.0,0
25,4.0,2.0,2.0,0.0,565,1.0,0.0,0.0,1,-1,0,3.0,0
47,7.0,1.0,0.0,0.0,504,0.0,1.0,2.0,3,-1,0,3.0,0
49,4.0,0.0,2.0,0.0,2564,1.0,0.0,0.0,8,-1,0,3.0,0
56,9.0,1.0,1.0,0.0,147,0.0,0.0,0.0,1,-1,0,3.0,0
41,9.0,1.0,1.0,0.0,2990,1.0,0.0,2.0,3,-1,0,3.0,0
38,7.0,0.0,1.0,0.0,446,1.0,0.0,2.0,4,-1,0,3.0,0
35,9.0,2.0,1.0,0.0,175,1.0,0.0,0.0,1,246,1,0.0,0
34,9.0,1.0,2.0,0.0,0,0.0,0.0,0.0,2,-1,0,3.0,0
49,7.0,1.0,1.0,0.0,1345,1.0,0.0,0.0,1,-1,0,3.0,0
40,0.0,1.0,1.0,0.0,824,1.0,0.0,0.0,1,-1,0,3.0,0
33,1.0,1.0,0.0,0.0,-457,1.0,1.0,0.0,1,350,1,0.0,0
36,4.0,2.0,2.0,0.0,687,1.0,0.0,0.0,1,347,2,0.0,0
57,3.0,1.0,0.0,0.0,473,0.0,0.0,2.0,1,-1,0,3.0,0
32,9.0,2.0,1.0,0.0,28,1.0,0.0,0.0,1,150,1,0.0,0
30,3.0,2.0,2.0,0.0,868,0.0,0.0,0.0,2,-1,0,3.0,0
24,1.0,2.0,1.0,0.0,674,1.0,1.0,2.0,1,-1,0,3.0,0
31,4.0,2.0,2.0,0.0,354,0.0,0.0,0.0,1,9,2,2.0,1
43,1.0,0.0,0.0,0.0,515,1.0,0.0,0.0,2,146,1,0.0,0
31,0.0,0.0,1.0,0.0,47,1.0,0.0,2.0,9,-1,0,3.0,0
78,5.0,1.0,0.0,0.0,680,0.0,0.0,1.0,1,89,9,0.0,0
32,4.0,1.0,2.0,0.0,710,1.0,0.0,0.0,2,-1,0,3.0,0
51,0.0,2.0,1.0,1.0,-2,0.0,0.0,2.0,3,-1,0,3.0,0
45,9.0,1.0,1.0,0.0,999,1.0,0.0,2.0,2,-1,0,3.0,0
34,9.0,2.0,1.0,0.0,1866,0.0,0.0,0.0,1,-1,0,3.0,0
34,10.0,0.0,2.0,1.0,530,1.0,0.0,0.0,1,-1,0,3.0,0
36,0.0,0.0,1.0,0.0,181,1.0,0.0,0.0,2,-1,0,3.0,0
31,9.0,1.0,1.0,0.0,0,0.0,1.0,0.0,4,-1,0,3.0,0
39,9.0,0.0,1.0,0.0,688,1.0,1.0,0.0,2,133,1,0.0,0
47,0.0,0.0,0.0,0.0,1095,1.0,0.0,0.0,1,110,2,1.0,0
53,4.0,1.0,2.0,0.0,1102,0.0,0.0,0.0,1,-1,0,3.0,0
31,9.0,1.0,1.0,0.0,0,1.0,1.0,0.0,1,-1,0,3.0,0
22,8.0,2.0,1.0,0.0,246,1.0,0.0,1.0,1,-1,0,3.0,0
46,0.0,0.0,0.0,0.0,505,0.0,1.0,0.0,4,-1,0,3.0,0
44,1.0,2.0,1.0,0.0,276,1.0,0.0,2.0,1,411,6,0.0,0
45,9.0,1.0,1.0,0.0,5749,0.0,0.0,1.0,1,-1,0,3.0,0
35,4.0,2.0,2.0,0.0,694,1.0,0.0,0.0,1,-1,0,3.0,0
62,5.0,1.0,0.0,0.0,1515,1.0,0.0,0.0,4,178,3,0.0,0
