MedianIncome,HousingMedianAge,TotalRooms,TotalBedrooms,Population,Households,Latitude,Longitude,__target__
4.8661,24,3459.0,573.0,1336.0,544.0,38.64,-121.28,12.134576643825104
2.7396,7,681.0,125.0,485.0,104.0,34.59,-117.92,11.740857533016236
12.5,7,120.0,21.0,50.0,27.0,37.64,-122.48,12.546109948315882
6.0824,3,14014.0,2861.0,7205.0,2753.0,37.52,-122.07,12.519056900844172
2.0575,21,2534.0,554.0,1297.0,517.0,35.41,-119.02,11.112447898373103
4.5,18,2087.0,353.0,992.0,329.0,32.96,-116.95,12.313131717823582
5.5385,36,1035.0,196.0,475.0,205.0,37.39,-122.09,12.791077667470416
3.9306,37,1998.0,472.0,1030.0,436.0,33.64,-117.91,12.500233684079664
4.8482,43,1222.0,303.0,565.0,309.0,33.74,-118.11,13.122365377402328
10.7326,11,5488.0,706.0,1947.0,641.0,37.3,-122.06,13.122365377402328
2.0436,46,1680.0,453.0,1570.0,435.0,33.98,-117.36,11.318126386665162
3.6823,30,1376.0,317.0,629.0,320.0,34.14,-118.36,12.595408371708457
5.102,15,2895.0,498.0,1164.0,443.0,32.85,-117.19,12.942039823273047
5.9225,18,3179.0,526.0,1663.0,507.0,37.23,-121.8,12.490499425261282
1.9809,42,3320.0,682.0,2105.0,632.0,33.92,-118.26,11.55789883061296
3.3214,47,1297.0,292.0,704.0,264.0,33.96,-118.32,12.022750588402635
3.5833,45,1866.0,343.0,919.0,344.0,33.86,-118.13,12.207072145863258
5.0622,7,2611.0,395.0,482.0,159.0,39.35,-120.19,12.06738512575628
4.675,24,2719.0,434.0,1318.0,424.0,34.19,-118.95,12.34060353848778
9.1834,52,3458.0,468.0,1449.0,471.0,37.96,-122.57,13.122365377402328
5.6902,5,7138.0,1227.0,2623.0,1139.0,38.69,-121.17,12.40163942907415
2.293,28,3257.0,752.0,1981.0,712.0,36.78,-119.75,11.180246026587712
4.1843,12,4545.0,748.0,2033.0,718.0,38.62,-120.91,12.24336843027387
3.6875,47,1853.0,345.0,757.0,310.0,34.18,-118.23,12.952760593018148
2.5268,19,4005.0,972.0,1896.0,893.0,37.94,-122.06,12.370315088924222
4.0125,46,2193.0,499.0,1814.0,489.0,37.7,-122.45,12.346269276023458
13.6623,15,3540.0,453.0,1364.0,425.0,33.02,-117.18,13.122365377402328
4.3292,14,4412.0,952.0,1656.0,874.0,33.77,-117.84,12.238055691383224
4.9,17,3810.0,662.0,1867.0,586.0,34.66,-118.22,11.934263922234685
3.9929,19,4190.0,690.0,1973.0,702.0,35.14,-119.47,11.388495386592052
4.6375,15,4420.0,1076.0,1669.0,1016.0,34.15,-118.44,12.791356180214176
4.9219,34,1038.0,175.0,578.0,174.0,33.82,-117.98,12.206072645530174
3.3333,16,5277.0,1070.0,657.0,276.0,33.83,-116.75,11.873393207147656
6.2179,27,3715.0,526.0,1631.0,538.0,37.54,-121.94,12.62905017872297
7.0875,41,1411.0,233.0,626.0,214.0,37.79,-122.18,12.391306623771165
4.46,22,2397.0,400.0,1347.0,403.0,33.83,-117.52,12.153726165157964
3.3892,20,6331.0,1537.0,2957.0,1509.0,34.25,-118.53,12.68571715181259
3.375,30,1340.0,244.0,631.0,231.0,37.5,-120.83,11.682668239557325
1.1957,19,1393.0,367.0,915.0,355.0,37.74,-121.42,11.543454670005053
6.2673,38,993.0,175.0,374.0,180.0,33.97,-118.39,12.78605112798448
3.2095,50,1181.0,265.0,1196.0,269.0,34.29,-118.43,12.025749091398891
3.7708,35,1468.0,303.0,1295.0,300.0,34.21,-118.38,12.047076914039716
4.5606,31,2809.0,666.0,1316.0,633.0,33.71,-118.29,12.62412486914381
4.4886,34,1748.0,294.0,800.0,294.0,32.81,-117.14,12.095699588048802
6.2059,22,3844.0,537.0,1665.0,492.0,34.28,-118.75,12.387977448827789
4.4233,14,6355.0,1279.0,3704.0,1224.0,37.02,-121.59,12.339729030342848
8.7603,10,2464.0,347.0,1241.0,366.0,33.72,-117.75,12.800779753276869
3.0635,8,2346.0,679.0,3842.0,674.0,33.75,-117.91,11.982929094215963
6.0859,21,9135.0,1534.0,3748.0,1502.0,37.96,-122.08,12.491251587763836
1.9798,41,1576.0,339.0,1252.0,302.0,33.95,-118.25,11.493742645553455
1.3578,40,751.0,184.0,409.0,166.0,37.85,-122.27,11.901583454762012
2.1411,10,6960.0,1487.0,1130.0,661.0,33.79,-116.46,11.8233470243915
8.0095,52,1213.0,194.0,503.0,194.0,34.06,-118.39,13.122365377402328
4.4375,5,12045.0,2162.0,5640.0,1997.0,33.09,-117.1,12.774223335915432
4.25,24,1586.0,262.0,912.0,298.0,33.21,-117.35,11.920388575741066
2.6442,23,893.0,223.0,1149.0,216.0,33.75,-117.92,11.959532516409569
2.5363,16,1795.0,362.0,1642.0,340.0,37.07,-120.85,11.36558487707152
3.6087,10,1813.0,311.0,827.0,287.0,39.05,-121.07,12.1123112657157
3.1906,11,4132.0,773.0,2012.0,703.0,33.22,-116.9,12.365210866868471
4.725,23,2622.0,445.0,1103.0,407.0,33.7,-117.96,12.5762559394937
1.9797,19,2672.0,552.0,1298.0,478.0,41.8,-124.3,11.359774285476052
1.7875,24,1212.0,366.0,1202.0,343.0,37.96,-121.3,11.248959919135764
2.369,29,2640.0,737.0,1795.0,655.0,34.12,-118.18,12.06335634332858
1.7176,34,1175.0,251.0,683.0,261.0,36.43,-119.86,10.97507116881632
3.2131,4,2904.0,764.0,1250.0,664.0,34.05,-117.21,11.831379196088765
1.7866,25,1316.0,836.0,2796.0,784.0,34.05,-118.27,12.691580461311874
5.0814,25,4177.0,832.0,2123.0,789.0,33.8,-118.34,13.009866346177184
4.2273,18,1830.0,313.0,905.0,361.0,38.67,-121.26,11.862172893080164
8.583,5,1680.0,254.0,617.0,231.0,33.49,-117.71,12.893453231195782
2.9444,17,1438.0,324.0,675.0,268.0,38.89,-120.81,11.689396608086009
2.5643,21,6107.0,1559.0,2805.0,1444.0,34.06,-117.19,11.53956739591665
2.625,34,431.0,85.0,391.0,77.0,38.67,-121.63,12.323855681186558
4.015,30,5268.0,1093.0,4480.0,1050.0,33.75,-117.94,12.137258329529814
4.4567,27,2183.0,364.0,1458.0,388.0,34.17,-119.19,12.160552130228364
5.1482,12,5744.0,1054.0,2104.0,847.0,33.38,-117.63,13.122365377402328
2.1029,11,4103.0,882.0,356.0,171.0,36.12,-118.54,11.50388472031808
12.5902,52,1327.0,190.0,467.0,189.0,37.43,-122.14,13.122365377402328
2.9861,26,2470.0,626.0,1174.0,573.0,37.97,-122.04,11.988538332980475
2.4167,31,1014.0,252.0,1064.0,247.0,34.03,-118.17,11.740061037553977
1.8021,17,1897.0,433.0,1207.0,384.0,36.82,-119.69,10.93131965914319
5.4493,6,6679.0,1164.0,3196.0,1157.0,34.33,-118.83,12.399169275492088
5.5238,34,1478.0,251.0,956.0,277.0,33.92,-118.02,12.12973141227345
1.8015,15,2873.0,903.0,1094.0,659.0,33.75,-117.01,11.562667556865042
4.0313,29,1526.0,355.0,724.0,315.0,37.52,-122.28,12.98356097452387
12.1387,23,11294.0,1377.0,3840.0,1367.0,37.36,-122.14,13.122365377402328
4.7679,36,1044.0,200.0,982.0,205.0,34.04,-117.95,11.94405831982697
4.0862,44,1488.0,259.0,667.0,281.0,32.74,-117.24,12.68168551354042
2.5164,30,1671.0,469.0,760.0,375.0,36.6,-121.88,12.090100469277752
1.6184,52,1261.0,616.0,2309.0,581.0,34.06,-118.28,12.323855681186558
6.7606,15,4974.0,764.0,2222.0,774.0,37.51,-122.47,12.805732982996656
2.7813,33,1435.0,322.0,1298.0,299.0,33.9,-118.2,11.562667556865042
4.2212,27,1035.0,229.0,782.0,222.0,34.18,-119.2,12.130270932113891
2.0729,42,897.0,229.0,1094.0,238.0,34.01,-118.09,11.644830535850168
3.4167,31,906.0,146.0,383.0,129.0,37.67,-121.06,12.190451264627216
3.375,32,1587.0,268.0,635.0,249.0,32.8,-117.08,12.090100469277752
5.133,17,3617.0,597.0,1176.0,571.0,33.51,-117.72,12.688498794774466
2.0062,19,1808.0,375.0,758.0,320.0,38.51,-121.39,11.429543856031176
3.7315,22,3335.0,754.0,1500.0,719.0,33.65,-117.98,12.195517131590655
3.925,52,2012.0,458.0,1314.0,434.0,34.13,-118.19,12.10293188661066
2.8553,38,2222.0,542.0,1067.0,512.0,33.64,-117.91,12.636555516613626
4.2115,34,1084.0,187.0,561.0,198.0,38.35,-122.0,11.686038082678872
4.0909,16,2048.0,373.0,1052.0,388.0,36.33,-119.66,11.438201918774292
2.0472,16,3120.0,641.0,1319.0,526.0,38.2,-120.9,11.442503000673682
4.9504,5,7854.0,1446.0,4361.0,1395.0,38.13,-122.19,12.277462641616848
3.9659,26,1324.0,314.0,1804.0,311.0,33.73,-117.9,12.092343880201833
3.3966,42,3172.0,644.0,1829.0,642.0,34.08,-118.11,12.40163942907415
1.7574,43,1610.0,412.0,1409.0,365.0,37.94,-121.26,10.85321306049652
1.7206,27,437.0,108.0,469.0,97.0,34.05,-117.75,11.585246126549857
3.5199,33,2581.0,623.0,1598.0,628.0,37.36,-121.96,12.47380708017226
5.0376,52,2869.0,594.0,500.0,335.0,37.8,-122.44,13.122365377402328
2.0,15,1879.0,411.0,755.0,294.0,36.89,-119.33,11.330203828154934
4.7946,52,2285.0,509.0,839.0,456.0,37.75,-122.43,12.781561782621887
2.3314,29,2259.0,482.0,1099.0,463.0,38.74,-120.81,11.708492248514204
6.019,22,3632.0,538.0,1968.0,566.0,34.0,-117.98,12.691272721657192
6.3875,10,17820.0,2812.0,8686.0,2666.0,33.99,-117.86,12.64658309538114
3.2933,16,1139.0,328.0,665.0,290.0,33.83,-118.02,12.468436909997664
4.6364,37,1364.0,248.0,494.0,242.0,33.97,-118.4,13.030905766915494
2.3382,19,2237.0,580.0,1438.0,551.0,37.97,-122.34,11.701063407085623
3.4464,36,2242.0,448.0,2052.0,447.0,34.04,-117.76,11.635143097694478
2.4167,37,736.0,166.0,564.0,138.0,35.85,-119.12,10.973357372338585
3.6523,19,8501.0,1558.0,3576.0,1467.0,38.64,-121.32,11.973509872299472
3.682,32,3670.0,765.0,1986.0,673.0,34.69,-118.13,11.59726661340398
2.5562,42,1756.0,465.0,2184.0,422.0,37.87,-122.25,12.825034927900742
2.1969,47,1713.0,334.0,570.0,297.0,37.65,-121.01,11.914382551680854
5.1814,16,3470.0,601.0,1197.0,552.0,33.11,-117.18,12.542187675503545
4.392,34,2026.0,345.0,1142.0,332.0,34.12,-117.84,12.14206731555426
5.9328,24,2121.0,296.0,913.0,302.0,34.13,-117.65,12.45254202214788
4.5987,37,2926.0,874.0,1363.0,815.0,37.45,-122.16,12.782686009834167
4.1094,14,1930.0,363.0,990.0,322.0,38.0,-121.9,11.99658542066345
2.6548,27,1095.0,340.0,1300.0,318.0,33.98,-118.22,11.721564330081556
1.191,52,1224.0,237.0,521.0,159.0,37.81,-122.3,11.239803543849778
5.1721,17,3353.0,463.0,1417.0,447.0,38.74,-121.16,12.376237272053498
1.2235,52,2094.0,463.0,1364.0,407.0,38.55,-121.46,11.134589024250316
3.4115,16,3970.0,771.0,1202.0,734.0,33.62,-117.64,12.12702943818972
2.4722,16,3452.0,791.0,1567.0,731.0,38.47,-122.67,12.177158635365531
7.6129,50,196.0,41.0,76.0,42.0,37.45,-122.16,12.929991484756872
4.8646,29,1061.0,202.0,759.0,206.0,32.58,-117.1,11.826275284170586
2.9952,44,4599.0,877.0,2140.0,831.0,35.13,-119.47,11.06350846933288
1.554,32,3508.0,917.0,2794.0,839.0,33.96,-118.29,11.512925464970229
3.875,22,3382.0,800.0,2688.0,784.0,33.93,-118.03,12.011880916165731
1.8242,18,1867.0,424.0,802.0,314.0,41.95,-122.64,10.887436932884098
5.6409,35,1919.0,349.0,1302.0,345.0,33.87,-117.88,12.15950500971384
2.7426,27,500.0,159.0,732.0,162.0,33.91,-118.22,11.543454670005053
1.7813,33,1320.0,303.0,1048.0,303.0,39.13,-123.16,11.45846927917417
5.2636,1,2062.0,343.0,872.0,268.0,38.23,-122.0,12.161598155428344
4.6452,27,8103.0,1655.0,5023.0,1605.0,37.65,-122.47,12.3724341827454
1.1681,37,1361.0,348.0,1398.0,328.0,32.7,-117.12,11.265745335827775
2.11,25,2260.0,692.0,1603.0,673.0,33.93,-118.35,12.316271437828249
3.3333,27,471.0,84.0,195.0,72.0,37.92,-120.84,12.246734627249063
5.2145,28,1838.0,273.0,899.0,270.0,37.96,-121.96,12.342350263822722
3.8906,34,1293.0,215.0,774.0,217.0,33.97,-117.53,11.856515169360303
4.5357,13,3013.0,486.0,1361.0,515.0,40.52,-122.66,12.050587742689778
4.1724,14,6235.0,1286.0,3568.0,1190.0,34.32,-118.44,12.262452978966282
3.0179,43,841.0,192.0,496.0,207.0,32.77,-117.01,11.91371298352728
3.6091,16,6862.0,1292.0,3562.0,1126.0,34.87,-117.0,11.375959609897071
6.1493,16,5175.0,799.0,2717.0,813.0,33.62,-117.66,12.459939369487223
5.0399,36,2403.0,408.0,917.0,404.0,37.93,-122.31,12.442724546869176
1.722,14,2324.0,754.0,1026.0,677.0,38.46,-122.73,11.918390573078392
3.9286,25,1781.0,349.0,918.0,378.0,33.84,-117.88,12.478767975673632
6.1183,49,135.0,29.0,86.0,23.0,37.82,-122.29,11.225243392518449
5.133,13,2319.0,430.0,1004.0,380.0,33.6,-117.65,12.66381389820371
5.6276,35,2984.0,446.0,1435.0,455.0,33.83,-117.89,12.210064666799711
5.2555,22,4251.0,1073.0,1581.0,881.0,34.05,-118.43,13.122365377402328
2.8,18,2737.0,589.0,1128.0,533.0,35.65,-117.67,11.184421397998191
3.8864,27,3160.0,627.0,1628.0,612.0,32.73,-117.11,11.7950923567339
5.9158,27,1716.0,290.0,817.0,301.0,37.34,-122.0,12.74577722884654
1.7391,18,1704.0,596.0,1639.0,548.0,32.76,-117.08,11.736069016284436
2.2222,35,1468.0,298.0,1168.0,261.0,33.93,-117.4,11.305901295535902
2.5388,12,1790.0,379.0,1399.0,397.0,36.98,-120.07,10.99541085305344
1.9655,40,2808.0,695.0,2357.0,627.0,33.95,-118.29,11.535664951939715
2.6184,30,2685.0,546.0,951.0,523.0,36.19,-118.93,11.643076149435274
14.2959,52,899.0,96.0,304.0,110.0,37.79,-122.46,13.122365377402328
3.9818,19,5015.0,1013.0,3251.0,940.0,36.71,-121.63,11.937539391917154
3.1607,42,1003.0,236.0,769.0,231.0,34.08,-118.09,12.293625542538036
4.0202,43,3783.0,814.0,2139.0,789.0,37.72,-122.17,12.02154866518102
3.875,27,1499.0,426.0,755.0,414.0,34.14,-118.15,12.461876979083932
1.6354,20,1282.0,273.0,852.0,247.0,36.15,-119.06,10.799575577092764
1.7222,15,1374.0,291.0,709.0,239.0,38.83,-120.79,11.682668239557325
6.3331,37,2224.0,331.0,821.0,341.0,32.73,-117.25,12.89921982609012
2.5652,17,1887.0,664.0,1906.0,597.0,37.32,-121.83,12.015517283809116
4.0556,9,1739.0,358.0,820.0,323.0,34.31,-118.45,12.114505452004684
3.8024,18,3038.0,592.0,1904.0,595.0,32.82,-116.95,11.883799128308771
2.875,15,2180.0,416.0,960.0,370.0,35.16,-117.99,11.382816779623209
4.369,23,2000.0,376.0,1361.0,388.0,34.01,-117.48,11.704371929541184
2.0807,13,3813.0,871.0,1513.0,783.0,38.78,-121.23,11.867798786962332
1.5594,52,800.0,313.0,1337.0,282.0,32.71,-117.14,11.379394072345706
4.0491,36,2211.0,384.0,868.0,329.0,32.79,-117.02,11.90429164869889
3.3438,37,1264.0,274.0,783.0,273.0,33.75,-117.98,12.2040706428595
4.4,52,2188.0,361.0,917.0,357.0,37.58,-122.37,13.122363377404328
2.1182,18,4799.0,1035.0,1966.0,944.0,33.74,-117.11,11.174651606402389
2.6531,29,2374.0,562.0,1617.0,463.0,34.96,-120.44,11.59266043298908
4.0581,7,9664.0,1692.0,3617.0,1370.0,35.2,-118.66,12.000891794590135
3.75,22,2593.0,637.0,1249.0,623.0,37.29,-121.94,12.266697267346608
4.5192,52,843.0,160.0,333.0,151.0,34.06,-118.37,13.0080742310022
3.925,18,2749.0,633.0,1779.0,561.0,37.28,-121.84,12.020345295601386
1.7849,46,1211.0,321.0,1153.0,282.0,33.99,-118.28,11.505900850033264
5.1057,45,818.0,147.0,546.0,152.0,33.85,-117.97,12.047662908782533
2.7436,27,6010.0,1532.0,3620.0,1445.0,34.1,-118.09,12.214536723942302
3.9479,35,3148.0,597.0,2110.0,587.0,33.78,-117.97,12.22489439977076
2.1875,39,3240.0,652.0,1467.0,621.0,40.42,-120.65,11.071314910225713
3.4519,36,973.0,221.0,1086.0,218.0,34.26,-118.42,11.872695613816264
6.2475,12,2924.0,433.0,1193.0,394.0,33.31,-117.22,12.710779588287988
1.9181,17,1220.0,275.0,800.0,261.0,40.58,-122.36,11.685196685910682
1.4639,6,1487.0,468.0,1509.0,403.0,34.0,-118.29,11.630708500626612
6.394,25,2767.0,346.0,1148.0,372.0,33.74,-118.0,12.665710232526733
5.0464,17,2772.0,449.0,1685.0,461.0,33.87,-117.58,12.00701176473192
5.308,37,1576.0,345.0,662.0,340.0,33.9,-118.42,13.122365377402328
5.7812,27,3526.0,589.0,1725.0,553.0,37.28,-121.98,12.524526376648708
6.3427,36,831.0,122.0,272.0,109.0,38.39,-122.33,12.627411102794628
3.1546,34,3745.0,958.0,1622.0,802.0,36.98,-121.95,12.473041676384414
5.2723,40,1684.0,316.0,795.0,330.0,34.1,-118.21,12.293625542538036
2.0182,36,1205.0,317.0,678.0,290.0,34.7,-118.14,11.496796083040344
3.8427,35,2670.0,493.0,1196.0,488.0,33.93,-118.11,12.554967402149943
8.8342,52,3046.0,373.0,975.0,365.0,37.89,-122.27,12.972702602849925
6.2661,4,2428.0,401.0,959.0,386.0,33.51,-117.68,12.500606192931055
4.9237,4,3376.0,525.0,1684.0,535.0,34.66,-120.47,12.02335100871488
4.0855,52,2495.0,458.0,1081.0,471.0,37.58,-122.35,12.92586175703654
2.3958,39,277.0,89.0,182.0,91.0,34.14,-118.23,12.072541252905651
7.3267,27,9147.0,1276.0,3371.0,1269.0,37.85,-122.14,12.87364557497069
6.8686,35,880.0,139.0,352.0,132.0,37.89,-122.09,12.915339207970002
4.575,45,1908.0,361.0,890.0,342.0,33.84,-118.14,12.72486643894534
2.6838,30,2857.0,661.0,291.0,135.0,37.61,-119.64,12.011273567225109
3.7292,52,2635.0,587.0,1302.0,577.0,37.78,-122.47,12.940121817410544
3.9464,9,907.0,207.0,619.0,194.0,34.14,-117.96,12.098487434850236
2.6458,50,629.0,188.0,742.0,196.0,37.79,-122.25,11.736069016284436
1.4653,38,697.0,208.0,749.0,206.0,34.01,-118.26,11.685196685910682
1.3451,30,1390.0,361.0,1116.0,298.0,35.38,-118.99,10.959540226785442
2.6145,10,3674.0,734.0,1864.0,718.0,36.35,-119.62,11.293524899934852
6.9794,15,1882.0,233.0,704.0,219.0,32.95,-117.26,13.122365377402328
5.5875,9,5756.0,807.0,2158.0,758.0,34.51,-117.23,12.030528073015242
3.4138,14,3998.0,711.0,1509.0,665.0,34.13,-117.2,11.74957736630923
1.5694,30,442.0,103.0,413.0,88.0,39.13,-121.57,10.966472663561088
3.5231,37,3642.0,684.0,1508.0,657.0,38.53,-121.5,11.6465818497829
4.0549,34,3415.0,608.0,1464.0,593.0,32.76,-117.01,12.318061147478222
4.2434,37,975.0,189.0,489.0,202.0,34.03,-118.44,12.7098736543592
15.0001,34,5586.0,674.0,1871.0,636.0,33.76,-118.34,13.122365377402328
2.9,38,226.0,44.0,125.0,38.0,37.9,-121.31,11.736069016284436
3.5684,7,3461.0,859.0,1518.0,741.0,38.03,-121.36,11.273398434405497
4.3875,10,2864.0,514.0,1300.0,507.0,37.99,-122.11,12.56967354953964
1.3962,36,2196.0,633.0,2017.0,583.0,33.93,-118.3,11.730453277498803
2.6382,25,2969.0,551.0,1745.0,487.0,38.48,-121.47,11.241116741674738
4.8194,18,2807.0,445.0,1315.0,437.0,37.99,-121.81,12.045903893377352
3.6364,27,3337.0,613.0,1489.0,607.0,37.68,-122.14,12.297739834055998
4.6167,11,2000.0,391.0,1503.0,426.0,34.09,-117.61,11.877568578558138
4.5368,18,6649.0,1712.0,3604.0,1651.0,37.34,-121.98,12.635905110086632
2.4464,25,3819.0,702.0,1983.0,658.0,39.23,-121.83,11.191341840842766
1.4726,37,523.0,119.0,374.0,95.0,35.0,-120.58,11.57402056433004
4.2955,23,2215.0,475.0,1278.0,492.0,37.53,-121.96,12.295913349529965
4.6293,35,1649.0,355.0,746.0,360.0,32.78,-117.23,12.784089518836488
3.8194,21,1864.0,388.0,1498.0,389.0,32.71,-117.06,11.74165339457834
6.1815,25,3240.0,481.0,1462.0,497.0,33.48,-117.69,12.572450364930292
2.0162,28,3507.0,969.0,3740.0,970.0,33.96,-118.19,11.8635823365834
4.3864,35,2632.0,447.0,1349.0,486.0,37.68,-122.15,12.231740392278752
6.6719,26,2095.0,280.0,793.0,261.0,33.84,-117.85,12.51245379541444
6.8145,9,2214.0,256.0,848.0,239.0,37.95,-122.0,12.734345182899885
5.6254,35,2380.0,404.0,1212.0,422.0,33.87,-118.32,12.55602504370808
2.4808,27,2784.0,723.0,2028.0,693.0,37.63,-122.07,11.967815456405916
2.8135,52,3452.0,784.0,2987.0,753.0,37.76,-122.41,12.469590090982656
3.4722,40,1340.0,313.0,766.0,271.0,37.66,-122.09,11.815988639460311
4.3162,26,3069.0,518.0,1524.0,539.0,34.7,-120.48,11.8233470243915
3.0943,17,7214.0,1994.0,4100.0,1823.0,34.18,-118.54,12.069680020624618
3.5072,29,2742.0,488.0,2477.0,532.0,34.1,-117.74,11.710956315469362
2.4145,14,7240.0,1410.0,2708.0,1240.0,33.77,-116.94,11.83210620448138
5.6091,21,2696.0,548.0,1142.0,473.0,33.89,-118.37,12.784930679687992
4.2132,2,4055.0,735.0,1730.0,654.0,36.83,-119.88,11.477298287327075
3.176,14,2719.0,502.0,1497.0,457.0,35.59,-119.35,11.181639755036317
2.7014,35,932.0,258.0,1147.0,267.0,33.85,-117.91,11.962088428344112
2.625,25,958.0,245.0,28.0,16.0,40.27,-121.25,11.119882876860622
5.2855,31,1843.0,282.0,749.0,269.0,37.71,-122.09,12.443119102013377
5.875,24,84.0,14.0,32.0,8.0,33.8,-118.02,12.174581978438804
2.7269,37,3018.0,547.0,1720.0,512.0,33.91,-118.27,11.728842971192698
1.9013,35,1521.0,457.0,987.0,455.0,38.56,-121.49,11.372513311253485
6.0332,19,1907.0,323.0,681.0,270.0,36.62,-121.69,12.40860524294026
2.8333,15,2485.0,742.0,1994.0,670.0,34.23,-118.36,12.118333731222169
5.2508,12,3098.0,453.0,1433.0,434.0,35.5,-120.71,12.587586532815823
5.6642,22,3526.0,510.0,1660.0,508.0,37.95,-122.02,12.375815420117268
4.5,46,1505.0,261.0,857.0,269.0,34.2,-118.15,12.123777402803343
3.9826,25,1787.0,311.0,1108.0,311.0,33.03,-117.27,12.282107331806172
6.9741,16,2592.0,372.0,1279.0,383.0,33.64,-117.69,12.476099782743232
8.1194,52,2449.0,312.0,916.0,316.0,37.83,-122.24,13.063886447645354
3.5909,31,1117.0,304.0,591.0,302.0,37.39,-122.1,12.774506581916478
3.9816,10,7136.0,1691.0,2959.0,1507.0,37.96,-122.06,12.111761966058932
4.3009,14,3713.0,637.0,1845.0,635.0,38.71,-121.25,11.873393207147656
3.75,37,903.0,158.0,444.0,158.0,33.94,-118.0,12.069106790457017
8.564999999999998,33,6778.0,1092.0,2540.0,1052.0,34.05,-118.54,13.122365377402328
3.9844,38,1421.0,300.0,1236.0,263.0,33.72,-117.88,12.015517283809116
5.817,18,3631.0,547.0,1700.0,520.0,37.68,-121.91,12.457997998269835
4.2292,33,1589.0,307.0,853.0,272.0,34.99,-117.68,11.072868912092446
2.3169,13,10886.0,2127.0,4266.0,1955.0,33.75,-116.91,11.723186390453424
11.7045,40,1382.0,167.0,483.0,178.0,34.04,-118.51,13.122365377402328
2.625,11,72.0,16.0,150.0,20.0,34.02,-118.48,12.429216196844385
8.8693,8,4447.0,713.0,1680.0,705.0,33.64,-117.8,13.017891355807617
10.9601,24,6258.0,1003.0,1730.0,752.0,33.56,-117.81,13.122365377402328
2.3658,17,3845.0,1051.0,3102.0,944.0,32.78,-117.17,12.008231277078185
2.3333,27,949.0,224.0,888.0,241.0,37.42,-120.77,11.195471234184778
2.8702,36,2072.0,408.0,964.0,395.0,34.07,-117.66,11.827736204810265
1.3,11,1264.0,271.0,370.0,177.0,39.09,-122.53,11.151955596748616
3.305,35,915.0,241.0,1153.0,252.0,33.92,-118.19,11.659619844121032
4.5391,14,4687.0,793.0,2436.0,779.0,33.37,-117.24,12.105699671383386
4.2443,34,2271.0,437.0,1393.0,433.0,33.92,-117.93,12.069106790457017
3.0179,37,1519.0,331.0,613.0,315.0,34.19,-118.32,12.515393893085436
1.7938,41,2114.0,612.0,2357.0,529.0,33.79,-118.19,11.867798786962332
1.8235,37,584.0,260.0,552.0,235.0,34.14,-118.25,12.524526376648708
2.4662,15,4173.0,804.0,2393.0,713.0,33.83,-117.29,11.680979049966478
2.2559,24,5684.0,1485.0,6626.0,1481.0,34.07,-118.01,12.024550768906783
3.6413,15,2771.0,546.0,1423.0,505.0,40.66,-122.25,11.594505451962652
2.85,22,5175.0,1213.0,2804.0,1091.0,37.95,-122.05,11.8817265887068
2.6071,26,1340.0,255.0,662.0,239.0,39.44,-121.53,10.9525593956441
4.537,39,3627.0,666.0,1531.0,635.0,37.3,-121.9,12.75390499492526
2.2,14,3032.0,999.0,1691.0,841.0,34.09,-118.34,12.254862809699606
2.119,18,4164.0,963.0,2032.0,898.0,38.66,-121.34,11.798856004383204
1.5,12,3375.0,945.0,2357.0,808.0,32.71,-117.09,11.57402056433004
1.0217,33,693.0,207.0,598.0,192.0,37.64,-121.01,11.305901295535902
4.6635,28,1784.0,311.0,735.0,278.0,37.64,-122.1,12.23902374566986
4.5179,15,2903.0,440.0,1325.0,423.0,38.04,-121.33,11.888618414744723
3.6111,48,890.0,255.0,434.0,232.0,34.07,-118.35,13.017002861746503
1.4653,7,1777.0,513.0,4479.0,504.0,38.54,-121.79,12.644327576461327
3.2645,52,2877.0,721.0,1186.0,704.0,34.08,-118.35,12.072541252905651
4.625,13,4013.0,903.0,1999.0,859.0,33.7,-117.99,12.42440463984716
3.5536,19,4462.0,828.0,2229.0,777.0,40.36,-120.71,11.568360171858329
2.9402,33,2248.0,434.0,1461.0,405.0,35.3,-118.99,10.936672035881784
2.6181,9,2818.0,821.0,851.0,555.0,32.75,-117.15,12.226855184712702
2.15,37,2631.0,734.0,3228.0,701.0,34.02,-118.18,11.792071206399722
3.5161,45,1767.0,417.0,1052.0,379.0,34.04,-118.36,11.964001084330445
6.2685,6,2187.0,277.0,697.0,273.0,34.68,-120.44,12.635905110086632
2.1719,17,1573.0,272.0,142.0,55.0,36.86,-121.82,12.948009990259552
1.8692,15,1318.0,296.0,567.0,276.0,38.96,-122.83,11.448920134994315
4.8831,15,4155.0,637.0,1722.0,616.0,38.4,-121.38,11.947301916572814
5.3963,33,3597.0,519.0,1207.0,479.0,34.45,-119.61,13.122365377402328
4.8977,41,1835.0,311.0,683.0,308.0,34.28,-119.26,12.788846768608748
2.4671,30,1917.0,462.0,828.0,437.0,32.8,-117.24,12.529242510911509
4.0326,34,1619.0,293.0,1148.0,310.0,37.63,-122.08,12.011880916165731
3.6375,19,4400.0,828.0,1901.0,735.0,33.21,-117.22,12.20005457320461
6.5474,29,1326.0,185.0,586.0,187.0,34.19,-118.86,12.95489102346058
4.25,49,1464.0,302.0,636.0,259.0,37.62,-122.41,12.55708156784228
