Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,__target__
2.0,2.0,3,3,154,2,1.0,0.0,57,1096,1
2.0,2.0,4,4,237,3,2.0,1.0,2,4760,0
2.0,0.0,3,4,138,3,2.0,0.0,10,4327,1
1.0,1.0,5,2,223,5,2.0,1.0,5,1484,1
1.0,2.0,4,2,258,5,2.0,0.0,1,1010,0
4.0,1.0,3,4,175,3,1.0,0.0,2,5272,0
2.0,2.0,2,4,182,4,2.0,1.0,1,3624,1
1.0,1.0,3,3,250,3,1.0,0.0,5,4625,0
3.0,2.0,3,4,230,3,0.0,0.0,22,3546,1
1.0,2.0,4,2,145,3,2.0,0.0,7,5823,0
4.0,2.0,3,4,211,3,0.0,1.0,8,5191,1
3.0,2.0,4,3,180,4,1.0,1.0,14,1686,1
3.0,2.0,5,3,127,3,1.0,0.0,43,1446,1
2.0,2.0,4,3,220,3,1.0,0.0,6,4894,1
0.0,2.0,5,1,269,3,1.0,0.0,5,5031,0
4.0,2.0,5,5,265,3,1.0,1.0,3,5637,0
3.0,0.0,3,5,238,2,1.0,0.0,8,5769,0
4.0,2.0,4,3,134,3,0.0,0.0,22,1629,1
0.0,2.0,5,4,259,3,1.0,0.0,38,3720,1
0.0,2.0,4,2,235,6,1.0,1.0,6,1386,0
4.0,2.0,2,3,117,2,2.0,1.0,36,1210,1
2.0,1.0,3,3,156,6,1.0,1.0,45,1602,1
4.0,2.0,3,4,260,4,0.0,1.0,17,2666,1
3.0,1.0,3,4,130,2,2.0,0.0,42,1213,1
3.0,2.0,6,5,250,2,1.0,0.0,7,4724,0
0.0,0.0,3,3,253,4,2.0,0.0,57,2489,1
0.0,2.0,3,2,177,2,2.0,0.0,23,1929,1
0.0,2.0,4,4,155,3,2.0,0.0,35,1421,1
4.0,2.0,4,1,186,4,2.0,0.0,57,3880,1
4.0,2.0,5,5,216,4,2.0,0.0,1,4092,1
2.0,2.0,7,1,257,4,1.0,1.0,1,1405,1
1.0,0.0,5,5,251,6,2.0,1.0,4,1077,0
2.0,1.0,4,2,169,3,1.0,1.0,10,4309,1
2.0,0.0,5,1,266,3,1.0,1.0,8,4786,1
4.0,1.0,4,4,197,5,1.0,1.0,8,4793,0
1.0,1.0,4,2,274,5,1.0,0.0,8,1246,0
0.0,2.0,2,2,157,3,1.0,1.0,1,1477,1
4.0,2.0,4,3,212,4,1.0,1.0,28,2422,1
1.0,2.0,5,5,236,5,1.0,0.0,7,1137,0
0.0,0.0,3,4,186,2,1.0,0.0,4,4585,0
1.0,1.0,3,5,205,4,1.0,1.0,2,5294,0
4.0,0.0,4,5,142,10,0.0,0.0,5,4147,1
4.0,1.0,4,3,161,3,1.0,0.0,52,1199,1
0.0,1.0,3,3,150,2,2.0,0.0,61,1053,1
1.0,0.0,4,3,117,3,2.0,0.0,4,4666,0
1.0,2.0,4,4,226,5,2.0,0.0,12,2708,1
2.0,2.0,5,5,239,6,1.0,1.0,1,1384,0
1.0,1.0,3,2,268,10,2.0,1.0,9,4483,0
1.0,2.0,3,1,174,4,1.0,1.0,18,1072,1
4.0,2.0,7,4,277,5,1.0,1.0,4,1373,0
4.0,2.0,5,3,222,3,2.0,0.0,10,4597,0
2.0,2.0,4,2,190,2,2.0,1.0,37,2563,1
4.0,2.0,4,4,222,2,1.0,1.0,5,5660,0
0.0,0.0,2,5,271,3,1.0,1.0,4,5775,0
4.0,1.0,5,3,232,7,2.0,1.0,6,5285,1
4.0,2.0,5,3,188,7,2.0,1.0,3,3637,1
4.0,2.0,7,1,289,4,1.0,0.0,4,1543,1
1.0,2.0,5,4,244,3,2.0,0.0,3,4015,0
4.0,2.0,5,1,139,3,2.0,0.0,1,5953,1
3.0,2.0,4,1,243,5,2.0,0.0,1,4624,1
4.0,2.0,3,4,239,2,1.0,0.0,10,5674,1
4.0,0.0,4,4,261,3,2.0,1.0,2,4140,0
0.0,2.0,4,2,136,4,2.0,1.0,9,5038,0
4.0,1.0,5,1,225,5,1.0,1.0,2,1812,0
1.0,1.0,4,1,147,3,1.0,0.0,15,1956,1
3.0,2.0,4,4,229,5,1.0,1.0,7,1049,1
4.0,0.0,4,5,173,4,1.0,1.0,7,4978,1
4.0,2.0,6,5,255,4,1.0,0.0,9,1113,0
2.0,1.0,3,3,155,3,2.0,1.0,5,4957,1
3.0,2.0,3,3,205,2,2.0,0.0,58,2187,1
1.0,2.0,4,3,202,3,1.0,0.0,48,2213,1
0.0,2.0,2,2,199,3,1.0,1.0,1,4697,1
1.0,2.0,3,2,209,2,2.0,0.0,2,4635,0
4.0,1.0,2,1,123,4,1.0,0.0,53,1036,1
0.0,2.0,4,2,272,3,2.0,0.0,1,4933,1
4.0,2.0,3,1,156,3,2.0,1.0,49,1253,1
2.0,0.0,6,3,264,4,2.0,0.0,6,1622,1
1.0,2.0,7,1,258,4,1.0,0.0,3,1482,0
1.0,2.0,3,2,214,2,2.0,1.0,7,1693,0
0.0,1.0,5,1,174,5,2.0,0.0,6,4677,0
1.0,1.0,4,3,207,4,1.0,1.0,5,5008,1
0.0,1.0,3,1,228,2,1.0,0.0,7,4977,0
4.0,0.0,5,4,151,3,1.0,0.0,4,5522,0
4.0,2.0,5,1,221,6,2.0,0.0,7,1841,1
2.0,2.0,4,2,174,3,1.0,1.0,4,5625,0
4.0,1.0,3,4,191,5,2.0,0.0,4,4243,1
0.0,0.0,4,2,236,3,2.0,1.0,9,4725,0
4.0,1.0,5,2,251,3,1.0,1.0,9,4298,1
1.0,2.0,3,1,131,4,1.0,1.0,1,1628,0
4.0,1.0,5,4,211,6,1.0,1.0,33,3955,1
4.0,2.0,2,4,272,2,2.0,1.0,4,4632,0
4.0,2.0,3,3,200,3,1.0,1.0,3,5739,0
3.0,1.0,3,5,251,3,1.0,0.0,21,2476,1
0.0,2.0,4,2,191,2,0.0,1.0,65,3082,1
0.0,2.0,2,3,110,5,1.0,1.0,3,4124,0
1.0,2.0,4,1,208,2,1.0,1.0,6,5266,0
4.0,2.0,4,1,234,3,0.0,1.0,10,4375,0
3.0,2.0,3,5,251,10,2.0,1.0,9,5962,0
4.0,2.0,6,4,244,4,1.0,1.0,1,1130,1
1.0,2.0,7,4,296,4,1.0,0.0,8,1717,1
4.0,2.0,3,3,232,3,1.0,0.0,9,5016,1
3.0,2.0,5,5,203,5,2.0,1.0,1,5356,1
4.0,1.0,4,5,268,6,2.0,0.0,7,4709,0
4.0,2.0,3,4,207,7,2.0,0.0,46,2670,1
2.0,2.0,4,1,252,3,2.0,1.0,4,5540,0
4.0,2.0,3,4,247,3,2.0,1.0,9,5383,0
4.0,2.0,3,1,157,2,0.0,1.0,19,1898,1
3.0,2.0,3,3,171,4,1.0,1.0,8,4502,0
1.0,2.0,3,5,219,3,1.0,0.0,54,3145,1
1.0,0.0,3,5,167,2,1.0,1.0,5,5042,1
1.0,2.0,4,1,257,2,1.0,1.0,7,4869,0
0.0,2.0,4,3,167,2,2.0,0.0,2,5544,0
4.0,2.0,2,4,224,2,1.0,1.0,8,4754,0
2.0,0.0,4,4,269,10,0.0,0.0,3,4488,0
1.0,2.0,3,5,212,3,2.0,1.0,7,4411,1
4.0,2.0,4,2,232,5,2.0,0.0,3,1500,0
4.0,1.0,4,3,180,3,2.0,1.0,4,5471,0
4.0,2.0,6,3,295,5,1.0,1.0,4,1392,0
1.0,2.0,2,5,264,5,2.0,0.0,1,4426,0
0.0,2.0,3,5,216,4,1.0,0.0,3,4934,0
1.0,1.0,3,4,157,2,2.0,1.0,12,1694,1
0.0,2.0,6,4,209,5,1.0,0.0,53,3169,1
3.0,1.0,4,5,216,2,1.0,1.0,2,4905,0
1.0,1.0,3,2,286,6,0.0,0.0,1,5035,1
4.0,2.0,3,4,270,2,1.0,1.0,39,3690,1
3.0,1.0,4,3,209,2,2.0,1.0,57,3741,1
4.0,1.0,5,3,240,5,1.0,1.0,4,1389,0
2.0,2.0,6,3,256,5,1.0,0.0,1,1980,0
4.0,2.0,3,5,228,2,2.0,0.0,3,5208,0
4.0,2.0,5,1,259,6,1.0,0.0,2,1876,0
2.0,2.0,4,4,243,3,1.0,0.0,36,2111,1
1.0,2.0,5,2,218,3,1.0,1.0,4,5363,1
1.0,2.0,6,2,266,4,2.0,1.0,3,1090,0
4.0,1.0,4,2,249,5,2.0,1.0,36,3836,1
2.0,0.0,3,5,162,2,0.0,1.0,1,4573,1
2.0,2.0,5,2,137,3,1.0,1.0,6,4883,0
4.0,2.0,4,2,231,5,2.0,1.0,8,1562,0
0.0,1.0,6,4,290,4,1.0,1.0,3,1710,0
0.0,2.0,3,1,270,4,1.0,1.0,47,3487,1
3.0,2.0,4,2,170,2,2.0,1.0,5,4996,1
4.0,2.0,6,2,251,4,2.0,0.0,6,1864,0
3.0,2.0,3,5,241,3,1.0,1.0,2,4976,1
4.0,2.0,5,1,170,4,0.0,1.0,6,5258,1
3.0,1.0,6,3,262,6,0.0,1.0,5,4506,0
0.0,2.0,3,4,209,2,1.0,1.0,62,2935,1
3.0,2.0,5,3,145,3,1.0,1.0,3,4077,1
4.0,2.0,3,3,134,3,2.0,0.0,8,4950,0
1.0,0.0,3,1,107,3,0.0,0.0,13,1861,1
3.0,0.0,5,2,259,2,2.0,1.0,7,4764,0
0.0,0.0,3,4,255,4,1.0,1.0,10,4107,0
1.0,2.0,6,3,304,5,2.0,0.0,10,1254,1
4.0,0.0,2,5,157,3,2.0,0.0,4,4888,0
0.0,2.0,4,4,173,5,2.0,0.0,51,1691,1
4.0,2.0,4,3,238,2,1.0,1.0,7,5808,1
2.0,1.0,3,1,223,3,1.0,1.0,8,5318,0
4.0,2.0,4,4,268,3,1.0,0.0,9,4118,1
0.0,2.0,6,3,100,4,1.0,1.0,3,5756,0
4.0,2.0,3,3,218,3,2.0,1.0,48,3425,1
0.0,2.0,5,1,219,3,1.0,1.0,14,2447,1
1.0,0.0,5,3,260,5,2.0,1.0,8,1001,0
1.0,2.0,3,2,226,3,2.0,1.0,3,4940,1
3.0,2.0,3,2,279,6,2.0,1.0,1,5855,0
4.0,2.0,5,4,219,5,1.0,1.0,10,1363,1
1.0,2.0,3,3,234,3,2.0,0.0,8,2334,1
4.0,2.0,5,4,131,6,1.0,1.0,8,4005,1
2.0,2.0,5,5,273,4,1.0,1.0,7,4064,1
4.0,2.0,3,2,234,3,2.0,1.0,39,2099,1
3.0,2.0,3,1,221,4,2.0,0.0,8,5971,0
3.0,2.0,5,3,225,7,2.0,0.0,17,3516,1
0.0,2.0,3,5,271,2,2.0,0.0,6,4020,1
3.0,0.0,4,3,153,4,1.0,1.0,36,1171,1
4.0,2.0,7,3,296,4,1.0,1.0,4,1392,0
3.0,2.0,6,2,173,3,2.0,0.0,4,5970,0
4.0,2.0,3,5,178,3,1.0,0.0,3,5540,0
4.0,1.0,6,3,276,4,1.0,0.0,5,1637,1
2.0,2.0,6,5,111,6,0.0,0.0,28,1216,1
3.0,2.0,5,2,96,2,1.0,0.0,50,1186,1
0.0,2.0,5,2,247,3,2.0,0.0,3,4698,1
3.0,1.0,2,5,170,5,1.0,0.0,10,5621,1
4.0,2.0,2,1,166,3,2.0,0.0,7,5990,1
4.0,1.0,4,3,162,2,2.0,0.0,58,1708,1
4.0,0.0,3,4,164,10,2.0,0.0,10,4134,0
3.0,2.0,4,3,141,3,1.0,0.0,2,1915,1
2.0,0.0,3,1,157,2,2.0,1.0,7,5560,0
3.0,1.0,4,1,190,3,1.0,0.0,32,2774,1
2.0,2.0,3,2,204,4,2.0,1.0,7,4768,0
4.0,2.0,4,5,159,5,2.0,0.0,2,5654,1
1.0,2.0,4,1,173,4,1.0,0.0,1,5789,0
4.0,2.0,3,4,185,2,2.0,1.0,8,5449,1
3.0,1.0,4,1,245,6,1.0,0.0,7,1884,1
2.0,1.0,6,1,302,4,1.0,0.0,1,1622,1
2.0,2.0,3,1,164,3,2.0,0.0,9,1803,1
4.0,2.0,3,1,189,3,1.0,0.0,3,5866,1
4.0,2.0,2,4,245,2,2.0,0.0,3,5850,1
0.0,0.0,5,3,96,4,2.0,0.0,12,1655,1
0.0,1.0,4,5,180,4,0.0,0.0,10,5176,1
4.0,2.0,4,1,225,2,2.0,1.0,5,5714,1
2.0,2.0,6,1,236,4,1.0,0.0,10,2030,1
2.0,1.0,4,3,206,2,1.0,1.0,9,5076,1
2.0,2.0,4,1,208,7,0.0,1.0,8,2193,1
2.0,0.0,3,1,155,3,2.0,0.0,6,5113,1
0.0,2.0,5,3,242,3,1.0,0.0,10,4889,1
3.0,2.0,4,5,233,4,1.0,0.0,44,2551,1
0.0,2.0,6,5,285,7,2.0,1.0,9,4112,0
0.0,2.0,4,3,225,5,2.0,1.0,3,1224,0
1.0,2.0,2,2,168,2,2.0,0.0,2,1227,1
2.0,2.0,3,2,150,2,2.0,1.0,5,5264,0
2.0,2.0,3,4,199,3,1.0,1.0,7,5089,0
4.0,2.0,3,2,215,2,1.0,0.0,7,4305,0
0.0,2.0,5,2,158,3,2.0,1.0,16,1499,1
0.0,2.0,4,1,141,2,1.0,1.0,10,1340,1
4.0,0.0,5,2,143,3,2.0,1.0,12,1802,1
1.0,2.0,4,3,246,3,1.0,0.0,5,4710,0
2.0,2.0,3,4,172,2,1.0,1.0,5,5919,0
2.0,0.0,5,5,268,3,2.0,1.0,2,4459,1
1.0,1.0,7,5,291,4,0.0,1.0,6,1135,0
3.0,0.0,4,1,183,4,1.0,1.0,9,5157,0
0.0,2.0,5,2,158,3,1.0,1.0,4,4324,0
2.0,2.0,5,5,260,2,2.0,0.0,55,2791,1
1.0,2.0,5,2,265,2,2.0,0.0,7,5464,1
2.0,2.0,4,2,201,8,2.0,0.0,9,5146,0
1.0,2.0,5,2,239,2,2.0,0.0,15,2471,1
2.0,2.0,4,4,274,6,1.0,1.0,10,1355,1
2.0,2.0,5,2,173,3,1.0,1.0,8,4797,1
0.0,1.0,3,4,211,2,1.0,1.0,6,6000,0
0.0,2.0,3,5,185,2,2.0,1.0,27,3624,1
0.0,1.0,3,5,246,3,1.0,0.0,2,5556,1
4.0,1.0,4,3,219,6,2.0,0.0,2,1634,0
4.0,1.0,4,5,237,5,2.0,1.0,4,4917,0
4.0,2.0,6,1,309,4,2.0,1.0,9,1305,0
2.0,2.0,5,1,257,5,2.0,1.0,1,1102,1
3.0,0.0,3,1,214,2,1.0,0.0,50,2720,1
3.0,2.0,6,1,300,5,1.0,0.0,10,1787,0
0.0,0.0,3,2,223,4,2.0,1.0,3,5374,0
1.0,2.0,3,1,226,3,0.0,1.0,2,4831,1
1.0,2.0,2,3,134,10,0.0,0.0,1,5632,0
0.0,2.0,5,1,233,5,2.0,0.0,6,1631,1
3.0,1.0,4,1,258,3,2.0,1.0,2,4188,0
0.0,2.0,3,3,220,3,0.0,0.0,6,5269,1
0.0,0.0,4,2,238,2,2.0,0.0,9,4937,0
3.0,2.0,3,4,232,3,2.0,0.0,1,4228,1
0.0,2.0,5,4,134,2,1.0,0.0,20,1549,1
4.0,0.0,3,2,150,2,1.0,1.0,53,1319,1
0.0,2.0,4,4,236,2,2.0,0.0,6,5101,1
4.0,0.0,4,4,207,3,1.0,1.0,20,2637,1
1.0,0.0,6,2,169,2,2.0,1.0,9,5580,0
2.0,1.0,5,2,244,2,1.0,1.0,10,5696,0
1.0,2.0,3,3,235,3,1.0,1.0,5,3065,1
0.0,0.0,3,1,222,3,2.0,0.0,8,4650,1
2.0,2.0,5,1,248,3,1.0,1.0,37,3830,1
2.0,2.0,4,3,266,3,2.0,1.0,8,4493,0
3.0,2.0,6,2,292,4,2.0,1.0,2,1149,1
1.0,2.0,6,1,185,4,0.0,0.0,10,5254,1
4.0,2.0,4,2,170,10,2.0,0.0,4,4696,1
0.0,0.0,3,2,278,4,2.0,1.0,9,1631,0
3.0,1.0,5,3,136,3,2.0,0.0,13,1446,1
4.0,1.0,7,3,279,4,2.0,1.0,8,1060,0
2.0,0.0,3,1,266,7,1.0,1.0,5,4102,1
3.0,1.0,5,2,130,4,0.0,1.0,4,4371,0
2.0,2.0,3,2,179,8,0.0,1.0,3,4584,0
0.0,2.0,3,3,148,2,1.0,1.0,39,1402,1
4.0,2.0,4,4,176,4,0.0,0.0,63,1293,1
4.0,2.0,3,5,250,2,1.0,0.0,9,1205,0
1.0,0.0,3,1,178,3,1.0,1.0,3,4811,0
3.0,2.0,6,2,306,4,1.0,0.0,1,1815,1
3.0,2.0,2,4,252,4,2.0,1.0,4,4787,0
3.0,2.0,2,3,172,3,2.0,0.0,11,1522,1
0.0,1.0,4,2,164,4,1.0,1.0,2,5008,0
3.0,0.0,3,5,168,5,2.0,1.0,9,5731,1
4.0,0.0,3,1,158,5,1.0,1.0,9,1537,1
4.0,2.0,5,1,241,5,1.0,0.0,5,1116,1
4.0,2.0,5,3,250,3,2.0,1.0,4,4343,0
0.0,1.0,5,1,268,5,2.0,1.0,1,4704,0
2.0,1.0,3,4,261,2,2.0,0.0,52,3340,1
4.0,2.0,3,3,190,7,2.0,0.0,7,2400,1
0.0,2.0,3,4,179,3,0.0,1.0,57,1582,1
1.0,2.0,2,5,140,4,0.0,0.0,2,4636,1
4.0,2.0,2,3,266,2,1.0,1.0,1,5356,0
1.0,1.0,5,5,161,5,0.0,0.0,54,1511,1
1.0,1.0,4,3,190,10,1.0,1.0,34,3935,1
1.0,2.0,2,3,164,2,1.0,1.0,56,1491,1
0.0,2.0,6,1,282,4,1.0,1.0,7,1758,0
2.0,0.0,5,2,276,6,2.0,0.0,6,1043,0
4.0,0.0,4,5,275,6,2.0,1.0,10,1400,1
1.0,2.0,3,1,231,3,2.0,0.0,33,2755,1
3.0,2.0,2,4,172,5,1.0,1.0,4,4668,0
3.0,1.0,6,4,116,3,1.0,1.0,6,4649,0
1.0,2.0,6,4,221,5,1.0,1.0,9,4360,0
4.0,2.0,3,2,213,2,2.0,0.0,54,2809,1
0.0,2.0,5,3,229,2,2.0,1.0,10,5149,0
1.0,2.0,5,1,279,4,1.0,0.0,3,1499,0
3.0,2.0,4,3,223,3,2.0,0.0,9,5897,0
1.0,2.0,4,1,143,2,2.0,1.0,3,1996,1
2.0,1.0,4,4,199,3,1.0,0.0,9,5016,0
3.0,2.0,5,2,287,3,2.0,0.0,3,4903,1
2.0,2.0,7,3,262,4,1.0,0.0,1,1384,1
2.0,2.0,4,3,249,3,1.0,1.0,4,4811,0
4.0,0.0,5,2,221,5,2.0,1.0,10,1160,0
4.0,2.0,4,2,271,3,2.0,0.0,4,4186,1
4.0,0.0,4,3,181,3,1.0,0.0,5,5398,1
0.0,1.0,6,2,304,4,1.0,1.0,2,1256,1
1.0,2.0,6,1,232,6,1.0,1.0,4,5877,0
4.0,0.0,5,2,152,3,2.0,1.0,4,4699,1
4.0,2.0,2,3,145,3,2.0,0.0,24,7588,1
0.0,2.0,4,5,245,3,1.0,0.0,7,4297,0
4.0,0.0,3,2,215,4,1.0,0.0,3,4042,0
4.0,0.0,7,5,308,5,2.0,1.0,6,1154,0
2.0,2.0,3,3,264,2,1.0,1.0,2,4350,0
1.0,0.0,5,5,173,3,1.0,1.0,4,5265,1
4.0,2.0,6,5,185,3,0.0,0.0,1,5399,1
2.0,2.0,3,1,141,3,1.0,1.0,6,1361,1
3.0,2.0,5,3,257,5,2.0,1.0,5,4183,0
3.0,1.0,4,4,222,3,2.0,1.0,2,5140,0
4.0,1.0,6,1,250,2,2.0,1.0,4,4016,0
3.0,2.0,3,5,244,3,1.0,0.0,8,3154,1
3.0,0.0,3,3,203,3,2.0,1.0,29,3261,1
4.0,2.0,6,4,210,5,2.0,1.0,2,4651,0
4.0,2.0,6,2,272,5,1.0,1.0,8,1045,0
0.0,0.0,6,4,144,4,1.0,0.0,5,4631,0
0.0,2.0,6,3,281,4,2.0,0.0,8,1884,0
2.0,0.0,4,2,257,4,0.0,1.0,58,2269,1
3.0,2.0,6,5,176,4,2.0,1.0,31,1262,1
2.0,1.0,4,5,273,2,1.0,0.0,9,5724,0
1.0,2.0,7,4,243,4,2.0,0.0,6,1362,1
0.0,2.0,3,2,174,3,1.0,1.0,4,1337,1
2.0,2.0,6,3,155,2,2.0,0.0,1,4182,1
0.0,1.0,6,1,278,4,2.0,1.0,6,1576,0
0.0,2.0,2,1,174,3,2.0,0.0,12,1358,1
4.0,1.0,3,1,199,3,2.0,0.0,7,4377,1
2.0,2.0,3,1,140,4,1.0,1.0,27,1184,1
2.0,2.0,5,2,246,5,2.0,0.0,9,1876,0
4.0,2.0,5,3,255,6,2.0,0.0,1,5874,0
1.0,2.0,3,4,172,6,2.0,0.0,1,4618,0
4.0,0.0,4,5,247,5,2.0,1.0,6,1737,0
3.0,0.0,4,1,228,5,1.0,0.0,6,1727,1
4.0,2.0,4,5,175,2,1.0,1.0,40,1270,1
2.0,0.0,3,5,208,4,2.0,1.0,12,3181,1
1.0,2.0,5,2,249,5,1.0,0.0,8,1018,1
4.0,2.0,4,5,196,4,1.0,1.0,10,1694,1
3.0,2.0,3,3,231,3,2.0,0.0,9,4623,1
2.0,2.0,5,5,162,4,1.0,1.0,8,1311,0
2.0,2.0,3,4,184,3,1.0,1.0,7,5438,0
2.0,1.0,4,3,259,3,1.0,0.0,1,4914,1
0.0,2.0,4,4,239,3,1.0,1.0,4,4756,0
3.0,0.0,2,4,170,5,1.0,1.0,10,5448,0
3.0,2.0,5,4,120,4,0.0,1.0,1,4183,0
1.0,2.0,5,2,190,2,1.0,1.0,1,5005,0
2.0,1.0,4,4,169,3,1.0,1.0,23,1058,1
4.0,2.0,4,1,213,3,1.0,0.0,21,3585,1
2.0,0.0,3,1,205,3,2.0,1.0,39,3062,1
1.0,2.0,4,1,241,2,1.0,0.0,39,2935,1
4.0,1.0,4,4,238,4,0.0,1.0,1,5702,1
4.0,2.0,4,5,228,5,1.0,1.0,9,1381,0
3.0,1.0,5,5,160,3,2.0,1.0,55,1911,1
4.0,2.0,4,4,161,2,2.0,1.0,59,1941,1
4.0,2.0,3,2,132,2,2.0,1.0,6,1185,1
0.0,2.0,3,2,137,3,1.0,0.0,4,5617,0
2.0,2.0,3,5,267,2,2.0,1.0,4,4703,0
4.0,2.0,4,4,158,2,2.0,1.0,15,1030,1
3.0,2.0,5,3,162,2,1.0,0.0,14,1045,1
2.0,2.0,4,1,187,3,2.0,1.0,8,5872,0
4.0,2.0,5,1,269,3,2.0,0.0,2,2136,1
1.0,2.0,3,1,185,2,1.0,0.0,41,3787,1
1.0,0.0,5,1,266,5,2.0,0.0,2,1798,0
2.0,0.0,2,4,114,5,0.0,1.0,3,4423,0
3.0,0.0,5,2,197,4,0.0,1.0,4,4339,1
1.0,2.0,4,1,227,2,0.0,1.0,60,3080,1
1.0,2.0,4,5,189,2,2.0,1.0,6,5439,1
2.0,2.0,3,1,175,3,1.0,1.0,6,4695,0
0.0,2.0,5,4,275,2,2.0,1.0,10,5395,1
4.0,2.0,4,3,174,2,1.0,1.0,10,5554,0
2.0,2.0,4,2,238,2,0.0,1.0,17,3358,1
4.0,2.0,4,2,264,2,1.0,0.0,9,4490,0
4.0,2.0,5,2,263,2,2.0,0.0,51,1657,1
3.0,2.0,4,2,233,4,0.0,0.0,6,5256,0
1.0,2.0,3,1,244,3,2.0,0.0,1,5695,1
4.0,0.0,4,4,155,3,2.0,1.0,6,5033,1
2.0,0.0,4,5,221,3,1.0,0.0,6,5895,0
4.0,2.0,5,3,243,3,2.0,0.0,10,4524,1
0.0,0.0,4,5,234,3,1.0,1.0,5,5213,0
3.0,1.0,4,1,176,3,2.0,0.0,36,1891,1
3.0,2.0,3,3,169,3,0.0,1.0,1,4647,0
3.0,1.0,3,1,178,4,2.0,1.0,9,4298,0
1.0,1.0,5,5,268,4,1.0,0.0,9,4208,0
2.0,1.0,4,5,253,2,2.0,0.0,43,2589,1
2.0,2.0,3,3,192,7,0.0,0.0,36,3634,1
2.0,2.0,3,1,173,3,1.0,0.0,3,4453,1
2.0,0.0,4,5,210,2,2.0,1.0,5,5683,0
4.0,1.0,6,2,248,4,1.0,0.0,10,1563,1
2.0,1.0,4,1,273,4,1.0,0.0,54,2611,1
1.0,2.0,5,4,140,3,0.0,0.0,56,1332,1
0.0,2.0,3,4,228,2,2.0,1.0,46,3306,1
2.0,0.0,4,3,155,3,0.0,0.0,2,4534,0
3.0,2.0,4,3,192,4,1.0,0.0,3,1406,1
0.0,2.0,5,3,222,3,1.0,0.0,6,4744,1
1.0,2.0,3,4,268,2,2.0,1.0,8,1991,1
4.0,2.0,7,4,251,5,1.0,1.0,3,1433,0
3.0,2.0,2,5,155,3,1.0,1.0,23,1602,1
0.0,2.0,3,2,183,3,2.0,0.0,44,3809,1
3.0,2.0,5,1,134,3,0.0,0.0,12,1775,1
3.0,2.0,4,5,263,5,1.0,1.0,9,5731,1
4.0,0.0,5,2,165,2,2.0,0.0,6,4819,1
3.0,0.0,4,5,232,2,1.0,0.0,21,3128,1
3.0,1.0,3,4,247,2,2.0,0.0,2,5016,1
4.0,2.0,6,3,244,3,2.0,1.0,4,5277,1
0.0,1.0,4,3,270,2,1.0,1.0,7,5814,0
4.0,2.0,4,2,234,2,0.0,1.0,27,3393,1
2.0,2.0,4,4,170,4,1.0,1.0,39,1868,1
2.0,2.0,3,1,183,3,1.0,1.0,19,3018,1
2.0,0.0,6,1,263,6,1.0,1.0,10,5826,0
4.0,1.0,6,5,244,3,1.0,1.0,9,5634,0
4.0,1.0,3,4,202,3,2.0,1.0,5,5169,0
4.0,2.0,3,4,160,4,2.0,1.0,9,4733,1
2.0,2.0,3,4,113,4,1.0,0.0,56,1154,1
3.0,2.0,5,5,239,3,0.0,1.0,18,2495,1
4.0,2.0,3,2,229,7,0.0,1.0,3,5584,0
4.0,1.0,5,2,159,3,2.0,0.0,63,1675,1
0.0,2.0,3,1,237,2,1.0,1.0,9,4626,1
4.0,2.0,3,1,166,3,2.0,0.0,9,4251,0
1.0,2.0,5,4,252,3,2.0,1.0,2,4162,0
3.0,2.0,6,1,298,4,1.0,0.0,1,1735,1
1.0,2.0,3,1,266,5,1.0,1.0,1,5459,0
0.0,2.0,4,5,242,4,1.0,0.0,35,3215,1
1.0,2.0,4,3,192,3,1.0,1.0,1,4045,1
0.0,2.0,3,5,193,3,0.0,0.0,57,3364,1
1.0,2.0,4,1,265,6,1.0,0.0,9,1753,1
4.0,2.0,6,3,223,6,2.0,1.0,29,2980,1
3.0,2.0,4,5,194,2,1.0,1.0,3,4724,1
4.0,2.0,6,5,268,4,1.0,1.0,7,1600,1
4.0,2.0,3,3,200,3,1.0,1.0,46,2460,1
3.0,2.0,3,4,203,2,1.0,1.0,9,5735,0
2.0,2.0,5,3,184,5,1.0,1.0,3,5219,1
1.0,2.0,3,4,178,8,2.0,0.0,6,4146,0
2.0,0.0,3,4,180,7,0.0,1.0,4,4408,0
1.0,2.0,5,2,208,8,1.0,1.0,62,3450,1
1.0,2.0,3,5,166,3,2.0,0.0,9,5275,1
2.0,2.0,5,2,182,4,2.0,0.0,9,5159,0
3.0,0.0,5,5,232,6,1.0,1.0,2,1550,1
2.0,0.0,4,2,267,2,1.0,1.0,7,5746,1
4.0,2.0,5,3,251,2,1.0,1.0,9,4458,0
3.0,2.0,5,2,241,3,1.0,1.0,39,3743,1
4.0,2.0,3,1,174,2,1.0,1.0,44,1556,1
2.0,2.0,3,3,225,4,1.0,1.0,10,5690,0
0.0,1.0,6,5,260,4,0.0,1.0,10,2756,1
3.0,2.0,2,5,236,3,2.0,0.0,13,2171,1
1.0,1.0,7,1,309,4,1.0,0.0,4,1151,0
4.0,2.0,4,2,159,3,1.0,1.0,5,4985,1
2.0,1.0,6,5,148,4,1.0,1.0,1,5216,1
