loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,__target__
20.0,1.0,1.0,1.0,66.0,302.61,0.15,6.6,45.85,1997.21,0.1,110.96,12.0,1.0,5.0,0,9.0,15.0,44.0,22.0,1.0,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0,3.0,1.0,3.0,1.0,1.0,False
12.0,3.0,3.0,2.0,36.0,158.12,0.12,8.67,18.25,1370.4,0.05,76.13,8.0,0.0,2.0,0,12.0,9.0,23.0,13.0,5.0,False
51.0,6.0,6.0,4.0,153.0,849.85,0.04,25.96,32.74,22062.16,0.28,1225.68,37.0,7.0,4.0,0,22.0,25.0,94.0,59.0,11.0,False
12.0,3.0,1.0,2.0,24.0,100.08,0.13,8.0,12.51,800.63,0.03,44.48,8.0,0.0,2.0,0,12.0,6.0,16.0,8.0,5.0,False
38.0,5.0,1.0,3.0,152.0,803.38,0.04,22.41,35.85,18003.04,0.27,1000.17,29.0,0.0,7.0,0,17.0,22.0,94.0,58.0,9.0,False
20.0,2.0,1.0,2.0,64.0,304.31,0.12,8.59,35.41,2615.19,0.1,145.29,14.0,0.0,4.0,0,11.0,16.0,39.0,25.0,3.0,False
7.0,1.0,1.0,1.0,16.0,55.35,0.44,2.29,24.22,126.52,0.02,7.03,4.0,0.0,1.0,0,4.0,7.0,8.0,8.0,1.0,False
25.0,3.0,1.0,2.0,62.0,291.43,0.05,18.41,15.83,5364.91,0.1,298.05,19.0,0.0,4.0,0,15.0,11.0,35.0,27.0,5.0,False
38.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,False
33.0,6.0,6.0,3.0,88.0,454.95,0.05,19.38,23.48,8814.72,0.15,489.71,26.0,0.0,5.0,0,20.0,16.0,57.0,31.0,11.0,False
60.0,21.0,13.0,8.0,207.0,1297.22,0.02,41.9,30.96,54350.39,0.43,3019.47,46.0,2.0,9.0,1,38.0,39.0,121.0,86.0,35.0,False
55.0,7.0,1.0,5.0,114.0,575.06,0.05,18.75,30.67,10782.39,0.19,599.02,41.0,9.0,3.0,0,15.0,18.0,69.0,45.0,13.0,False
5.0,1.0,1.0,1.0,14.0,48.43,0.33,3.0,16.14,145.3,0.02,8.07,3.0,0.0,0.0,0,6.0,5.0,9.0,5.0,1.0,False
26.0,5.0,1.0,3.0,60.0,288.44,0.06,17.33,16.64,4999.65,0.1,277.76,20.0,0.0,1.0,0,16.0,12.0,34.0,26.0,9.0,False
29.0,4.0,1.0,3.0,87.0,438.86,0.08,13.33,32.91,5851.5,0.15,325.08,22.0,0.0,5.0,0,15.0,18.0,55.0,32.0,7.0,False
51.0,15.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.0,False
5.0,1.0,1.0,1.0,8.0,22.46,0.5,2.0,11.23,44.92,0.01,2.5,3.0,0.0,0.0,0,4.0,3.0,5.0,3.0,1.0,False
33.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,True
8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,False
25.0,4.0,1.0,4.0,55.0,241.58,0.08,12.73,18.98,3074.62,0.08,170.81,21.0,1.0,1.0,0,10.0,11.0,27.0,28.0,7.0,False
60.0,8.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15.0,False
23.0,2.0,1.0,2.0,63.0,280.94,0.1,9.69,28.99,2723.0,0.09,151.28,16.0,0.0,4.0,0,9.0,13.0,35.0,28.0,3.0,False
19.0,3.0,3.0,2.0,45.0,211.52,0.11,9.5,22.27,2009.44,0.07,111.64,12.0,2.0,3.0,0,13.0,13.0,26.0,19.0,5.0,False
26.0,5.0,5.0,1.0,64.0,317.07,0.06,15.79,20.09,5005.15,0.11,278.06,19.0,0.0,5.0,0,17.0,14.0,38.0,26.0,9.0,True
11.0,1.0,1.0,1.0,31.0,118.03,0.33,3.0,39.34,354.08,0.04,19.67,6.0,0.0,3.0,0,4.0,10.0,16.0,15.0,1.0,False
222.0,33.0,21.0,17.0,776.0,5775.72,0.02,46.18,125.06,266737.28,1.93,14818.74,185.0,8.0,28.0,1,37.0,137.0,434.0,342.0,65.0,True
41.0,4.0,1.0,4.0,125.0,669.69,0.05,18.39,36.41,12316.55,0.22,684.25,31.0,1.0,6.0,0,18.0,23.0,78.0,47.0,7.0,False
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0,4.0,3.0,4.0,3.0,1.0,True
36.0,4.0,1.0,4.0,71.0,361.21,0.09,11.45,31.55,4134.89,0.12,229.72,28.0,2.0,4.0,0,15.0,19.0,42.0,29.0,7.0,True
12.0,2.0,1.0,1.0,24.0,96.0,0.08,12.1,7.93,1161.6,0.03,64.53,8.0,0.0,2.0,0,11.0,5.0,13.0,11.0,3.0,False
23.0,5.0,1.0,1.0,65.0,276.12,0.06,17.33,15.93,4786.0,0.09,265.89,20.0,0.0,1.0,0,13.0,6.0,49.0,16.0,7.0,False
96.0,11.0,6.0,8.0,440.0,2483.3,0.02,51.0,48.69,126648.13,0.83,7036.01,82.0,5.0,6.0,0,20.0,30.0,287.0,153.0,21.0,True
20.0,2.0,1.0,2.0,59.0,292.3,0.14,7.26,40.24,2123.0,0.1,117.94,15.0,0.0,1.0,0,12.0,19.0,36.0,23.0,3.0,False
22.0,2.0,1.0,2.0,64.0,293.44,0.14,7.25,40.47,2127.42,0.1,118.19,14.0,1.0,4.0,0,8.0,16.0,35.0,29.0,3.0,False
15.0,1.0,1.0,1.0,14.0,46.51,0.5,2.0,23.25,93.01,0.02,5.17,4.0,6.0,2.0,0,4.0,6.0,8.0,6.0,1.0,False
25.0,2.0,1.0,2.0,46.0,198.81,0.21,4.71,42.17,937.24,0.07,52.07,14.0,7.0,2.0,0,6.0,14.0,24.0,22.0,3.0,True
20.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.0,False
16.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,False
27.0,7.0,3.0,2.0,52.0,260.0,0.07,14.62,17.79,3800.0,0.09,211.11,12.0,9.0,4.0,0,19.0,13.0,32.0,20.0,13.0,False
30.0,1.0,1.0,1.0,133.0,687.6,0.09,11.35,60.6,7801.62,0.23,433.42,21.0,2.0,5.0,0,10.0,26.0,74.0,59.0,1.0,False
13.0,2.0,1.0,2.0,18.0,64.53,0.17,6.0,10.75,387.18,0.02,21.51,7.0,2.0,2.0,0,8.0,4.0,12.0,6.0,3.0,False
8.0,3.0,3.0,1.0,17.0,60.94,0.17,6.0,10.16,365.67,0.02,20.31,5.0,0.0,1.0,0,8.0,4.0,11.0,6.0,5.0,False
9.0,3.0,1.0,3.0,43.0,191.76,0.18,5.43,35.32,1040.96,0.06,57.83,7.0,0.0,0.0,0,8.0,14.0,24.0,19.0,5.0,False
25.0,4.0,1.0,4.0,82.0,385.44,0.07,15.0,25.7,5781.54,0.13,321.2,17.0,0.0,3.0,0,13.0,13.0,52.0,30.0,7.0,False
16.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,False
83.0,14.0,9.0,11.0,198.0,1154.91,0.05,21.35,54.09,24658.94,0.38,1369.94,66.0,9.0,6.0,0,20.0,37.0,119.0,79.0,27.0,True
157.0,19.0,14.0,10.0,239.0,1320.13,0.02,57.14,23.1,75436.07,0.44,4190.89,70.0,55.0,22.0,8,25.0,21.0,143.0,96.0,37.0,True
34.0,1.0,1.0,1.0,110.0,559.62,0.1,9.8,57.08,5486.72,0.19,304.82,15.0,9.0,7.0,0,11.0,23.0,69.0,41.0,1.0,False
14.0,2.0,1.0,2.0,34.0,141.78,0.11,9.38,15.12,1329.16,0.05,73.84,10.0,0.0,1.0,0,10.0,8.0,19.0,15.0,3.0,False
5.0,1.0,1.0,1.0,21.0,69.76,0.3,3.33,20.93,232.53,0.02,12.92,3.0,0.0,0.0,0,4.0,6.0,11.0,10.0,1.0,False
20.0,6.0,6.0,2.0,77.0,385.0,0.08,13.24,29.09,5095.59,0.13,283.09,15.0,0.0,3.0,0,15.0,17.0,47.0,30.0,11.0,False
255.0,41.0,23.0,15.0,381.0,2583.7,0.04,23.16,111.55,59845.66,0.86,3324.76,132.0,86.0,36.0,1,24.0,86.0,215.0,166.0,81.0,True
69.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,True
27.0,6.0,1.0,3.0,86.0,421.99,0.05,19.5,21.64,8228.86,0.14,457.16,23.0,0.0,2.0,0,15.0,15.0,47.0,39.0,11.0,False
52.0,9.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17.0,True
16.0,3.0,3.0,3.0,34.0,144.43,0.09,11.14,12.96,1609.36,0.05,89.41,11.0,0.0,3.0,0,12.0,7.0,21.0,13.0,5.0,False
35.0,5.0,1.0,5.0,166.0,900.76,0.04,27.83,32.36,25064.62,0.3,1392.48,28.0,0.0,5.0,0,20.0,23.0,102.0,64.0,7.0,True
5.0,1.0,1.0,1.0,18.0,68.53,0.33,3.0,22.84,205.6,0.02,11.42,3.0,0.0,0.0,0,6.0,8.0,10.0,8.0,1.0,False
136.0,10.0,3.0,7.0,307.0,1813.42,0.03,34.5,52.56,62562.83,0.6,3475.71,77.0,27.0,25.0,2,20.0,40.0,169.0,138.0,19.0,True
51.0,6.0,5.0,6.0,116.0,613.11,0.04,24.23,25.31,14852.51,0.2,825.14,32.0,13.0,4.0,0,19.0,20.0,65.0,51.0,11.0,False
83.0,7.0,1.0,5.0,279.0,1627.38,0.05,21.81,74.6,35499.51,0.54,1972.2,66.0,5.0,7.0,3,14.0,43.0,145.0,134.0,13.0,False
11.0,1.0,1.0,1.0,15.0,53.77,0.25,4.0,13.44,215.1,0.02,11.95,6.0,0.0,2.0,0,8.0,4.0,11.0,4.0,1.0,False
25.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,False
193.0,14.0,5.0,4.0,1069.0,6461.46,0.01,152.75,42.3,986987.6,2.15,54832.64,160.0,0.0,26.0,2,26.0,40.0,599.0,470.0,27.0,False
15.0,3.0,1.0,2.0,35.0,145.95,0.11,8.75,16.68,1277.04,0.05,70.95,11.0,0.0,1.0,0,10.0,8.0,21.0,14.0,5.0,False
16.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,False
15.0,1.0,1.0,1.0,53.0,229.06,0.14,6.95,32.94,1593.02,0.08,88.5,9.0,0.0,3.0,0,9.0,11.0,36.0,17.0,1.0,False
8.0,1.0,1.0,1.0,17.0,62.91,0.21,4.8,13.11,301.96,0.02,16.78,4.0,0.0,1.0,0,8.0,5.0,11.0,6.0,1.0,True
587.0,48.0,17.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,95.0,True
44.0,10.0,10.0,6.0,124.0,699.84,0.08,11.79,59.38,8248.09,0.23,458.23,34.0,1.0,6.0,1,15.0,35.0,69.0,55.0,19.0,True
18.0,4.0,4.0,4.0,79.0,371.33,0.06,17.73,20.95,6582.75,0.12,365.71,10.0,3.0,3.0,0,15.0,11.0,53.0,26.0,7.0,False
12.0,2.0,1.0,1.0,24.0,96.0,0.08,12.1,7.93,1161.6,0.03,64.53,8.0,0.0,2.0,0,11.0,5.0,13.0,11.0,3.0,False
30.0,8.0,1.0,5.0,71.0,351.75,0.06,15.79,22.28,5552.59,0.12,308.48,18.0,8.0,2.0,0,17.0,14.0,45.0,26.0,15.0,True
17.0,6.0,3.0,3.0,81.0,408.6,0.05,20.4,20.03,8335.36,0.14,463.08,13.0,0.0,2.0,0,18.0,15.0,47.0,34.0,11.0,False
18.0,1.0,1.0,1.0,58.0,281.76,0.22,4.57,61.64,1288.06,0.09,71.56,13.0,0.0,3.0,0,8.0,21.0,34.0,24.0,1.0,False
37.0,13.0,1.0,4.0,124.0,659.92,0.04,24.88,26.52,16419.41,0.22,912.19,30.0,0.0,2.0,0,19.0,21.0,69.0,55.0,25.0,True
393.0,74.0,6.0,33.0,1338.0,8598.34,0.01,91.44,94.04,786210.92,2.87,43678.38,301.0,32.0,53.0,5,22.0,65.0,808.0,533.0,147.0,False
12.0,3.0,1.0,3.0,37.0,128.0,0.08,12.25,10.45,1567.99,0.04,87.11,10.0,0.0,0.0,0,7.0,4.0,23.0,14.0,5.0,False
18.0,4.0,3.0,2.0,39.0,162.63,0.06,18.0,9.03,2927.29,0.05,162.63,13.0,0.0,3.0,0,12.0,6.0,21.0,18.0,7.0,False
22.0,4.0,1.0,3.0,64.0,317.07,0.07,14.4,22.02,4565.79,0.11,253.65,16.0,0.0,3.0,0,16.0,15.0,38.0,27.0,7.0,False
41.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.0,False
32.0,9.0,1.0,1.0,50.0,250.0,0.13,7.94,31.48,1985.29,0.08,110.29,22.0,0.0,8.0,0,15.0,17.0,32.0,18.0,10.0,True
11.0,2.0,1.0,2.0,20.0,76.15,0.15,6.67,11.42,507.65,0.03,28.2,7.0,1.0,1.0,0,8.0,6.0,10.0,10.0,3.0,False
7.0,1.0,1.0,1.0,18.0,68.53,0.22,4.5,15.23,308.4,0.02,17.13,4.0,0.0,1.0,0,9.0,5.0,13.0,5.0,1.0,False
19.0,2.0,1.0,2.0,88.0,398.07,0.04,24.05,16.55,9573.67,0.13,531.87,13.0,0.0,2.0,0,13.0,10.0,51.0,37.0,3.0,False
49.0,2.0,1.0,2.0,81.0,401.29,0.13,7.57,53.02,3037.03,0.13,168.72,22.0,18.0,7.0,0,9.0,22.0,44.0,37.0,3.0,False
66.0,12.0,1.0,11.0,225.0,1220.91,0.04,26.28,46.46,32085.5,0.41,1782.53,50.0,6.0,8.0,0,18.0,25.0,152.0,73.0,23.0,True
31.0,2.0,1.0,2.0,130.0,666.81,0.05,21.47,31.05,14318.8,0.22,795.49,28.0,0.0,1.0,0,16.0,19.0,79.0,51.0,3.0,True
89.0,21.0,4.0,5.0,179.0,965.22,0.03,34.5,27.98,33300.26,0.32,1850.01,68.0,0.0,19.0,0,23.0,19.0,122.0,57.0,34.0,True
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0,3.0,1.0,3.0,1.0,1.0,False
8.0,1.0,1.0,1.0,17.0,62.91,0.24,4.08,15.41,256.87,0.02,14.27,5.0,0.0,1.0,0,7.0,6.0,10.0,7.0,1.0,False
19.0,1.0,1.0,1.0,98.0,476.08,0.08,12.22,38.95,5818.78,0.16,323.27,12.0,0.0,3.0,2,11.0,18.0,58.0,40.0,1.0,True
13.0,2.0,1.0,1.0,20.0,71.7,0.25,4.0,17.92,286.8,0.02,15.93,10.0,0.0,1.0,0,6.0,6.0,12.0,8.0,3.0,False
74.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15.0,True
12.0,2.0,1.0,2.0,27.0,116.69,0.15,6.75,17.29,787.67,0.04,43.76,7.0,0.0,3.0,0,12.0,8.0,18.0,9.0,3.0,False
4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2.0,0.0,0.0,0,5.0,4.0,6.0,4.0,1.0,False
60.0,4.0,1.0,4.0,163.0,829.26,0.04,26.67,31.1,22113.51,0.28,1228.53,48.0,0.0,10.0,0,16.0,18.0,103.0,60.0,7.0,False
19.0,2.0,1.0,2.0,55.0,269.88,0.14,7.33,36.8,1979.11,0.09,109.95,14.0,0.0,1.0,0,12.0,18.0,33.0,22.0,3.0,False
16.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,False
12.0,1.0,1.0,1.0,24.0,86.04,0.36,2.75,31.29,236.61,0.03,13.14,4.0,4.0,2.0,0,4.0,8.0,13.0,11.0,1.0,False
106.0,8.0,1.0,8.0,252.0,1494.55,0.04,27.64,54.07,41310.78,0.5,2295.04,48.0,19.0,37.0,0,22.0,39.0,154.0,98.0,15.0,True
81.0,5.0,1.0,4.0,85.0,408.63,0.06,15.5,26.36,6333.69,0.14,351.87,29.0,29.0,21.0,0,14.0,14.0,54.0,31.0,9.0,False
24.0,3.0,1.0,2.0,53.0,236.35,0.1,10.5,22.51,2481.67,0.08,137.87,19.0,0.0,3.0,0,11.0,11.0,32.0,21.0,5.0,False
60.0,7.0,5.0,7.0,141.0,750.39,0.07,14.69,51.1,11019.64,0.25,612.2,41.0,8.0,9.0,0,13.0,27.0,80.0,61.0,13.0,True
35.0,7.0,4.0,1.0,86.0,463.74,0.06,17.73,26.16,8220.83,0.15,456.71,23.0,3.0,7.0,0,20.0,22.0,47.0,39.0,13.0,False
18.0,2.0,1.0,2.0,41.0,182.84,0.18,5.71,32.0,1044.78,0.06,58.04,13.0,0.0,3.0,0,8.0,14.0,21.0,20.0,3.0,False
20.0,4.0,1.0,4.0,69.0,320.43,0.08,12.0,26.7,3845.11,0.11,213.62,13.0,0.0,3.0,0,12.0,13.0,43.0,26.0,7.0,False
15.0,2.0,1.0,2.0,30.0,120.0,0.17,6.0,20.0,720.0,0.04,40.0,11.0,0.0,2.0,0,8.0,8.0,18.0,12.0,3.0,False
7.0,1.0,1.0,1.0,12.0,39.86,0.27,3.75,10.63,149.49,0.01,8.3,4.0,0.0,1.0,0,6.0,4.0,7.0,5.0,1.0,False
11.0,2.0,1.0,1.0,24.0,93.77,0.17,6.0,15.63,562.59,0.03,31.26,9.0,0.0,0.0,0,9.0,6.0,16.0,8.0,3.0,False
20.0,3.0,1.0,3.0,41.0,180.09,0.11,9.33,19.29,1680.79,0.06,93.38,14.0,0.0,4.0,0,12.0,9.0,27.0,14.0,5.0,True
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0,3.0,1.0,3.0,1.0,1.0,False
43.0,1.0,1.0,1.0,221.0,1142.55,0.08,12.91,88.48,14754.7,0.38,819.71,31.0,0.0,10.0,0,7.0,29.0,114.0,107.0,1.0,False
53.0,6.0,1.0,6.0,146.0,824.0,0.06,18.08,45.57,14898.51,0.27,827.69,43.0,0.0,6.0,0,19.0,31.0,87.0,59.0,11.0,False
5.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,1.0,0.0,0,4.0,3.0,4.0,3.0,1.0,False
13.0,2.0,1.0,2.0,36.0,167.18,0.16,6.33,26.4,1058.8,0.06,58.82,10.0,0.0,1.0,0,10.0,15.0,17.0,19.0,3.0,False
20.0,5.0,5.0,1.0,45.0,203.56,0.07,15.0,13.57,3053.4,0.07,169.63,15.0,1.0,1.0,0,15.0,8.0,29.0,16.0,9.0,False
7.0,1.0,1.0,1.0,15.0,45.0,0.2,5.0,9.0,225.0,0.02,12.5,5.0,0.0,0.0,0,5.0,3.0,9.0,6.0,1.0,False
10.0,2.0,1.0,2.0,27.0,110.36,0.14,7.31,15.09,807.02,0.04,44.83,7.0,0.0,1.0,0,9.0,8.0,14.0,13.0,3.0,False
69.0,4.0,1.0,4.0,298.0,1730.59,0.04,22.32,77.55,38621.74,0.58,2145.65,59.0,3.0,4.0,1,15.0,41.0,176.0,122.0,7.0,False
14.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,False
11.0,1.0,1.0,1.0,55.0,248.8,0.22,4.59,54.22,1141.53,0.08,63.42,7.0,0.0,2.0,0,6.0,17.0,29.0,26.0,1.0,False
16.0,2.0,1.0,2.0,63.0,302.86,0.1,9.97,30.39,3018.54,0.1,167.7,12.0,0.0,2.0,0,13.0,15.0,40.0,23.0,3.0,True
5.0,1.0,1.0,1.0,13.0,39.0,0.33,3.0,13.0,117.0,0.01,6.5,3.0,0.0,0.0,0,4.0,4.0,7.0,6.0,1.0,False
4.0,1.0,1.0,1.0,8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,2.0,0.0,0.0,0,5.0,3.0,5.0,3.0,1.0,False
18.0,3.0,1.0,3.0,42.0,178.41,0.09,11.67,15.29,2081.48,0.06,115.64,14.0,1.0,1.0,0,10.0,9.0,21.0,21.0,5.0,False
82.0,8.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15.0,False
23.0,5.0,1.0,5.0,80.0,396.34,0.05,21.25,18.65,8422.13,0.13,467.9,20.0,0.0,1.0,0,17.0,14.0,45.0,35.0,9.0,False
20.0,1.0,1.0,1.0,37.0,151.24,0.14,7.11,21.27,1075.46,0.05,59.75,6.0,0.0,4.0,0,8.0,9.0,21.0,16.0,1.0,False
11.0,1.0,1.0,1.0,32.0,128.0,0.17,5.83,21.94,746.67,0.04,41.48,7.0,0.0,2.0,0,7.0,9.0,17.0,15.0,1.0,False
28.0,7.0,7.0,3.0,91.0,470.46,0.04,23.13,20.34,10879.46,0.16,604.41,24.0,1.0,3.0,0,20.0,16.0,54.0,37.0,13.0,True
123.0,20.0,7.0,12.0,397.0,2502.6,0.02,51.31,48.78,128400.49,0.83,7133.36,92.0,12.0,16.0,1,35.0,44.0,268.0,129.0,38.0,False
32.0,4.0,1.0,4.0,53.0,246.12,0.12,8.33,29.53,2051.04,0.08,113.95,19.0,5.0,6.0,0,10.0,15.0,28.0,25.0,7.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0,3.0,2.0,3.0,2.0,1.0,False
95.0,4.0,1.0,4.0,259.0,1405.4,0.05,21.87,64.26,30737.51,0.47,1707.64,52.0,19.0,21.0,0,12.0,31.0,146.0,113.0,7.0,False
490.0,77.0,43.0,37.0,1752.0,14374.41,0.02,59.95,239.78,861706.49,4.79,47872.58,374.0,51.0,64.0,1,39.0,256.0,965.0,787.0,153.0,True
40.0,5.0,1.0,5.0,143.0,771.1,0.09,10.65,72.44,8208.5,0.26,456.03,24.0,4.0,8.0,2,11.0,31.0,83.0,60.0,9.0,False
169.0,5.0,1.0,5.0,842.0,5479.56,0.03,37.8,144.98,207105.85,1.83,11505.88,148.0,1.0,18.0,0,15.0,76.0,459.0,383.0,9.0,True
6.0,1.0,1.0,1.0,11.0,38.05,0.33,3.0,12.68,114.16,0.01,6.34,3.0,0.0,1.0,0,6.0,5.0,6.0,5.0,1.0,False
7.0,1.0,1.0,1.0,14.0,48.43,0.28,3.6,13.45,174.36,0.02,9.69,4.0,0.0,1.0,0,6.0,5.0,8.0,6.0,1.0,False
38.0,9.0,1.0,9.0,147.0,706.68,0.05,19.5,36.24,13780.28,0.24,765.57,22.0,0.0,9.0,4,12.0,16.0,95.0,52.0,17.0,False
18.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,False
207.0,11.0,1.0,4.0,413.0,2806.09,0.03,31.48,89.13,88339.99,0.94,4907.78,102.0,56.0,46.0,0,30.0,81.0,243.0,170.0,19.0,False
10.0,1.0,1.0,1.0,20.0,80.0,0.29,3.5,22.86,280.0,0.03,15.56,5.0,1.0,2.0,0,7.0,9.0,11.0,9.0,1.0,False
72.0,13.0,8.0,12.0,229.0,1352.68,0.04,27.19,49.74,36782.43,0.45,2043.47,59.0,5.0,8.0,0,21.0,39.0,128.0,101.0,25.0,False
18.0,1.0,1.0,1.0,42.0,189.99,0.24,4.16,45.71,789.64,0.06,43.87,15.0,0.0,1.0,0,7.0,16.0,23.0,19.0,1.0,False
26.0,3.0,1.0,3.0,36.0,152.93,0.12,8.25,18.54,1261.63,0.05,70.09,20.0,0.0,4.0,0,11.0,8.0,24.0,12.0,4.0,False
31.0,7.0,5.0,5.0,113.0,616.92,0.04,22.5,27.42,13880.6,0.21,771.14,28.0,0.0,1.0,0,22.0,22.0,68.0,45.0,13.0,True
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,0.0,0,4.0,4.0,5.0,4.0,1.0,False
113.0,17.0,13.0,13.0,451.0,2826.32,0.02,43.75,64.59,123651.53,0.94,6869.53,98.0,1.0,12.0,0,25.0,52.0,269.0,182.0,33.0,True
5.0,1.0,1.0,1.0,8.0,20.68,0.67,1.5,13.79,31.02,0.01,1.72,5.0,0.0,0.0,0,3.0,3.0,5.0,3.0,1.0,False
252.0,33.0,1.0,31.0,859.0,5993.48,0.01,73.46,81.59,440290.52,2.0,24460.58,227.0,9.0,13.0,1,35.0,91.0,477.0,382.0,56.0,False
41.0,10.0,8.0,2.0,95.0,494.9,0.05,18.95,26.12,9377.02,0.16,520.95,34.0,0.0,4.0,1,18.0,19.0,55.0,40.0,19.0,False
27.0,1.0,1.0,1.0,130.0,666.81,0.08,12.0,55.57,8001.68,0.22,444.54,17.0,0.0,5.0,0,12.0,23.0,84.0,46.0,1.0,False
50.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,True
26.0,2.0,1.0,2.0,78.0,403.25,0.1,9.61,41.97,3874.75,0.13,215.26,20.0,0.0,4.0,0,13.0,23.0,44.0,34.0,3.0,True
20.0,2.0,1.0,2.0,59.0,292.3,0.14,7.26,40.24,2123.0,0.1,117.94,15.0,0.0,1.0,0,12.0,19.0,36.0,23.0,3.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0,3.0,2.0,3.0,2.0,1.0,False
50.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,True
72.0,6.0,1.0,1.0,104.0,510.32,0.06,18.0,28.35,9185.7,0.17,510.32,41.0,13.0,16.0,0,15.0,15.0,68.0,36.0,11.0,False
11.0,2.0,1.0,2.0,17.0,58.81,0.34,2.92,20.16,171.53,0.02,9.53,9.0,0.0,0.0,0,5.0,6.0,10.0,7.0,3.0,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0,3.0,1.0,3.0,1.0,1.0,False
