RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,__target__
563.0,2227.0,18.0,65.0,80.0,47.0,5.0,61.0,51.0,1
6000.0,60.0,74.0,99.0,78.0,162.0,663.0,24.0,171.0,0
5512.0,2272.0,18.0,65.0,98.0,19.0,5.0,61.0,20.0,1
1518.0,3033.0,18.0,61.0,439.0,120.0,497.0,61.0,129.0,1
5798.0,465.0,18.0,61.0,303.0,28.0,597.0,10.0,29.0,1
6313.0,1074.0,18.0,55.0,324.0,123.0,806.0,23.0,132.0,1
1003.0,580.0,48.0,57.0,7.0,18.0,1084.0,62.0,19.0,0
815.0,1078.0,65.0,85.0,119.0,53.0,910.0,9.0,57.0,1
5524.0,1368.0,18.0,55.0,212.0,144.0,764.0,38.0,154.0,1
2183.0,3303.0,18.0,71.0,412.0,79.0,567.0,64.0,86.0,1
6000.0,3426.0,18.0,65.0,98.0,4.0,1899.0,61.0,4.0,1
1520.0,1349.0,18.0,55.0,204.0,164.0,2091.0,8.0,173.0,1
2037.0,3078.0,18.0,33.0,101.0,22.0,5.0,61.0,23.0,1
3304.0,1468.0,18.0,68.0,363.0,4.0,1899.0,61.0,4.0,1
1395.0,2277.0,50.0,60.0,154.0,103.0,943.0,9.0,111.0,1
1299.0,2465.0,18.0,65.0,145.0,27.0,2236.0,9.0,28.0,1
5245.0,1976.0,18.0,33.0,214.0,106.0,1823.0,58.0,115.0,1
1514.0,3780.0,18.0,63.0,108.0,47.0,596.0,61.0,51.0,1
1379.0,3046.0,18.0,65.0,95.0,46.0,2141.0,63.0,50.0,1
5362.0,1880.0,18.0,68.0,59.0,79.0,1920.0,64.0,86.0,1
3174.0,799.0,18.0,33.0,287.0,164.0,1834.0,8.0,173.0,1
1943.0,1757.0,18.0,69.0,52.0,47.0,5.0,61.0,51.0,1
6000.0,2388.0,18.0,65.0,145.0,60.0,2270.0,3.0,66.0,1
1602.0,3868.0,18.0,63.0,54.0,261.0,1457.0,60.0,270.0,1
6338.0,3095.0,18.0,61.0,234.0,47.0,346.0,61.0,51.0,1
3198.0,1014.0,102.0,142.0,13.0,96.0,2146.0,60.0,104.0,1
6000.0,3570.0,18.0,18.0,129.0,19.0,37.0,61.0,20.0,1
2564.0,3940.0,18.0,63.0,207.0,21.0,1512.0,2.0,22.0,1
5812.0,3500.0,13.0,11.0,0.0,0.0,2.0,56.0,0.0,1
3215.0,3807.0,18.0,61.0,125.0,22.0,1899.0,61.0,23.0,1
1684.0,2795.0,83.0,111.0,414.0,124.0,2241.0,9.0,133.0,0
1642.0,2954.0,18.0,55.0,130.0,157.0,160.0,25.0,166.0,1
680.0,1942.0,3.0,48.0,28.0,4.0,2192.0,61.0,4.0,1
4362.0,3957.0,18.0,63.0,216.0,38.0,322.0,17.0,42.0,1
2377.0,2288.0,0.0,73.0,1.0,0.0,1.0,56.0,0.0,1
1057.0,2266.0,83.0,111.0,21.0,41.0,1611.0,19.0,45.0,1
5894.0,2962.0,18.0,18.0,104.0,40.0,844.0,63.0,44.0,1
5131.0,2352.0,18.0,33.0,199.0,103.0,2332.0,9.0,111.0,1
819.0,2449.0,18.0,61.0,94.0,52.0,1796.0,9.0,56.0,1
6035.0,599.0,6.0,32.0,65.0,337.0,2144.0,62.0,71.0,1
1022.0,1863.0,42.0,175.0,6.0,0.0,1.0,56.0,0.0,1
6751.0,3826.0,18.0,61.0,46.0,28.0,597.0,10.0,29.0,1
6525.0,4087.0,18.0,71.0,118.0,23.0,471.0,6.0,25.0,1
5139.0,1151.0,18.0,68.0,55.0,31.0,622.0,14.0,35.0,1
1782.0,1225.0,51.0,62.0,301.0,22.0,1713.0,61.0,23.0,1
6205.0,2739.0,51.0,62.0,431.0,40.0,2141.0,63.0,44.0,1
1494.0,3605.0,18.0,55.0,130.0,65.0,160.0,25.0,72.0,1
1913.0,4007.0,19.0,20.0,4.0,36.0,1612.0,56.0,40.0,1
3303.0,3078.0,18.0,33.0,101.0,22.0,5.0,61.0,23.0,1
1518.0,3100.0,18.0,61.0,320.0,22.0,5.0,61.0,23.0,1
3040.0,2678.0,1.0,0.0,0.0,36.0,514.0,56.0,40.0,1
1531.0,736.0,18.0,61.0,165.0,119.0,2336.0,8.0,128.0,1
1177.0,3867.0,18.0,69.0,353.0,22.0,5.0,61.0,23.0,1
7428.0,3402.0,18.0,65.0,46.0,4.0,5.0,61.0,4.0,1
6622.0,2211.0,18.0,33.0,194.0,107.0,947.0,9.0,116.0,1
5416.0,1728.0,18.0,65.0,126.0,4.0,5.0,61.0,4.0,1
6367.0,1979.0,18.0,33.0,188.0,340.0,2344.0,4.0,24.0,1
2633.0,557.0,48.0,57.0,73.0,217.0,506.0,62.0,227.0,1
488.0,1128.0,47.0,54.0,4.0,0.0,2.0,56.0,0.0,1
935.0,4200.0,100.0,140.0,187.0,132.0,220.0,15.0,141.0,1
1389.0,2817.0,18.0,68.0,287.0,26.0,1834.0,8.0,27.0,1
5851.0,1978.0,18.0,61.0,321.0,40.0,422.0,63.0,44.0,1
5362.0,640.0,18.0,33.0,215.0,105.0,2324.0,9.0,113.0,1
55.0,3526.0,62.0,82.0,298.0,28.0,159.0,10.0,29.0,1
2608.0,1462.0,18.0,63.0,28.0,40.0,2344.0,63.0,44.0,1
2635.0,1706.0,18.0,63.0,216.0,40.0,310.0,63.0,44.0,1
4199.0,2613.0,30.0,35.0,0.0,0.0,30.0,56.0,0.0,1
4039.0,2062.0,18.0,65.0,261.0,4.0,5.0,61.0,4.0,1
6000.0,2481.0,18.0,65.0,177.0,107.0,1772.0,9.0,116.0,1
3634.0,961.0,18.0,68.0,86.0,44.0,1292.0,10.0,48.0,1
5231.0,3558.0,18.0,71.0,161.0,17.0,378.0,61.0,18.0,1
5155.0,3790.0,18.0,65.0,219.0,47.0,5.0,61.0,51.0,1
3219.0,3863.0,18.0,63.0,58.0,96.0,365.0,60.0,104.0,1
844.0,551.0,40.0,47.0,386.0,331.0,966.0,62.0,64.0,1
4629.0,1426.0,104.0,150.0,57.0,4.0,5.0,61.0,4.0,1
1981.0,2540.0,18.0,61.0,38.0,56.0,2336.0,8.0,60.0,1
5493.0,2494.0,18.0,71.0,273.0,47.0,5.0,61.0,51.0,1
66.0,693.0,18.0,63.0,191.0,47.0,5.0,61.0,51.0,1
5362.0,27.0,51.0,62.0,220.0,44.0,1798.0,10.0,48.0,1
4792.0,1381.0,18.0,18.0,55.0,22.0,5.0,61.0,23.0,1
1705.0,2170.0,18.0,65.0,76.0,340.0,706.0,4.0,24.0,1
531.0,1277.0,31.0,36.0,4.0,0.0,1.0,56.0,0.0,1
2607.0,1031.0,18.0,55.0,39.0,4.0,919.0,61.0,4.0,1
1418.0,2515.0,18.0,55.0,39.0,22.0,1899.0,61.0,23.0,1
4702.0,888.0,18.0,69.0,260.0,40.0,158.0,63.0,44.0,1
563.0,1844.0,18.0,61.0,189.0,83.0,2309.0,16.0,91.0,1
2000.0,3779.0,18.0,61.0,125.0,47.0,164.0,61.0,51.0,1
1274.0,1820.0,18.0,65.0,91.0,39.0,311.0,57.0,43.0,0
6521.0,178.0,40.0,47.0,18.0,6.0,783.0,62.0,5.0,1
5259.0,556.0,40.0,47.0,109.0,13.0,611.0,58.0,13.0,1
3118.0,767.0,126.0,16.0,2.0,36.0,2151.0,56.0,40.0,1
4565.0,61.0,18.0,63.0,153.0,11.0,19.0,0.0,11.0,1
591.0,2745.0,18.0,104.0,132.0,6.0,77.0,62.0,5.0,1
2784.0,3950.0,18.0,63.0,402.0,4.0,5.0,61.0,4.0,1
1399.0,2637.0,49.0,59.0,0.0,3.0,3.0,56.0,3.0,1
1294.0,2162.0,18.0,65.0,95.0,11.0,834.0,0.0,11.0,1
3563.0,2261.0,82.0,109.0,0.0,191.0,389.0,22.0,201.0,1
7144.0,300.0,73.0,95.0,0.0,11.0,88.0,0.0,11.0,1
3127.0,1157.0,74.0,96.0,314.0,4.0,5.0,61.0,4.0,1
5416.0,3140.0,18.0,68.0,79.0,22.0,1899.0,61.0,23.0,1
2634.0,158.0,18.0,63.0,180.0,119.0,2005.0,8.0,128.0,1
814.0,2793.0,18.0,65.0,49.0,92.0,2344.0,9.0,100.0,1
4565.0,162.0,18.0,55.0,267.0,108.0,1561.0,34.0,117.0,1
7314.0,4014.0,127.0,31.0,20.0,4.0,5.0,61.0,4.0,1
1193.0,2264.0,18.0,63.0,341.0,196.0,322.0,17.0,206.0,1
4565.0,3930.0,18.0,61.0,303.0,4.0,5.0,61.0,4.0,1
1182.0,889.0,18.0,69.0,42.0,22.0,5.0,61.0,23.0,1
5362.0,1341.0,18.0,68.0,256.0,4.0,5.0,61.0,4.0,1
1372.0,664.0,18.0,18.0,215.0,205.0,413.0,9.0,215.0,1
3095.0,2580.0,37.0,56.0,2.0,0.0,2.0,56.0,0.0,1
3878.0,3790.0,18.0,65.0,219.0,47.0,224.0,61.0,51.0,1
2270.0,2456.0,18.0,18.0,104.0,22.0,5.0,61.0,23.0,1
1009.0,3510.0,8.0,29.0,5.0,36.0,2237.0,56.0,40.0,1
2407.0,1214.0,18.0,61.0,155.0,340.0,1161.0,4.0,24.0,1
4565.0,3894.0,18.0,33.0,205.0,4.0,5.0,61.0,4.0,1
3727.0,40.0,49.0,59.0,0.0,0.0,6.0,56.0,0.0,1
4099.0,2972.0,14.0,12.0,0.0,0.0,0.0,56.0,0.0,1
5272.0,3101.0,30.0,35.0,0.0,0.0,1915.0,56.0,0.0,1
2100.0,619.0,18.0,61.0,110.0,46.0,2141.0,63.0,50.0,1
5459.0,1088.0,18.0,18.0,3.0,87.0,2336.0,61.0,95.0,1
1749.0,985.0,18.0,68.0,253.0,47.0,75.0,61.0,51.0,1
5047.0,4203.0,51.0,72.0,275.0,30.0,412.0,11.0,31.0,1
488.0,215.0,36.0,42.0,6.0,36.0,1228.0,56.0,40.0,1
5814.0,3053.0,22.0,23.0,0.0,36.0,2197.0,56.0,40.0,1
2279.0,1300.0,18.0,69.0,438.0,59.0,83.0,23.0,65.0,1
4199.0,121.0,30.0,35.0,0.0,0.0,30.0,56.0,0.0,0
600.0,2193.0,6.0,4.0,104.0,71.0,2256.0,65.0,78.0,1
328.0,2969.0,18.0,18.0,443.0,128.0,1156.0,17.0,137.0,1
1745.0,84.0,79.0,106.0,135.0,4.0,5.0,61.0,4.0,1
3901.0,2237.0,18.0,68.0,256.0,4.0,5.0,61.0,4.0,1
344.0,805.0,18.0,61.0,426.0,279.0,1549.0,34.0,288.0,1
234.0,4095.0,18.0,33.0,166.0,22.0,5.0,61.0,23.0,1
680.0,1462.0,18.0,63.0,371.0,40.0,2311.0,63.0,44.0,1
4565.0,460.0,18.0,33.0,166.0,209.0,1945.0,21.0,219.0,1
1034.0,1088.0,18.0,18.0,3.0,24.0,575.0,0.0,34.0,1
6624.0,1300.0,18.0,69.0,209.0,123.0,83.0,23.0,132.0,1
893.0,638.0,92.0,128.0,38.0,26.0,2074.0,8.0,27.0,1
2300.0,3770.0,18.0,55.0,206.0,22.0,50.0,61.0,23.0,1
893.0,383.0,39.0,98.0,119.0,53.0,2329.0,9.0,57.0,1
7032.0,1006.0,18.0,61.0,125.0,22.0,5.0,61.0,23.0,1
4565.0,702.0,89.0,123.0,387.0,4.0,2278.0,61.0,4.0,1
1654.0,434.0,18.0,33.0,93.0,4.0,5.0,61.0,4.0,1
7264.0,477.0,45.0,52.0,106.0,56.0,2271.0,8.0,60.0,1
1370.0,3594.0,18.0,63.0,191.0,40.0,2311.0,63.0,44.0,1
2780.0,1976.0,18.0,33.0,214.0,83.0,881.0,16.0,91.0,1
5362.0,841.0,18.0,33.0,100.0,86.0,2311.0,4.0,94.0,1
5609.0,4054.0,18.0,61.0,200.0,11.0,153.0,0.0,11.0,1
2522.0,1560.0,18.0,63.0,37.0,22.0,5.0,61.0,23.0,1
354.0,3602.0,18.0,18.0,32.0,22.0,5.0,61.0,23.0,1
3432.0,2087.0,18.0,61.0,49.0,60.0,2248.0,3.0,66.0,1
1294.0,2112.0,18.0,61.0,171.0,340.0,2262.0,4.0,24.0,1
1366.0,1086.0,18.0,68.0,215.0,146.0,148.0,9.0,156.0,1
6000.0,1711.0,18.0,63.0,330.0,193.0,1703.0,38.0,203.0,1
5416.0,2204.0,18.0,33.0,214.0,4.0,1899.0,61.0,4.0,1
1642.0,1958.0,18.0,55.0,311.0,65.0,160.0,25.0,72.0,1
6046.0,1845.0,18.0,61.0,189.0,48.0,1999.0,9.0,52.0,1
4792.0,1636.0,18.0,61.0,88.0,11.0,19.0,0.0,11.0,1
4429.0,2063.0,18.0,33.0,82.0,22.0,5.0,61.0,23.0,1
4189.0,4027.0,18.0,55.0,39.0,4.0,5.0,61.0,4.0,1
4172.0,1341.0,18.0,33.0,148.0,22.0,5.0,61.0,23.0,1
783.0,3605.0,18.0,55.0,130.0,65.0,1109.0,25.0,72.0,1
2633.0,3460.0,18.0,18.0,32.0,22.0,1899.0,61.0,23.0,1
5940.0,1671.0,18.0,61.0,200.0,4.0,5.0,61.0,4.0,1
1589.0,691.0,127.0,31.0,20.0,4.0,5.0,61.0,4.0,1
6000.0,1178.0,18.0,68.0,86.0,4.0,1899.0,61.0,4.0,1
1220.0,3053.0,22.0,23.0,0.0,0.0,0.0,56.0,0.0,1
0.0,2243.0,18.0,69.0,197.0,47.0,1899.0,61.0,51.0,1
5362.0,369.0,18.0,68.0,40.0,40.0,158.0,63.0,44.0,1
911.0,999.0,12.0,10.0,4.0,0.0,1.0,56.0,0.0,1
2515.0,1838.0,18.0,61.0,406.0,57.0,2297.0,9.0,62.0,1
6197.0,3894.0,18.0,33.0,205.0,4.0,5.0,61.0,4.0,1
5900.0,1454.0,18.0,65.0,286.0,4.0,5.0,61.0,4.0,1
6000.0,2435.0,18.0,61.0,49.0,92.0,964.0,9.0,100.0,1
3184.0,808.0,45.0,121.0,154.0,24.0,902.0,0.0,34.0,0
5970.0,2662.0,18.0,33.0,205.0,4.0,5.0,61.0,4.0,1
4565.0,2068.0,18.0,18.0,41.0,108.0,279.0,34.0,117.0,1
61.0,1330.0,18.0,18.0,129.0,108.0,1019.0,34.0,117.0,1
4538.0,863.0,27.0,28.0,1.0,1.0,1.0,0.0,1.0,1
1084.0,2262.0,18.0,63.0,35.0,127.0,191.0,10.0,136.0,1
385.0,1142.0,18.0,63.0,153.0,123.0,83.0,23.0,132.0,1
640.0,551.0,40.0,47.0,68.0,6.0,382.0,62.0,5.0,1
1736.0,475.0,18.0,61.0,46.0,163.0,1614.0,34.0,172.0,1
3143.0,1610.0,42.0,175.0,5.0,36.0,2315.0,56.0,40.0,1
4712.0,3182.0,18.0,65.0,397.0,47.0,224.0,61.0,51.0,1
7498.0,3389.0,18.0,63.0,29.0,38.0,2278.0,17.0,42.0,1
2787.0,37.0,69.0,90.0,102.0,55.0,2288.0,8.0,59.0,1
2823.0,748.0,18.0,55.0,120.0,157.0,160.0,25.0,166.0,1
6636.0,641.0,60.0,80.0,448.0,315.0,1830.0,0.0,6.0,1
2190.0,3683.0,18.0,55.0,39.0,22.0,5.0,61.0,23.0,1
5829.0,859.0,18.0,68.0,256.0,24.0,1994.0,0.0,34.0,1
7502.0,3688.0,127.0,31.0,20.0,22.0,5.0,61.0,23.0,1
3101.0,3196.0,19.0,20.0,1.0,1.0,6.0,0.0,1.0,1
2588.0,2191.0,18.0,18.0,265.0,83.0,517.0,16.0,91.0,1
1808.0,1849.0,24.0,25.0,2.0,2.0,6.0,0.0,2.0,1
1057.0,2349.0,18.0,65.0,218.0,90.0,2131.0,1.0,98.0,1
1603.0,1154.0,54.0,70.0,35.0,11.0,51.0,0.0,11.0,1
2535.0,2932.0,18.0,65.0,168.0,4.0,1899.0,61.0,4.0,1
1749.0,3601.0,51.0,62.0,20.0,4.0,5.0,61.0,4.0,1
5416.0,3669.0,18.0,55.0,206.0,4.0,1899.0,61.0,4.0,1
55.0,116.0,18.0,65.0,57.0,4.0,5.0,61.0,4.0,1
3292.0,2048.0,48.0,57.0,7.0,61.0,77.0,62.0,67.0,0
5276.0,3722.0,18.0,68.0,86.0,28.0,1146.0,10.0,29.0,1
494.0,412.0,27.0,28.0,6.0,3.0,2.0,56.0,3.0,1
3184.0,1330.0,18.0,18.0,129.0,163.0,279.0,34.0,172.0,1
6132.0,3692.0,7.0,89.0,6.0,36.0,802.0,56.0,40.0,1
6470.0,1300.0,18.0,69.0,438.0,123.0,1219.0,23.0,132.0,1
745.0,3754.0,18.0,55.0,158.0,22.0,52.0,61.0,23.0,1
937.0,764.0,18.0,61.0,125.0,4.0,5.0,61.0,4.0,1
2697.0,1589.0,18.0,68.0,79.0,40.0,2141.0,63.0,44.0,1
645.0,308.0,18.0,65.0,151.0,83.0,1691.0,16.0,91.0,1
1771.0,305.0,18.0,33.0,176.0,4.0,5.0,61.0,4.0,1
4199.0,3106.0,30.0,35.0,0.0,1.0,30.0,0.0,1.0,1
561.0,1720.0,18.0,61.0,303.0,22.0,5.0,61.0,23.0,1
4752.0,2226.0,18.0,55.0,174.0,86.0,2311.0,4.0,94.0,1
2290.0,1843.0,18.0,61.0,49.0,124.0,2296.0,9.0,133.0,1
2354.0,2169.0,18.0,61.0,110.0,22.0,5.0,61.0,23.0,0
3945.0,2971.0,127.0,31.0,20.0,22.0,5.0,61.0,23.0,1
591.0,601.0,78.0,105.0,73.0,61.0,2170.0,62.0,67.0,0
6081.0,3542.0,18.0,65.0,250.0,22.0,5.0,61.0,23.0,1
488.0,3243.0,8.0,29.0,1.0,0.0,1.0,56.0,0.0,1
346.0,3340.0,18.0,69.0,260.0,22.0,5.0,61.0,23.0,0
1517.0,2868.0,6.0,4.0,365.0,55.0,945.0,8.0,59.0,1
6000.0,2425.0,102.0,142.0,13.0,35.0,61.0,60.0,39.0,1
3178.0,153.0,1.0,0.0,0.0,0.0,0.0,56.0,0.0,1
3479.0,2034.0,18.0,55.0,158.0,22.0,52.0,61.0,23.0,0
5553.0,1957.0,18.0,71.0,47.0,47.0,226.0,61.0,51.0,1
6799.0,1300.0,18.0,69.0,438.0,59.0,83.0,23.0,65.0,0
6000.0,401.0,31.0,36.0,1.0,0.0,1.0,56.0,0.0,1
6576.0,3176.0,60.0,80.0,47.0,340.0,2344.0,4.0,24.0,1
1749.0,1669.0,51.0,62.0,195.0,17.0,5.0,61.0,18.0,1
4925.0,189.0,69.0,90.0,102.0,55.0,2288.0,8.0,59.0,1
5603.0,683.0,18.0,18.0,262.0,47.0,224.0,61.0,51.0,1
2350.0,661.0,18.0,63.0,56.0,55.0,230.0,8.0,59.0,1
3934.0,824.0,18.0,33.0,131.0,11.0,19.0,0.0,11.0,1
4675.0,3871.0,18.0,69.0,209.0,235.0,2256.0,65.0,245.0,1
1518.0,2038.0,18.0,68.0,279.0,47.0,5.0,61.0,51.0,1
893.0,3967.0,18.0,61.0,303.0,22.0,50.0,61.0,23.0,1
4526.0,3389.0,18.0,152.0,29.0,196.0,2278.0,17.0,206.0,1
624.0,2696.0,18.0,63.0,28.0,38.0,1353.0,17.0,42.0,1
5493.0,1897.0,18.0,61.0,232.0,72.0,1682.0,64.0,79.0,1
596.0,3698.0,18.0,55.0,72.0,22.0,1899.0,61.0,23.0,1
4538.0,1517.0,27.0,28.0,6.0,1.0,1.0,0.0,1.0,1
2340.0,1414.0,18.0,18.0,3.0,87.0,285.0,61.0,95.0,1
3583.0,3882.0,18.0,33.0,254.0,125.0,2309.0,16.0,134.0,1
6488.0,1238.0,18.0,69.0,197.0,22.0,5.0,61.0,23.0,1
3033.0,3405.0,18.0,65.0,46.0,4.0,1899.0,61.0,4.0,1
670.0,475.0,18.0,61.0,219.0,22.0,5.0,61.0,23.0,1
3592.0,2747.0,6.0,32.0,65.0,18.0,77.0,62.0,19.0,1
1033.0,2337.0,12.0,13.0,6.0,36.0,541.0,56.0,40.0,1
6443.0,3729.0,18.0,61.0,219.0,22.0,5.0,61.0,23.0,1
381.0,2061.0,18.0,61.0,336.0,103.0,2332.0,9.0,111.0,0
4479.0,1061.0,27.0,28.0,6.0,3.0,2.0,56.0,3.0,1
3720.0,3709.0,51.0,72.0,127.0,47.0,226.0,61.0,51.0,1
2859.0,106.0,16.0,15.0,91.0,268.0,2273.0,57.0,277.0,1
3815.0,2938.0,4.0,39.0,0.0,36.0,2197.0,56.0,40.0,1
4669.0,1949.0,57.0,48.0,28.0,4.0,5.0,61.0,4.0,1
6392.0,3863.0,18.0,63.0,58.0,96.0,365.0,60.0,104.0,1
4792.0,3646.0,6.0,4.0,88.0,4.0,15.0,61.0,4.0,1
115.0,2362.0,18.0,61.0,334.0,60.0,2248.0,3.0,66.0,1
3309.0,445.0,18.0,71.0,47.0,22.0,5.0,61.0,23.0,1
5419.0,3756.0,44.0,51.0,1.0,36.0,1051.0,56.0,40.0,1
1518.0,2833.0,18.0,33.0,254.0,16.0,1457.0,60.0,16.0,1
1010.0,2599.0,7.0,5.0,6.0,1.0,6.0,0.0,1.0,1
1203.0,1509.0,69.0,90.0,123.0,66.0,261.0,12.0,73.0,1
550.0,1286.0,18.0,61.0,74.0,11.0,19.0,0.0,11.0,1
503.0,3948.0,69.0,90.0,303.0,22.0,5.0,61.0,23.0,1
4785.0,358.0,6.0,4.0,7.0,237.0,597.0,10.0,247.0,1
3085.0,562.0,18.0,55.0,288.0,11.0,182.0,0.0,11.0,1
5416.0,2090.0,18.0,33.0,115.0,22.0,5.0,61.0,23.0,0
4196.0,1088.0,18.0,18.0,3.0,229.0,1297.0,61.0,239.0,1
2139.0,319.0,15.0,14.0,7.0,18.0,1587.0,62.0,19.0,1
938.0,3163.0,41.0,49.0,5.0,36.0,1201.0,56.0,40.0,1
3291.0,3800.0,18.0,33.0,148.0,4.0,5.0,61.0,4.0,1
2905.0,3750.0,18.0,61.0,125.0,47.0,75.0,61.0,51.0,1
782.0,446.0,6.0,4.0,48.0,136.0,1066.0,26.0,145.0,1
1203.0,1322.0,50.0,60.0,123.0,66.0,560.0,12.0,73.0,1
1203.0,3967.0,18.0,61.0,303.0,4.0,1440.0,61.0,4.0,1
1137.0,3549.0,18.0,68.0,86.0,22.0,5.0,61.0,23.0,0
6101.0,2136.0,18.0,65.0,57.0,340.0,2105.0,4.0,24.0,1
3344.0,3749.0,52.0,66.0,276.0,191.0,389.0,22.0,201.0,1
7359.0,3275.0,18.0,65.0,57.0,4.0,5.0,61.0,4.0,1
1944.0,2858.0,101.0,141.0,7.0,337.0,2144.0,62.0,71.0,1
2722.0,2243.0,18.0,69.0,197.0,22.0,1899.0,61.0,23.0,1
5362.0,2766.0,18.0,33.0,14.0,37.0,1394.0,16.0,41.0,1
3196.0,2511.0,18.0,61.0,113.0,57.0,2297.0,9.0,62.0,1
653.0,3826.0,18.0,61.0,219.0,28.0,950.0,10.0,29.0,1
3311.0,4054.0,18.0,61.0,200.0,11.0,153.0,0.0,11.0,1
4723.0,2673.0,18.0,65.0,98.0,4.0,1899.0,61.0,4.0,1
1018.0,3965.0,0.0,73.0,70.0,315.0,66.0,0.0,6.0,1
3845.0,3783.0,18.0,55.0,39.0,47.0,75.0,61.0,51.0,1
1169.0,951.0,18.0,69.0,260.0,120.0,497.0,61.0,129.0,1
3361.0,3971.0,45.0,52.0,347.0,4.0,755.0,61.0,4.0,1
2290.0,719.0,18.0,33.0,214.0,105.0,148.0,9.0,113.0,1
6867.0,495.0,69.0,90.0,182.0,51.0,2318.0,57.0,55.0,0
3184.0,2862.0,18.0,33.0,205.0,86.0,2311.0,4.0,94.0,1
6055.0,4238.0,18.0,61.0,189.0,108.0,279.0,34.0,117.0,1
3184.0,2673.0,18.0,65.0,98.0,4.0,5.0,61.0,4.0,1
6231.0,474.0,17.0,17.0,5.0,36.0,1017.0,56.0,40.0,1
1960.0,381.0,18.0,61.0,219.0,22.0,5.0,61.0,23.0,1
4689.0,2143.0,45.0,52.0,69.0,42.0,2248.0,3.0,46.0,1
6328.0,3733.0,18.0,65.0,269.0,11.0,2271.0,0.0,11.0,1
2123.0,1534.0,40.0,47.0,7.0,6.0,396.0,62.0,5.0,0
1294.0,860.0,18.0,61.0,74.0,274.0,1471.0,4.0,282.0,1
3720.0,4168.0,51.0,72.0,59.0,240.0,580.0,31.0,250.0,1
631.0,1768.0,45.0,119.0,33.0,12.0,1208.0,1.0,12.0,0
893.0,2419.0,18.0,65.0,113.0,27.0,1205.0,9.0,28.0,1
488.0,3508.0,6.0,32.0,130.0,65.0,108.0,25.0,72.0,1
1301.0,1838.0,18.0,61.0,406.0,11.0,19.0,0.0,11.0,1
5115.0,3794.0,18.0,55.0,39.0,22.0,5.0,61.0,23.0,1
3141.0,2080.0,18.0,69.0,197.0,22.0,5.0,61.0,23.0,1
1321.0,792.0,18.0,65.0,38.0,119.0,419.0,8.0,128.0,1
1862.0,1049.0,18.0,18.0,32.0,22.0,5.0,61.0,23.0,1
5434.0,2595.0,18.0,61.0,49.0,92.0,571.0,9.0,100.0,1
6896.0,2786.0,69.0,90.0,318.0,220.0,1857.0,3.0,230.0,1
4792.0,2953.0,18.0,33.0,93.0,4.0,1899.0,61.0,4.0,1
6760.0,2017.0,18.0,61.0,175.0,125.0,2309.0,16.0,134.0,1
790.0,549.0,78.0,105.0,73.0,331.0,1193.0,62.0,64.0,1
4814.0,104.0,61.0,81.0,6.0,36.0,63.0,56.0,40.0,1
4933.0,1248.0,18.0,33.0,287.0,26.0,2235.0,8.0,27.0,1
1780.0,1921.0,18.0,65.0,250.0,22.0,5.0,61.0,23.0,1
819.0,1937.0,58.0,76.0,13.0,9.0,17.0,60.0,9.0,1
913.0,3077.0,18.0,61.0,200.0,22.0,5.0,61.0,23.0,1
3396.0,3322.0,100.0,140.0,398.0,4.0,1234.0,61.0,4.0,1
5155.0,2504.0,50.0,60.0,350.0,124.0,1426.0,9.0,133.0,1
5834.0,3534.0,18.0,61.0,88.0,22.0,50.0,61.0,23.0,1
4565.0,3647.0,18.0,61.0,125.0,38.0,1172.0,17.0,42.0,1
488.0,530.0,18.0,55.0,288.0,125.0,286.0,16.0,134.0,1
881.0,2190.0,18.0,18.0,265.0,99.0,595.0,61.0,107.0,1
7430.0,2543.0,18.0,65.0,145.0,142.0,1538.0,37.0,152.0,1
4429.0,2220.0,18.0,33.0,101.0,22.0,5.0,61.0,23.0,1
2612.0,2237.0,18.0,68.0,256.0,4.0,5.0,61.0,4.0,1
6000.0,439.0,0.0,73.0,5.0,36.0,189.0,56.0,40.0,1
2846.0,2196.0,18.0,18.0,104.0,47.0,5.0,61.0,51.0,1
3766.0,2096.0,18.0,65.0,145.0,53.0,737.0,9.0,57.0,1
3260.0,33.0,11.0,43.0,6.0,0.0,1.0,56.0,0.0,1
2677.0,2058.0,18.0,18.0,32.0,46.0,2141.0,63.0,50.0,1
4813.0,3975.0,70.0,92.0,1.0,1.0,6.0,0.0,1.0,1
460.0,1896.0,18.0,63.0,28.0,4.0,5.0,61.0,4.0,1
484.0,2962.0,18.0,18.0,104.0,40.0,844.0,63.0,44.0,1
5404.0,3565.0,18.0,19.0,424.0,56.0,1666.0,8.0,60.0,1
1290.0,1401.0,29.0,173.0,237.0,24.0,47.0,0.0,34.0,1
1719.0,1274.0,11.0,9.0,144.0,131.0,1806.0,35.0,140.0,1
6677.0,2154.0,18.0,65.0,213.0,123.0,2098.0,23.0,132.0,1
4198.0,2593.0,30.0,35.0,0.0,0.0,2266.0,56.0,0.0,1
6391.0,3867.0,18.0,69.0,438.0,4.0,5.0,61.0,4.0,1
5003.0,2844.0,50.0,60.0,76.0,103.0,2115.0,9.0,111.0,0
1057.0,2128.0,18.0,68.0,367.0,37.0,445.0,16.0,41.0,1
